 	non	aveva	dove	aveva	per	stare	</S>
a7	0.1183969388	0.144616006	0.161333308	0.1192784508	0.1336905376	0.1970445998	0.125640162
a31	0.2471745808	0.1222179136	0.112748199	0.095746403	0.1151781116	0.1869319876	0.1200027974
a29	0.298285358	0.204463822	0.1050712672	0.1073827862	0.071445278	0.142217188	0.0711342854
a19	0.1667465992	0.1313013014	0.0966620728	0.1152844104	0.1770315668	0.171114531	0.141859528
a46	0.1751770292	0.1065645496	0.0858010618	0.1025521772	0.1570922038	0.171657424	0.2011555364
a31	0.15306876	0.094861958	0.0833587074	0.0894597706	0.137124482	0.263491096	0.1786352268
a38	0.1515556652	0.136872136	0.118640252	0.0947790472	0.1058807768	0.2411896448	0.151082494
a31	0.116218732	0.0947487578	0.097783238	0.0828771188	0.1481642784	0.300452687	0.159755156
a20	0.138024408	0.1192534404	0.1111677908	0.1022022846	0.113497445	0.242423518	0.1734311064
a31	0.1263448062	0.1111275732	0.095263836	0.077049518	0.1096858852	0.305999415	0.17452898
a0	0.1431668568	0.110921592	0.11453059	0.1124055426	0.1038628846	0.216723646	0.1983889248
a31	0.1323579624	0.1187438888	0.1184994248	0.101334856	0.1039551068	0.2520999952	0.173008794
a46	0.1498477712	0.14029314	0.152693851	0.1314080148	0.1161839	0.141517586	0.1680557448
a18	0.1312031894	0.1245290766	0.1255622238	0.136192568	0.112408235	0.1924935432	0.1776111684
</S>	0.1192332804	0.141954086	0.13762141	0.15296133	0.119944033	0.178686732	0.14959911
