 	mia	figlia	vuole	andare	</S>
a46	0.217709028	0.198016266	0.187563376	0.167269989	0.229441344
a31	0.32630218	0.211846715	0.172851252	0.157098509	0.131901323
a7	0.40863044	0.2117197488	0.1642054014	0.1440793832	0.0713650308
a20	0.29832495	0.193365714	0.189364114	0.2028216414	0.1161235766
a31	0.272941986	0.23355597	0.2035868452	0.1731122128	0.116802982
a46	0.213760378	0.2089814194	0.183026827	0.2077583832	0.1864729932
a31	0.155084628	0.2076710072	0.1710896704	0.260179888	0.2059747608
a46	0.215488742	0.17660803308	0.1451805566	0.212232464	0.250490213
a31	0.2044498136	0.1693838934	0.1274670338	0.2495155	0.24918376
a11	0.201081018	0.1789647276	0.1616386256	0.206355132	0.251960502
a3	0.1708902336	0.16359352052	0.1415217984	0.240470564	0.283523874
a31	0.1499108138	0.1746993264	0.1473868908	0.24210223	0.285900738
a27	0.1620263548	0.175878536	0.181327528	0.237818042	0.242949528
a0	0.157709052	0.1592945974	0.1737282134	0.216720628	0.292547522
</S>	0.1626371106	0.1646069682	0.167370862	0.211657648	0.293727416
