 	dove	aveva	per	stare	non	aveva	</S>
a24	0.1139250908	0.114531982	0.138293746	0.2058424	0.142829548	0.1479664072	0.136610828
a20	0.123929266	0.0941343504	0.1347388388	0.232365782	0.150076042	0.1695711164	0.0951846432
a13	0.161448281	0.1161423162	0.180257692	0.163992456	0.1174015788	0.1437139666	0.1170437136
a37	0.15416381	0.12929541	0.148326458	0.169986618	0.1222714944	0.170841457	0.1051147382
a24	0.1713943908	0.1215719788	0.1388129792	0.1370766	0.1290663148	0.189820926	0.1122568122
a31	0.144397746	0.110327878	0.1010994774	0.183194922	0.1426685592	0.19772519	0.1205862556
a20	0.1447245368	0.0698751008	0.0868745494	0.2746513752	0.154870178	0.185885819	0.0831184248
a0	0.143414685	0.07153852	0.0747820068	0.210033534	0.167069993	0.232708268	0.1004530038
a20	0.1121793712	0.0650338016	0.0856842498	0.206900256	0.181979917	0.239159464	0.1090629408
a31	0.10608433668	0.065560374	0.0664813268	0.285170444	0.1665470152	0.207629098	0.102527415
a8	0.09072520876	0.0557496306	0.0755379552	0.320733052	0.133513146	0.1918487146	0.131892282
a23	0.07350899866	0.06338903392	0.0652485142	0.3019698128	0.134702472	0.2359060094	0.125275162
a38	0.06740699942	0.0644747516	0.0714865934	0.3385271488	0.1542042172	0.181688304	0.1222119712
a33	0.0677101267	0.06549710906	0.080055819	0.300342813	0.15295069	0.1835558112	0.1498876302
a31	0.0799564298	0.0763870288	0.0933966494	0.2707151892	0.14826313	0.155292148	0.175989412
a24	0.1067859195	0.094892171	0.1040690178	0.2039924852	0.1042430904	0.157968538	0.2280487898
a18	0.08588129964	0.0834922618	0.1037129866	0.2173174157	0.126087194	0.146200334	0.2373085
a31	0.10346898266	0.1016849914	0.112593355	0.18142931	0.132874233	0.182160804	0.1857883268
a33	0.13728412632	0.1141794768	0.1120981146	0.1200561001	0.116144452	0.188176302	0.212061426
</S>	0.11480713976	0.1113241234	0.1229279182	0.131689238	0.150615942	0.164281429	0.20435418
