 	che	vende	buon	pane	</S>
a17	0.173950488	0.246456375	0.212218422	0.193362534	0.1740121492
a31	0.294396852	0.180625809	0.213282085	0.1816199604	0.130075266
a11	0.334497278	0.2003752394	0.2381256946	0.1614680098	0.0655337726
a39	0.242087826	0.18574268	0.306056586	0.1809245036	0.0851883994
a35	0.1963534034	0.1692717662	0.279627626	0.188273398	0.1664738174
a39	0.1781645052	0.1301826648	0.2467745308	0.191422904	0.2534553992
a31	0.224541949	0.168820091	0.2434140816	0.1467930416	0.2164308352
a24	0.152439139	0.1444411534	0.241664044	0.2231522952	0.238303373
a18	0.159746738	0.151609149	0.213142027	0.20665789	0.268844178
a31	0.174428984	0.170640106	0.204593372	0.22396883	0.22636869
a13	0.217848428	0.249232692	0.181592593	0.1652078188	0.186118462
a31	0.1629363684	0.202094722	0.1883789232	0.1508516012	0.295738366
a46	0.1825825624	0.232690416	0.1676005744	0.146481166	0.270645292
a8	0.1547276812	0.205690059	0.1555762448	0.1641812912	0.319824715
</S>	0.1493178138	0.19722276	0.17708203	0.203796517	0.2725808908
