 	voglio	un	forno	che	vende	rustici	</S>
a31	0.1314970928	0.125143304	0.12712258	0.11516083	0.1324226446	0.177890404	0.190763152
a37	0.1050581202	0.1144251902	0.128749913	0.171278102	0.13582445	0.2245963868	0.120067828
a31	0.1407234592	0.147474337	0.170017217	0.159694104	0.1318257683	0.1343556334	0.1159094534
a17	0.1631107968	0.143095646	0.1335433544	0.1365261488	0.1351165674	0.1967868732	0.091820609
a20	0.0946580506	0.1046827818	0.156106677	0.189522723	0.1252487536	0.222690012	0.1070909816
a31	0.1096847448	0.098843724	0.173370442	0.1873301854	0.1273303548	0.231847502	0.07159302
a41	0.1029860306	0.1052305718	0.1989192624	0.114219683	0.1318324808	0.245878648	0.1009333404
a24	0.0846011027	0.073725363	0.199220586	0.1288510992	0.1080942164	0.317580263	0.0879273062
a31	0.097904258	0.0849005084	0.172547508	0.1341049306	0.1084064092	0.302046048	0.1000903476
a39	0.0767240142	0.0588076939	0.1653539012	0.0586474197	0.0951677266	0.341560658	0.2037385986
a31	0.0695706724	0.062237601	0.1665912332	0.068625624	0.086446194	0.387481944	0.1590466776
a8	0.0785980452	0.0537118168	0.10679148046	0.0499593111	0.1089705724	0.35804971	0.2439190798
a26	0.0777173186	0.0532884778	0.07230675306	0.0767112468	0.1095469642	0.397444275	0.2129849672
a23	0.0852430932	0.0592280546	0.0594497874	0.0665504258	0.1363149566	0.359840638	0.233373047
a31	0.0674795154	0.0553469562	0.06618411466	0.0776248172	0.1626934696	0.352734974	0.2179361228
a20	0.08766352732	0.0795079324	0.0709896778	0.0809308179	0.1123734548	0.3849849708	0.1835496198
a39	0.0761606514	0.0726212028	0.085658685	0.08553476534	0.125410737	0.304117672	0.250496276
a11	0.07573763844	0.0707182326	0.0789187066	0.090756876	0.1292608484	0.300604232	0.2540034412
a37	0.0674494358	0.0671480586	0.07827597342	0.094025116	0.151153365	0.309073716	0.232874346
a14	0.069963956	0.0671342132	0.0778843044	0.0978081088	0.151395642	0.328262038	0.20755173
a24	0.0652236904	0.0619450362	0.0892999366	0.1085583552	0.15040345	0.317425476	0.207144072
a28	0.0793904418	0.07381351326	0.0829304846	0.0957903854	0.153210454	0.305006182	0.2098585348
a20	0.07403926732	0.0736684206	0.0785640234	0.0976782762	0.185996532	0.298892614	0.191160862
a8	0.06998873432	0.0695419786	0.0782944086	0.108452124	0.180612916	0.305322536	0.187787324
</S>	0.103208573	0.0967149502	0.101771482	0.113035698	0.157684016	0.252458832	0.175126476
