 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
a31	0.0847226972	0.048867856	0.0660355334	0.048776952	0.0463431848	0.045417551	0.0560363068	0.060378588	0.0383711912	0.073964012	0.0428667804	0.0616502512	0.0489957702	0.0454967418	0.0601676068	0.0768565894	0.095052399
a11	0.0941027462	0.0539316926	0.0628771926	0.0879856548	0.06459234	0.0659741054	0.0966837624	0.088565978	0.035725543	0.0408968028	0.0259931583	0.031241445	0.02404260732	0.028559239	0.053558769	0.104918154	0.0403507914
a37	0.094414118	0.0737676952	0.0721482308	0.0837466956	0.0769571788	0.0649915854	0.087111523	0.074247409	0.0366505366	0.0425387206	0.0263613867	0.034152413	0.02898030526	0.0308474352	0.056837086	0.0694332114	0.0468144606
a28	0.0961803796	0.0855056074	0.07464261	0.074846758	0.0639258424	0.058091328	0.0737884462	0.057058742	0.04856112	0.0398993676	0.02316801394	0.03450962362	0.02292825686	0.026041363	0.0432628242	0.0667283934	0.110861321
a31	0.1062296028	0.0830737676	0.076500218	0.073941501	0.0580769742	0.056136213	0.0676890276	0.0528856692	0.0440904662	0.0550031256	0.027482891	0.0314729622	0.0226753531	0.0251737918	0.0418165244	0.1050604668	0.0726914352
a21	0.1204377204	0.085213061	0.0760839964	0.0811819566	0.0637334464	0.068380984	0.0844528202	0.052750406	0.05331200828	0.045800493	0.0336484164	0.0282066562	0.01864645366	0.01551750208	0.0395551742	0.080714125	0.0523647758
a31	0.0714460004	0.0608431408	0.0577177474	0.066920584	0.0557906916	0.061641339	0.1142228082	0.0657598864	0.0515659897	0.0412498966	0.0319540972	0.0394327208	0.02677152814	0.02283993816	0.0387122344	0.0861671568	0.106964226
a10	0.087978619	0.0762843998	0.0743870652	0.0892418058	0.0709873786	0.0775984822	0.096754523	0.063328667	0.03036983046	0.041199466	0.02507709712	0.0301078196	0.0243976166	0.017909861	0.047571953	0.0822706444	0.0645347634
a31	0.07289647	0.0717497052	0.0694887564	0.0916139676	0.0603506808	0.0631027694	0.1035464956	0.0627706138	0.0344448228	0.0430251878	0.02826311524	0.031075638	0.0208379806	0.01426512328	0.0481695292	0.110734145	0.0736649957
a3	0.0754273562	0.069061678	0.071648271	0.0970254424	0.0752832414	0.07721297	0.097172951	0.0616997312	0.02357619986	0.041679759	0.01952940548	0.0284224354	0.0186226402	0.02444526318	0.0639210624	0.1000428324	0.05522878828
