 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a20	0.0797909166	0.1556136102	0.098905444	0.097825254	0.1300961982	0.0934887872	0.0931408194	0.1205960232	0.1305429424
a13	0.1055682818	0.129309886	0.1227865638	0.0876026108	0.0955981846	0.138568312	0.10360074	0.1246325414	0.09233291
a20	0.0909699986	0.168840874	0.131160907	0.1076739488	0.1085993492	0.138548824	0.0881939412	0.1039775546	0.0620345894
a7	0.1060678128	0.128116341	0.130815798	0.115527168	0.1173392932	0.1175734158	0.0758462998	0.13203075	0.076683123
a36	0.0593462992	0.1071475706	0.1124017308	0.1059296628	0.1163163842	0.1248627547	0.075971303	0.1822247808	0.115799512
a7	0.0463595878	0.1169243112	0.090425788	0.1010318836	0.112498281	0.124705069	0.0800316496	0.166446643	0.1615768084
a31	0.0589175624	0.1128382386	0.0866224408	0.0913748256	0.1105251222	0.1283644588	0.105479763	0.147502974	0.1583746134
a37	0.0580797274	0.122268751	0.1194073308	0.1168829976	0.124775256	0.142566848	0.094941488	0.1308261226	0.0902514792
a31	0.051296301	0.1159989626	0.0920101918	0.0967146444	0.1021689556	0.1148156758	0.13082176	0.156626729	0.1395467624
a37	0.0618373558	0.119946652	0.120420014	0.0970618442	0.118618636	0.1215909104	0.1081995652	0.1400169924	0.1123080086
a41	0.04655618	0.0930368714	0.0868653534	0.0962388668	0.1066970676	0.111283483	0.12323263	0.1498074674	0.1862820696
a21	0.0460328272	0.0975795086	0.0841264816	0.0966002686	0.1036807704	0.1204522358	0.1149749402	0.142848292	0.193704679
a31	0.0466261738	0.0945651222	0.082073702	0.0982787452	0.1021564636	0.1277203118	0.12043768	0.1523539276	0.1757878666
a39	0.04243738	0.089176064	0.105946288	0.0932523214	0.1180260078	0.1200023666	0.1030716714	0.1706488726	0.1574389948
a13	0.0454051954	0.0720821642	0.0756986134	0.0855446444	0.1115037614	0.124388916	0.125349986	0.1974028254	0.1626238984
a31	0.03723249406	0.0731550986	0.0634452882	0.0875462132	0.1263898546	0.1313430422	0.137613762	0.183685713	0.1595885278
a20	0.03492694932	0.0717038582	0.080135516	0.0888277364	0.120345306	0.1321554078	0.1127286828	0.173230046	0.185946459
a31	0.04071974434	0.1077633094	0.0815385212	0.0893069062	0.1247874682	0.131366036	0.116083438	0.1921364648	0.1162981382
a35	0.0361422028	0.0788757066	0.0753525712	0.0913050276	0.1281384482	0.1447919502	0.10819467	0.165217218	0.1719821874
a31	0.03203430228	0.0708560726	0.0662376068	0.0973003534	0.1351578378	0.1397723512	0.130222548	0.182161154	0.1462577446
a26	0.03856334	0.0784877388	0.088556247	0.1126687598	0.1745940968	0.1434325092	0.087400386	0.1602342132	0.1160627041
a9	0.03991963206	0.0730738956	0.0668531408	0.0968550928	0.1303814364	0.123729139	0.1177613508	0.2156681652	0.1357581678
a33	0.02834676084	0.0440213412	0.0637387774	0.1015559572	0.200279138	0.1456963814	0.116108882	0.1861853726	0.1140674386
a31	0.0190960907	0.0399405352	0.0539787706	0.0929877986	0.232710306	0.133790958	0.1120463112	0.206804386	0.1086448096
a39	0.03822170228	0.0642784388	0.0712703598	0.100489316	0.2196509388	0.1182180146	0.078799262	0.2013063274	0.107765612
a24	0.0239948462	0.0741729576	0.0485890494	0.0894102736	0.1847313354	0.1386242462	0.0963141858	0.222456051	0.1217070588
a37	0.02024386736	0.0519330722	0.0510846062	0.0886231652	0.243622994	0.1429468528	0.0843760672	0.1871777588	0.1299916036
a7	0.0214502988	0.0681325144	0.0635361188	0.107765366	0.2539722872	0.1155854914	0.0918105374	0.155014463	0.122732939
a17	0.02154814646	0.0774625738	0.0612592808	0.102574059	0.229873358	0.1237854134	0.0995948772	0.1387450462	0.1451572386
a24	0.02156802484	0.057344553	0.072988828	0.115678636	0.23876685	0.1258569202	0.0976509458	0.1401939972	0.1299512844
a34	0.02250194146	0.0748963164	0.0776347712	0.1152684114	0.211947612	0.1366306824	0.1026018704	0.1408338564	0.1176845444
a37	0.04216674702	0.0582731586	0.0613252258	0.0909734336	0.2791809688	0.1512296568	0.0904615944	0.1389788856	0.0874103636
a31	0.0277557548	0.0545880452	0.051993427	0.089004245	0.2364962388	0.1660100188	0.1095595156	0.1409355792	0.1236571704
a37	0.0658664366	0.057181115	0.0591326304	0.06865275914	0.206885058	0.2159556572	0.0826777612	0.130417776	0.1132307972
a41	0.0474703562	0.0576404824	0.0521922936	0.067946934	0.1734018252	0.2198313642	0.096133965	0.125611916	0.1597708168
a31	0.048879518	0.0616702912	0.0611505778	0.0812391764	0.162829531	0.214757777	0.0959643738	0.122773836	0.150734936
a28	0.082769206	0.058372955	0.075114477	0.08122108294	0.1117507414	0.1836960404	0.1113013028	0.13912614	0.1566480652
a20	0.062686595	0.0653933028	0.0671383368	0.072748178	0.164102668	0.180416462	0.101777073	0.129492786	0.156244604
a17	0.0579518445	0.0665645306	0.0803071636	0.098478495	0.1503163572	0.16676588	0.109295322	0.127558504	0.142761921
a31	0.05675003688	0.0691026174	0.0793472556	0.0944153086	0.151044562	0.181757648	0.104626187	0.1266368712	0.13631951
a24	0.0845008754	0.0635719276	0.0865591162	0.093278215	0.105378697	0.1668588372	0.1189465512	0.140368102	0.14053767
a20	0.0661207598	0.0671475378	0.0759773866	0.078316588	0.1337819488	0.1754767568	0.1159100632	0.139639034	0.1476299418
</S>	0.060078487	0.0683559692	0.091097502	0.1033324528	0.141485357	0.179657975	0.1104343398	0.1237057188	0.121852206
