 	non	sapeva	dove	a	stare	</S>
a20	0.138909872	0.17026144	0.150726945	0.207177666	0.1900450948	0.142878952
a31	0.23798114	0.1980704648	0.1454374896	0.1333540716	0.16618906	0.1189677938
a37	0.275886866	0.247671731	0.1390310486	0.121718247	0.165614154	0.0500779444
a38	0.1905643868	0.192548154	0.178714696	0.1956625256	0.171194628	0.0713156316
a31	0.198733796	0.190342072	0.1639235248	0.14930818	0.212567794	0.0851246582
a41	0.19745474	0.1824657824	0.1195898998	0.125138372	0.301239817	0.074111351
a10	0.1304388232	0.1588017114	0.113027354	0.178625182	0.3005822	0.1185247192
a20	0.10287319	0.16421102	0.119033459	0.176235384	0.34586596	0.091780973
a9	0.0970958716	0.1317583896	0.092485496	0.151975248	0.418713991	0.1079710088
</S>	0.089521908	0.1534062414	0.1405220904	0.1529233848	0.340320881	0.1233055268
