 	forse	stanno	ancora	svegli	</S>
a31	0.206388796	0.179745068	0.21692191	0.231649858	0.165294387
a10	0.341855606	0.236184242	0.159654375	0.170057784	0.0922480224
a20	0.300818482	0.200338702	0.1661752996	0.206033074	0.1266344276
a31	0.281386224	0.207211222	0.1700965094	0.193902566	0.1474034782
a18	0.213197256	0.334777072	0.188446714	0.173267224	0.0903117391
a31	0.320063282	0.2213547328	0.19534532	0.1586630034	0.1045736838
a35	0.274268764	0.297459778	0.169150654	0.156875166	0.1022456326
a31	0.374453358	0.149121691	0.1446160318	0.21341919648	0.1183897262
a10	0.463281144	0.1453741034	0.1479721223	0.14210218928	0.101270399
a20	0.40464407	0.146383278	0.1298047422	0.2199004634	0.0992674708
a29	0.360672636	0.1451092788	0.1304270452	0.22771497946	0.1360760622
a20	0.3112414048	0.1234142926	0.1562545318	0.2540666748	0.1550230448
a31	0.2264467282	0.145441726	0.18247158	0.233286688	0.212353284
a28	0.2646263152	0.1758860192	0.159863416	0.2122206192	0.187403642
a8	0.16174138924	0.1585195408	0.181803068	0.253992666	0.243943344
a21	0.1673058786	0.169705728	0.186965319	0.198736742	0.277286354
</S>	0.1636130488	0.168215754	0.17436758	0.21411103	0.279692558
