 	se	si	era	vestito	la	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.0828400544	0.0654523004	0.070892851	0.0543723138	0.061857031	0.0698410876	0.0721175744	0.0812152	0.0762798156	0.0854590506	0.134275013	0.145397726
a20	0.0579723052	0.04309377136	0.040915665	0.03471697188	0.05260023268	0.0723033852	0.08726705	0.094144516	0.156477346	0.106303272	0.1392124792	0.1149930246
a37	0.101411109	0.050780008	0.054635264	0.04577986876	0.0607929598	0.0657425906	0.0765534306	0.095322272	0.141311052	0.0840219848	0.1231514	0.1004980728
a24	0.089735407	0.0534958456	0.0531507714	0.053021277	0.07899087532	0.0676524228	0.073315941	0.0763593258	0.124458815	0.0875546662	0.1430474532	0.0992171898
a31	0.0604152314	0.03968999168	0.0451304369	0.0566374811	0.07609138686	0.066940777	0.0746618568	0.077715326	0.1096847012	0.0872653146	0.1667879712	0.1389794952
a39	0.0621901448	0.03734356932	0.05008082294	0.047070902	0.0619918314	0.0699868082	0.0928260652	0.091298343	0.1340662694	0.1108119472	0.1360183848	0.1063149052
a31	0.0521792512	0.0360204132	0.043604413	0.0439406716	0.06136500086	0.0600304656	0.0842644914	0.06816328	0.1027540878	0.1205649232	0.142177786	0.1849352422
a24	0.0556622704	0.0353368826	0.04672492852	0.0281060468	0.0509070052	0.0623871594	0.0818424538	0.071816643	0.119377998	0.1269533944	0.134351474	0.1865337288
a31	0.0499651422	0.03471994086	0.0489545117	0.03139482824	0.050138467	0.0641687654	0.0836103866	0.081854292	0.1106770692	0.1195858304	0.13588564	0.1890451056
a28	0.0411967106	0.02913286748	0.02899054906	0.02126581564	0.04177773364	0.0565424478	0.0816236572	0.066505925	0.1242274332	0.1309265492	0.153223652	0.224586653
a24	0.04189496008	0.03053271882	0.0315092666	0.02760459268	0.04557640466	0.0609714026	0.085604165	0.0699660468	0.11358137	0.140003705	0.170664234	0.1820911324
a8	0.04529230712	0.03261934884	0.03428192768	0.02380701054	0.04862068576	0.065237045	0.087288986	0.0712647506	0.1167280066	0.1058548146	0.1372853068	0.2317198236
a31	0.03140391256	0.0236216862	0.0299964994	0.0197949801	0.03528978592	0.0596636152	0.0917846242	0.068621646	0.1229615174	0.154605375	0.1884651788	0.1737911766
a46	0.035723012	0.02531670502	0.0259051692	0.0200735354	0.02872246046	0.0548992572	0.090626554	0.0959989038	0.130049423	0.1503684414	0.179997964	0.1623185992
a8	0.03386332554	0.02614096048	0.02133170662	0.01707579242	0.0329370233	0.055339618	0.0942983878	0.065275305	0.1228018366	0.1513601228	0.198769006	0.1808069146
a28	0.02184658198	0.01796337082	0.0174717781	0.0120390629	0.0211373162	0.0517851198	0.09729959	0.0789973058	0.1518314812	0.2246015	0.202956432	0.1020704448
a31	0.01908444908	0.01435355504	0.0178149368	0.0141760052	0.02766588326	0.0570482872	0.100987243	0.112819118	0.1749039972	0.154712216	0.194409065	0.1120252237
a39	0.0415362872	0.03053534914	0.0214891308	0.02089347766	0.02598881254	0.041468345	0.0942142736	0.0793954864	0.1311071816	0.1534836048	0.203744796	0.1561432704
