 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
a46	0.0983017302	0.0856443976	0.0774540742	0.0548806646	0.0383438948	0.0621645892	0.0767864984	0.0763007406	0.07775567	0.090753071	0.0816355366	0.0968830544	0.0830960686
a28	0.0768852962	0.04545842088	0.033295755	0.0346920312	0.0406775701	0.065356895	0.1016503938	0.0935739204	0.099247068	0.1306771926	0.0853338028	0.103384266	0.0897674002
a15	0.178119141	0.04341026106	0.0351205444	0.0409662887	0.069011984	0.0731833236	0.0809833458	0.0713239514	0.1000837396	0.1203254852	0.0623449872	0.0770522442	0.0480747
a31	0.1061547992	0.062138076	0.04352447206	0.0453924552	0.05132457354	0.086050273	0.08205394746	0.077273461	0.093932075	0.0951239786	0.0586795478	0.1101781952	0.088174123
a20	0.0978952824	0.0443562824	0.03641806334	0.058999225	0.0586340676	0.0930913858	0.075780975	0.0673449354	0.1363947612	0.1291903474	0.06045687	0.0783127128	0.0631250829
a31	0.06397017	0.0330444824	0.045602382	0.0461314334	0.05374011834	0.0752152976	0.0766144688	0.07103373	0.0983160064	0.110570378	0.121194159	0.1102727716	0.0942946204
a35	0.086509538	0.0236935822	0.03219143448	0.0386849436	0.03420964372	0.0645826218	0.0945724424	0.0795703896	0.121140973	0.1748434092	0.106491496	0.0629929646	0.08051654522
a8	0.048236311	0.0146896642	0.01598084674	0.0207009325	0.03170079186	0.0428199264	0.10567907232	0.0920624054	0.1181740272	0.179962269	0.0772710578	0.1430180384	0.10970467468
a31	0.0607827984	0.01862269108	0.02425032346	0.0268687764	0.04067389176	0.0461659916	0.0893473141	0.0750568066	0.1381409304	0.151743641	0.0697546144	0.0919730902	0.1666191184
a29	0.1092839424	0.03210073832	0.03155053084	0.04558722692	0.0380082997	0.0410240146	0.0939006989	0.0802307909	0.1695782244	0.167877574	0.0615921998	0.0567359206	0.07252986602
a41	0.0808104488	0.0204762816	0.0202173628	0.0244952174	0.03515490118	0.0366055724	0.0924988474	0.076861944	0.166777844	0.1694795304	0.067445133	0.0974316924	0.11174524972
a37	0.0587627462	0.01392183852	0.02010905198	0.02127422012	0.03693834682	0.0373849494	0.0925350209	0.0765339836	0.1502018952	0.1710078192	0.1134251364	0.1169856106	0.0909193398
a24	0.0584722898	0.01475329684	0.01967107222	0.0255847444	0.04002988624	0.04201130768	0.0998610374	0.0818039326	0.1278399638	0.171456404	0.1256932054	0.1040182454	0.088804625
a28	0.0655279284	0.0175582666	0.02053683172	0.0271499762	0.03990018822	0.0478573894	0.08873460008	0.078324722	0.1266695588	0.1564423018	0.1293525164	0.1038916328	0.0980541078
a31	0.079431556	0.0163329659	0.0218976407	0.02546824586	0.04060368206	0.044002729	0.0934322658	0.0830029228	0.1519659376	0.1605257592	0.1158070744	0.0889993856	0.0785298396
a20	0.1804388356	0.0274355233	0.0352905262	0.0408485908	0.03577280624	0.0394859931	0.091272411	0.0729397188	0.168536377	0.1316521088	0.0487029362	0.0537353502	0.0738888509
a24	0.0932027574	0.0228333014	0.01787592266	0.0241496728	0.0419899184	0.03485412082	0.0843619042	0.059607005	0.1737478938	0.1474810954	0.0935716018	0.1314752022	0.0748496264
a31	0.094831721	0.0226773826	0.017741295	0.0238028124	0.03837017188	0.03744922612	0.0929472506	0.0813275806	0.1830770734	0.134914612	0.0839329726	0.1095544462	0.0793734558
a13	0.2313902756	0.0409277806	0.0433601974	0.0561939546	0.050359138	0.0595059402	0.0977549212	0.0642235514	0.0970588314	0.0834716922	0.048251279	0.0476733264	0.0798291004
a18	0.158386945	0.0414139134	0.0330396734	0.0470221054	0.0481914232	0.0452141066	0.0943320786	0.0608016866	0.0980339946	0.091611764	0.07098199	0.119176487	0.0917938336
a31	0.1532004844	0.0405732198	0.0344821872	0.0448649118	0.0528395088	0.0550869522	0.1065539152	0.068929075	0.087089899	0.0903608182	0.0764066484	0.0902449162	0.0993675014
a11	0.1269323144	0.0708392798	0.0546755164	0.065051042	0.0723880728	0.0757793132	0.10870855	0.074795849	0.0616117683	0.0583630664	0.060831029	0.0644343234	0.105589894
a31	0.1222854046	0.0594181908	0.048010193	0.0623906806	0.064291992	0.0760422938	0.0908304088	0.0621707368	0.058460126	0.0680677652	0.0758832046	0.10154252	0.1106064562
a46	0.089198024	0.087076142	0.0636433874	0.0717866988	0.0818049282	0.080830135	0.088506252	0.070128898	0.0483756134	0.051129221	0.0669813992	0.0863576404	0.1141816688
a31	0.0755844808	0.0961993048	0.0628492292	0.076784436	0.093231389	0.0855743108	0.0711619268	0.055285529	0.0550047892	0.06681525	0.076761103	0.0991660484	0.0855821794
a8	0.0754633848	0.0907173498	0.06885359	0.0747659072	0.0816180512	0.0796339558	0.0785675022	0.0677617626	0.047624889	0.0550918088	0.0750391668	0.0929141206	0.1119485288
</S>	0.0737672972	0.090021635	0.0755609846	0.086878018	0.091071359	0.0701455834	0.0680151472	0.0596476248	0.0570270284	0.0671368145	0.0766295474	0.1015799728	0.0825189814
