 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.122289747	0.109624695	0.145009806	0.11530603	0.126184604	0.121672578	0.13070662	0.1292059092
a31	0.1000208218	0.1146937946	0.14969464	0.130859432	0.1068248668	0.1216083552	0.164697324	0.1116007814
a7	0.17254507	0.17593603	0.198541548	0.153171564	0.0886958758	0.077223909	0.090315045	0.0435709418
a46	0.141549308	0.131502342	0.14127649	0.186052785	0.1100587452	0.0927117896	0.1174226072	0.079425918
a10	0.115572792	0.1007931332	0.1316515368	0.197634408	0.1521381	0.1122912608	0.1228098394	0.0671089548
a14	0.1331122876	0.104721609	0.152757138	0.17186746	0.1197640908	0.0969174718	0.1444470308	0.07641290826
a31	0.1306552456	0.0913612244	0.142522634	0.171786662	0.114665036	0.101636785	0.168515278	0.0788571534
a0	0.1266364153	0.06923873148	0.142847432	0.129750107	0.102711578	0.1126087392	0.235232468	0.0809745332
a20	0.1039675758	0.070947114	0.1273233384	0.131810592	0.0968304168	0.11614386	0.23284847	0.1201286336
a31	0.096624384	0.0693936116	0.127087466	0.141574685	0.111532418	0.132755984	0.213956018	0.1070753972
a10	0.1097831642	0.0725434196	0.1372894732	0.1174100372	0.094001044	0.112474876	0.16762668	0.188871292
a0	0.0907491266	0.0728305662	0.1255107224	0.108738162	0.0847013502	0.107304044	0.193671812	0.216494212
a18	0.0741042734	0.069701251	0.1431498188	0.1053149016	0.0982969338	0.1213545872	0.229505486	0.158572735
a17	0.0950346982	0.0773862816	0.136593282	0.103519377	0.0792184456	0.108295053	0.2182011872	0.181751681
a8	0.0934522858	0.0725098088	0.145025016	0.0948685028	0.0813596182	0.1139924332	0.2031706368	0.1956216884
</S>	0.0819803676	0.0728456234	0.1298448512	0.083923174	0.0764738488	0.1199944864	0.177666508	0.2572711538
