 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a23	0.0933865638	0.0765224586	0.0640824432	0.074880773	0.0806403224	0.069031173	0.1054011216	0.094757605	0.201211033	0.1400864754
a31	0.167768284	0.1114309964	0.098209191	0.1230266072	0.110519069	0.0412333563	0.0771234446	0.0712837276	0.0885530816	0.110852235
a28	0.20522714	0.126668874	0.1009707448	0.1537631564	0.1183384068	0.037369428	0.0850748062	0.046009666	0.0754164074	0.0511613772
a31	0.174209894	0.137571807	0.1054772288	0.1418811376	0.152534874	0.0617787988	0.07023464512	0.04679874464	0.061391014716	0.0481218282
a29	0.1632626886	0.1502581968	0.113881246	0.169727722	0.192107596	0.04455310928	0.056270661	0.02825676082	0.0476477598	0.034034289
a39	0.1344376468	0.1319713524	0.1222705	0.180059892	0.179183674	0.04996196934	0.0654423426	0.03178467158	0.04704064164	0.0578473226
a31	0.132420131	0.1198192246	0.1039512152	0.143002698	0.208967102	0.07580515706	0.0711897244	0.031290474	0.05472153024	0.0588327184
a39	0.188029444	0.145876784	0.1057460884	0.1596766048	0.2107557888	0.0547944148	0.0335260722	0.0251678029	0.0351912716	0.0412357486
a41	0.1655682688	0.1104870964	0.0814728728	0.1532156916	0.273605112	0.0336013022	0.0418181336	0.0227054456	0.04363798982	0.0738880858
a10	0.1194338322	0.0883970908	0.0764815224	0.1394253284	0.201915933	0.0594603866	0.06414915068	0.0344358386	0.06869890034	0.1476020036
a31	0.119431244	0.0949777974	0.0811296534	0.1292291206	0.16720676	0.0721792012	0.0665713454	0.0340608378	0.0687202882	0.166493776
a18	0.1643834894	0.1126514968	0.074850953	0.142617363	0.23970247	0.0560717402	0.0379577968	0.0348864852	0.05472974966	0.0821484734
a31	0.103474885	0.0824362656	0.0658673598	0.136444983	0.24703642	0.0691173538	0.0511000952	0.046630237	0.0788901106	0.119002306
a3	0.121181725	0.0932398652	0.071925668	0.1058259168	0.1593525812	0.080086776	0.0574788458	0.060476515	0.100792586	0.1496395336
a18	0.080468036	0.0722975824	0.0671431494	0.104412561	0.19963716	0.0786615232	0.0626861768	0.0686651668	0.1315435306	0.1344851228
a31	0.0741958644	0.0687844148	0.0613109804	0.09010589	0.1294942482	0.095293264	0.100016889	0.08661973	0.131802842	0.162375898
a23	0.0820885542	0.0834658238	0.07949809532	0.0810032138	0.0800721858	0.0856181102	0.0805521444	0.0808084264	0.160677214	0.186216244
</S>	0.06417591092	0.0612218692	0.0597602752	0.0707490654	0.093893299	0.1109428728	0.0953576452	0.13334422	0.1688682592	0.141686604
