 	il	morto	vuole	pianto	</S>
a46	0.257545144	0.191065086	0.1693331836	0.207208573	0.1748480072
a23	0.122110485	0.2281159234	0.233404666	0.258872974	0.1574959456
a20	0.128429171	0.253260782	0.242794964	0.227347984	0.1481670972
a31	0.248134064	0.301020618	0.163936692	0.20088745	0.0860211646
a21	0.201626556	0.35537445	0.135075398	0.206355332	0.101568289
a11	0.1620200828	0.318522288	0.142341092	0.22934339	0.1477731326
a10	0.1521042504	0.3464092	0.132342491	0.226056474	0.1430876216
a27	0.1212809132	0.32094766	0.120845625	0.246045275	0.190880519
a17	0.0933176204	0.281475292	0.1302629066	0.253572035	0.2413721532
a31	0.0882580556	0.283128548	0.144818976	0.283659448	0.200134992
a37	0.0827304616	0.3250824632	0.1226327772	0.304902748	0.1646515398
a31	0.084259944	0.2863294972	0.119843985	0.316487596	0.1930789614
a37	0.0883451492	0.36355846	0.1351614942	0.273151976	0.1397829122
a17	0.0884248814	0.2579218444	0.1218255398	0.305846174	0.225981551
a31	0.0923213906	0.212942662	0.1328662522	0.348625916	0.2132437956
a10	0.1278409934	0.264633522	0.149898466	0.265330524	0.192296516
a7	0.1225567002	0.2218972612	0.141551788	0.2842796	0.229714667
a31	0.11034015932	0.2206603496	0.1350327382	0.255632026	0.278334722
a33	0.167251615	0.193938958	0.1523063686	0.208945688	0.277557358
a29	0.14959391946	0.192968837	0.17542564	0.219953098	0.262058512
a41	0.1293344472	0.172941102	0.19312668	0.245864876	0.258732926
a31	0.1494103986	0.1922989514	0.178078558	0.221526052	0.258686038
a39	0.1884528614	0.175462498	0.165930374	0.2180138	0.25214047
</S>	0.158640414	0.1696561106	0.211272912	0.22028996	0.240140586
