 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.110887595	0.122566273	0.170172896	0.1130153422	0.149090004	0.197442584	0.136825288
a20	0.0957222256	0.1544505294	0.137677476	0.1084325532	0.184993099	0.198028522	0.1206955936
a31	0.1820066874	0.174643842	0.1143314552	0.085583776	0.169548088	0.173515494	0.1003706708
a37	0.1908011816	0.215389561	0.1206485632	0.07814055952	0.170240711	0.15381016	0.0709692656
a31	0.1528429774	0.2017599274	0.1262914402	0.0773180706	0.1467392682	0.166646276	0.1284020134
a30	0.2102094182	0.159306864	0.149708372	0.0942369475	0.146001244	0.1601599318	0.080377194
a13	0.1065588806	0.173093442	0.12186647374	0.07488798806	0.1303222634	0.182992766	0.2102781958
a20	0.1331782216	0.1621007786	0.1302020796	0.063090647	0.133796528	0.187139632	0.1904920804
a41	0.0995894776	0.1699295798	0.12637305248	0.07279717978	0.1354881886	0.16732272	0.2284998166
a33	0.0887591516	0.2062976138	0.0964856999	0.0582364736	0.1238075576	0.15834898	0.2680645328
a31	0.153795795	0.2209975974	0.0800073712	0.0694260918	0.0897855254	0.129908731	0.2560788754
a41	0.1888343644	0.23222281	0.0681743854	0.0715568502	0.0798092082	0.152214416	0.2071879642
a0	0.1544128366	0.19863858808	0.07530701478	0.0673849933	0.0856000334	0.159065735	0.2595908028
a31	0.1224950646	0.1365509212	0.08088418002	0.0930270609	0.11777669	0.174878044	0.274388042
a24	0.138264752	0.1662483924	0.0943964722	0.0960617672	0.0877017372	0.175552852	0.241774038
a31	0.151656455	0.1130587451	0.08815275734	0.1042258704	0.0987802198	0.166587888	0.277538064
a20	0.1332308823	0.136857078	0.102296192	0.109268351	0.11022812	0.211820364	0.196298996
</S>	0.1326581248	0.12180752984	0.1097656008	0.1292005176	0.1179371542	0.189038152	0.1995929472
