 	mi	si	gonfiò	il	dito	</S>
a41	0.194313044	0.16492786	0.172150314	0.183170552	0.141579328	0.1438589108
a20	0.28139031	0.22252877068	0.0871694764	0.2435345748	0.0621170334	0.1032598246
a39	0.3581169	0.2153520616	0.1271402166	0.1672430416	0.052074965	0.080072845
a31	0.330920366	0.213980567	0.097861638	0.1851461232	0.061238594	0.1108526894
a37	0.325153488	0.1751907044	0.102383741	0.202961711	0.0606796384	0.1336307496
a21	0.2525292284	0.1465401948	0.0874362794	0.21335011	0.0860716982	0.2140724806
a38	0.2156874676	0.128081	0.1051762334	0.265777606	0.111944729	0.173332962
a18	0.23639288	0.1213419234	0.142913985	0.22374647	0.1070788436	0.168525916
a46	0.254789992	0.1051693138	0.1323286274	0.2077430088	0.113581898	0.186387152
a31	0.248185978	0.1226851698	0.132669641	0.158626118	0.128590924	0.209242178
a20	0.232626262	0.131544056	0.134153009	0.149249498	0.174476884	0.17795028
a46	0.1839902048	0.1154963088	0.1588891922	0.161499504	0.20377708	0.1763476672
a31	0.180517228	0.1338700934	0.151985074	0.1535118246	0.1886832412	0.191432564
a8	0.1775281246	0.1243128612	0.143085323	0.1369328288	0.1306289754	0.2875118772
a31	0.145074478	0.1375424122	0.1729877547	0.156599892	0.161490588	0.226304884
</S>	0.1727366668	0.1298785052	0.1327760946	0.135693032	0.165917576	0.26299813
