 	non	mi	aspetti	che	non	vengo	</S>
a31	0.143682672	0.1473282512	0.1285426588	0.156836704	0.160944661	0.126479498	0.1361855328
a37	0.157110196	0.1721224022	0.1159824042	0.1818438052	0.199997436	0.0976248646	0.07531889546
a31	0.18538081	0.191215666	0.1429418092	0.18265659	0.157379826	0.08317946	0.0572458294
a24	0.19575085	0.2044091848	0.176624149	0.149771584	0.154619944	0.0852616605	0.03356261444
a46	0.1707676606	0.2053568156	0.1170460698	0.183248714	0.141537144	0.1265284052	0.0555151764
a31	0.1865451	0.2049774654	0.1158720298	0.1656108558	0.1319898688	0.1244639874	0.0705406784
a1	0.1575133652	0.2081891148	0.1035190428	0.15031789	0.167804236	0.153817303	0.0588390234
a31	0.1213513776	0.13545974	0.1425662224	0.1905793568	0.125914489	0.1825915368	0.1015372972
a20	0.1158004592	0.1275753344	0.11383963	0.11501226	0.149562398	0.219996102	0.1582138122
a41	0.1050060262	0.108993478	0.1422789792	0.163506739	0.15280414	0.1794716152	0.147939038
a31	0.09720895228	0.0864273608	0.1196475766	0.1587604246	0.146822466	0.20936416	0.1817690726
</S>	0.0973248984	0.09122445284	0.1257539066	0.14190556	0.14823075	0.1479831348	0.2475773024
