 	ora	che	loro	non	vengono	più	</S>
a39	0.17982701	0.177711946	0.150922292	0.1225646206	0.0937836801	0.1512955954	0.1238948494
a20	0.1416146346	0.163135738	0.0736278882	0.1523297468	0.088968196	0.2617708088	0.1185529886
a13	0.1856685616	0.1482815086	0.1122569976	0.1212482498	0.0730454096	0.27129628	0.0882029648
a17	0.200634456	0.1141576686	0.0995746364	0.1097617916	0.0637710858	0.3113811148	0.1007192254
a39	0.164943313	0.1207906354	0.108972881	0.1144320014	0.0587743392	0.326835808	0.105250988
a8	0.1448455374	0.0999372772	0.0845993806	0.1192460368	0.0490652648	0.338877999	0.1634285228
a31	0.1142547106	0.0691067738	0.0731432902	0.1416580648	0.0347140192	0.341795456	0.2253276946
a15	0.1184288584	0.1023044174	0.0878821902	0.1481086196	0.0614029164	0.359559031	0.1223139636
a38	0.1068019714	0.0705161056	0.0772331918	0.1125236408	0.0423295212	0.40085233	0.189743262
a31	0.104071739	0.0593470154	0.0701999632	0.113156944	0.0463946677	0.4296498732	0.1771798014
a13	0.1321924772	0.08071192632	0.072892898	0.1438680158	0.0543126304	0.344736335	0.1712857078
a20	0.0888201356	0.05837139306	0.0655181586	0.130180365	0.055914989	0.390332837	0.210862131
a7	0.09838506	0.0499388772	0.069486509	0.1332305524	0.0462553648	0.398752104	0.2039515158
a11	0.0962753686	0.051579399	0.0679141504	0.1226196714	0.0498993964	0.378331184	0.2333808398
a24	0.1100669716	0.0553787092	0.0625278638	0.1154313368	0.051844633	0.36431722	0.2404332684
a15	0.1182088262	0.0509226334	0.066389891	0.1280620282	0.05826053312	0.34464219	0.233513882
a24	0.1074302118	0.05578798026	0.0560598753	0.1241524442	0.05745837	0.351549736	0.2475613834
a31	0.1258485322	0.0593269074	0.0662756612	0.1328021076	0.061311803	0.310818368	0.2436166084
a0	0.114507032	0.0625604644	0.0648276868	0.140052844	0.0620388568	0.331365399	0.2246476558
a18	0.1139615288	0.0732819812	0.075870667	0.127028597	0.0679813694	0.321062066	0.2208137894
a31	0.1290721028	0.0774698352	0.0734593388	0.159076356	0.0773858766	0.281839156	0.201697336
a38	0.1171295546	0.081008569	0.0777403826	0.1288581158	0.1018832424	0.287952738	0.2054273472
a31	0.1259070552	0.1021617974	0.0968332544	0.127656328	0.111672138	0.228657948	0.207111484
a20	0.1185561444	0.0911194068	0.101752821	0.111299279	0.1130472432	0.24011267	0.224112436
a31	0.1219379106	0.1168711314	0.115352272	0.1215192812	0.1239659968	0.191766604	0.208586792
a35	0.1386387334	0.1165621616	0.1343269968	0.1125150622	0.1056064188	0.184945083	0.207405533
a31	0.1257558664	0.132521112	0.1492643696	0.121590033	0.121192596	0.1577708246	0.191905148
a18	0.1490720344	0.1374701906	0.131620545	0.126228338	0.115481571	0.16699475	0.1731325512
a31	0.1392008752	0.166926706	0.17792552	0.12734705	0.105948477	0.1329469956	0.149704355
a46	0.158015125	0.14717755	0.136129738	0.1210635678	0.110216678	0.151854356	0.1755429888
a39	0.1499306092	0.170754318	0.16056394	0.133175424	0.113098699	0.1322903368	0.140186674
a31	0.138840814	0.156994316	0.134998708	0.14982999	0.1274273058	0.135712661	0.156196236
</S>	0.162547202	0.1511324632	0.139799934	0.117571168	0.10716275	0.1397255872	0.182060888
