 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a23	0.0734195964	0.0801453928	0.0607939284	0.0580171526	0.074316452	0.082564356	0.1039683708	0.0645227526	0.113201881	0.148717575	0.1403325386
a31	0.1138475058	0.1005721924	0.042401196232	0.0552741512	0.0706126088	0.104165562	0.131716878	0.0658977166	0.08582644	0.1188998908	0.1107858614
a20	0.155054242	0.1307380284	0.04799560456	0.0498232766	0.0703295392	0.1056819384	0.1449120458	0.0572545434	0.0869252332	0.091770919	0.0595146374
a13	0.1233904168	0.0980037816	0.0555837722	0.089462066	0.1207033894	0.0861745854	0.110085783	0.0575423422	0.0855357994	0.100662036	0.0728560528
a37	0.1099662588	0.08789052	0.0644336064	0.099564352	0.114297307	0.0896314416	0.1011392012	0.0526487504	0.0852631184	0.090370918	0.1047945192
a31	0.1285527512	0.1141478238	0.0862517506	0.0917878754	0.0788946946	0.0910973614	0.1124094728	0.0533699724	0.0775344136	0.0876303834	0.0783235086
a43	0.14718533	0.1461085874	0.0517970911	0.0537688916	0.0709459318	0.0987580276	0.1267617184	0.0459959642	0.098343536	0.0920327118	0.0683022182
a31	0.077384597	0.0612999264	0.03000395486	0.0491087448	0.0773385416	0.095382805	0.1129754972	0.0394289235	0.1231239398	0.126115224	0.2078378398
a24	0.104269529	0.0796301716	0.03824441438	0.038592939	0.057426566	0.0823341456	0.1376860818	0.02589736912	0.1699887692	0.1290231996	0.1369068076
a7	0.0682228432	0.048592988	0.02644039452	0.037157607	0.065524441	0.0980919034	0.1158023976	0.02430500006	0.139734986	0.1665644092	0.2095630292
a31	0.0525212904	0.0515212946	0.02161837478	0.0352901536	0.0715207462	0.1068260656	0.129791754	0.0292084876	0.150571395	0.184451248	0.1666791794
a13	0.0715270496	0.0518250548	0.03216388286	0.0275366436	0.0503372596	0.099908732	0.1208711714	0.02561741774	0.1763384386	0.195442922	0.1484314372
a28	0.0447906784	0.03907324292	0.02313942944	0.030396632	0.0604600862	0.0912580992	0.1178862086	0.0249398002	0.2122378652	0.19852945	0.1572885026
a20	0.0442498256	0.04258657052	0.02392640048	0.0329487906	0.0624771788	0.0868040132	0.1335526686	0.034508321	0.2292629484	0.18569551	0.1239877474
a31	0.0478871644	0.04200656544	0.02984450742	0.0376849876	0.0615310044	0.0818545116	0.1372525488	0.0347068182	0.24244058	0.142587464	0.14220383
a37	0.0566822578	0.0413418014	0.02998325728	0.02724295972	0.0381883556	0.0767894906	0.1612644918	0.0345101756	0.1735888544	0.211211092	0.14919728
a1	0.0477193134	0.040291242	0.02841049428	0.03323423074	0.0544004382	0.080408779	0.1527974504	0.0392238214	0.171799702	0.213014701	0.138699814
a28	0.0411414996	0.0349302584	0.02671881366	0.03248035076	0.0556824784	0.071887466	0.1756635748	0.0524481774	0.18086176	0.1954561126	0.1327295066
a1	0.042509699	0.0375527348	0.03101545744	0.0409486536	0.0604857132	0.0735854474	0.1767836306	0.0491497298	0.180349874	0.181643023	0.125976045
a28	0.0438224	0.0413875706	0.03230317308	0.043228819	0.0694781804	0.0861823412	0.1276966876	0.0528009818	0.1645279752	0.185892266	0.152679629
a31	0.044049825	0.0425052726	0.03524309654	0.047356603	0.0690044168	0.0813870304	0.1298377068	0.053353277	0.154402352	0.187475337	0.155385062
a20	0.0673094082	0.0610404392	0.05343959848	0.05746664248	0.0636181076	0.0715224766	0.086524866	0.0719169184	0.142204259	0.2069700412	0.117987248
a31	0.04754504768	0.0470646342	0.044389636352	0.04972702776	0.0619188621	0.0689935962	0.0978059868	0.1071042122	0.126041415	0.202557674	0.1468519102
a20	0.080486071	0.0722381122	0.0616141176	0.0741426254	0.077617773	0.0622902538	0.066229707	0.083918295	0.124786545	0.1764286488	0.1202478798
a31	0.0552896468	0.0598302862	0.05361773498	0.054988045	0.0602588815	0.0642411736	0.08421257	0.135292368	0.128470316	0.1651296448	0.138669322
a8	0.0849282902	0.0770297616	0.0690004598	0.076634925	0.0779618224	0.0628490404	0.0695462116	0.0868809334	0.1148074562	0.147519474	0.1328416368
</S>	0.0558410276	0.058216455	0.0569280646	0.0594127526	0.0590864832	0.05640570432	0.0719082636	0.133300302	0.1513195212	0.1663781908	0.131203234
