 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a31	0.0716622382	0.07260181	0.0444022198	0.0574485916	0.077077368	0.0767066954	0.0737569252	0.0724186236	0.079186207	0.074626444	0.0701615596	0.0719033994	0.0934792112	0.0645686896
a20	0.0378781864	0.0500949414	0.0543059942	0.0577580194	0.087964321	0.107395814	0.0753078332	0.070915606	0.1037250288	0.075973831	0.0686234896	0.093723032	0.0842695064	0.0320644203
a13	0.056675202	0.0512942684	0.0427417506	0.048082366	0.068869939	0.0996066664	0.0748503922	0.0860655174	0.124015842	0.085744472	0.074774	0.0760343004	0.0755770598	0.0356682036
a31	0.053306182	0.054227086	0.051999765	0.0617226106	0.073678558	0.1078696808	0.094120139	0.1010075134	0.1085710552	0.0749863148	0.060698986	0.0594055852	0.0621063794	0.0363001416
a28	0.0403929642	0.0422501234	0.0427194312	0.0570282512	0.0793044798	0.1007754078	0.0959247514	0.0900425838	0.1113720284	0.090906024	0.0646171302	0.0737489352	0.0717973936	0.03912050054
a31	0.0349755794	0.0338653386	0.0517616626	0.0916760666	0.1081535192	0.105091528	0.117370028	0.0643949186	0.1018105292	0.071536265	0.0552540568	0.0614445154	0.0620674574	0.0405985322
a21	0.0346449612	0.0455043778	0.0435173344	0.0556121062	0.0919891214	0.1103400566	0.1118551598	0.0767199948	0.1082036488	0.0674363052	0.0596977466	0.0700618302	0.0764246244	0.04799274932
a31	0.0313561276	0.03711395886	0.0356103598	0.068690264	0.096927012	0.104550266	0.10054184	0.0738168442	0.112584107	0.0812570226	0.0628635252	0.068403828	0.0815202662	0.04476457516
a20	0.0336714022	0.03382481032	0.03990237752	0.0607506718	0.1033304704	0.1125488248	0.1028857688	0.0771602794	0.090910253	0.065094754	0.0652780932	0.0721548182	0.0721848278	0.07030265486
a28	0.0247554533	0.02818125536	0.037026408	0.0726188402	0.103854274	0.110424401	0.105180959	0.0787458186	0.109289798	0.074231076	0.0554199	0.0699188324	0.0947457126	0.0356072778
a27	0.02398699574	0.02724929746	0.02977484356	0.0493515034	0.1036168384	0.125634632	0.0998879728	0.0830443174	0.116845718	0.0760523772	0.06965723	0.0739767818	0.0793831058	0.04153836212
a17	0.02411870282	0.0289395572	0.03580613124	0.057966367	0.1027446114	0.123554696	0.0835371084	0.0724554182	0.114006504	0.0682464076	0.0603316128	0.0685788708	0.1086162436	0.05109776458
a4	0.0247672724	0.03141345054	0.02973698876	0.052687716	0.1074262274	0.1288106652	0.1098601364	0.0829988964	0.1123562566	0.0606189084	0.0544992622	0.0673572392	0.0818052172	0.05566177684
a13	0.0263404894	0.0300346568	0.0262690355	0.0434325526	0.0847876446	0.124129852	0.0985444468	0.0778825186	0.139425638	0.0613562776	0.045340453	0.0697191178	0.082313962	0.09042335412
a31	0.02095525784	0.0261698604	0.01860487328	0.0292649086	0.0848596854	0.1350592652	0.140248168	0.082754463	0.1118698968	0.0516974442	0.052388087	0.0874447576	0.081787148	0.07689620026
a18	0.01885184512	0.02948650368	0.01662293496	0.0253039606	0.0543217932	0.15073986	0.1159627272	0.0905531746	0.17961693	0.0699482228	0.0457890918	0.0692570848	0.0660437055	0.06750216028
a36	0.01719772084	0.01995493504	0.01644776782	0.023903851	0.04840099894	0.1679784031	0.1229872208	0.0722872588	0.13344671	0.051929148	0.0558927198	0.0671921904	0.1048993394	0.09748175828
a46	0.0211751526	0.02473607914	0.02045521516	0.0285366686	0.0434520518	0.1458754308	0.058811967	0.0631381452	0.1395806234	0.0850138904	0.071119723	0.0839223732	0.101430025	0.1127526606
a31	0.0266314816	0.032225359	0.028976226	0.0375792898	0.0620291576	0.1445201854	0.0834509962	0.0790419476	0.1122594846	0.0634641988	0.065435059	0.101880487	0.0900645504	0.0724415872
a20	0.0448461256	0.0579509768	0.0401562752	0.0462655804	0.0497697092	0.1222479096	0.0795760658	0.0763399026	0.1039475096	0.064043569	0.0593744502	0.066200222	0.0922940984	0.0969876224
a8	0.03256241194	0.0408073364	0.0344386046	0.0335883648	0.0384977606	0.1060316532	0.06845782526	0.0691384766	0.0923865972	0.0705858724	0.0842116814	0.076116916	0.1134864068	0.139690111
a31	0.03623982854	0.0395661442	0.0390769464	0.04007868754	0.0465490341	0.100955334	0.0758090014	0.0756614316	0.086381336	0.0649949846	0.0750093228	0.089046401	0.120868125	0.1097634384
a24	0.0594075768	0.058373459	0.0590950616	0.0641203596	0.0568531674	0.0699718616	0.0624568744	0.0632128888	0.0576703206	0.0602959312	0.0631605994	0.0744902474	0.13821141	0.1126802492
a46	0.0469336709	0.0494074306	0.04798956314	0.04707266332	0.04824521506	0.07038720696	0.05660958826	0.0533861321	0.1006334968	0.06098923932	0.0588881971	0.0719578334	0.133212187	0.1542875518
</S>	0.04800041228	0.0509070966	0.0490654512	0.0534537888	0.0505888174	0.07506290828	0.05632182132	0.0547732164	0.0630586288	0.0605769876	0.0676217484	0.095899333	0.1269627528	0.1477070478
