 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
a20	0.1447859828	0.12038452	0.1142645612	0.132553776	0.149893728	0.110667766	0.1065166478	0.120933012
a46	0.231408486	0.2246542426	0.056219329	0.0933664856	0.0981960084	0.061746151	0.087666716	0.1467425584
a39	0.1760803852	0.2878241826	0.0793921882	0.110376176	0.12014366	0.066038883932	0.07629493486	0.083849604
a31	0.1563159528	0.277716636	0.0729489154	0.0970950836	0.1350500494	0.10267319096	0.079554163428	0.078646024
a20	0.1377633152	0.250701582	0.0807951224	0.0916539274	0.13640701092	0.092622938548	0.12636258496	0.0836935062
a31	0.18555845	0.18301904	0.067956978	0.0713064612	0.1266687536	0.145659752194	0.12518164534	0.0946489008
a15	0.229059492	0.2215856868	0.092491386	0.080292241	0.15136517208	0.0569725136	0.09862337614	0.0696101166
a11	0.1960099988	0.1940592928	0.0772924866	0.0991031688	0.1395748676	0.07350817264	0.11645409528	0.103997921
a31	0.18359746	0.2031275368	0.0804069724	0.093034473	0.1408631264	0.10302950852	0.1196805206	0.0762603844
a46	0.2305548608	0.2112989148	0.1000214778	0.105185372	0.1379080218	0.05599615506	0.10259548114	0.0564397302
a31	0.16572632	0.142608034	0.096502912	0.1641634888	0.1271564034	0.0748162046	0.1096431904	0.119383454
a46	0.2643485572	0.211976618	0.0789224602	0.097940104	0.100221295	0.0683126532	0.101552173	0.0767261662
a31	0.2333653692	0.137688316	0.099505395	0.1399208692	0.1001774942	0.0698270548	0.10508255	0.1144329496
a15	0.2678962512	0.162879364	0.094290649	0.1082876978	0.0873718664	0.0761100803	0.09773592874	0.1054282012
a31	0.260945276	0.155186328	0.1011683114	0.1175991554	0.0994856744	0.0683049946	0.08614254194	0.1111677014
a20	0.258427392	0.1455302128	0.1012334386	0.1118402229	0.0856347746	0.0760944263	0.088575601	0.132663928
a18	0.2620022608	0.175029454	0.0945808462	0.1047773718	0.0926455929	0.0812420262	0.0771759494	0.11254649168
a46	0.226297388	0.172657084	0.0854898456	0.1123236246	0.09679542832	0.0783017402	0.08635669894	0.1417782082
a31	0.192384762	0.146296043	0.1181087354	0.1349567062	0.100034153	0.0904514928	0.1294242386	0.0883438426
a15	0.233507278	0.1384473458	0.0979825668	0.1209704928	0.0888342918	0.07887426472	0.0832073444	0.15817643154
a31	0.168578526	0.1452310312	0.1093186304	0.12156769878	0.10700702766	0.085500421	0.08829553428	0.174501138
a37	0.213742239	0.1316684704	0.108838367	0.129932912	0.0996988984	0.0805629089	0.09433122328	0.14122499554
a35	0.168630479	0.1408617868	0.0975694594	0.11432286408	0.1037608752	0.0873993845	0.07789821464	0.2095569179
a31	0.156116558	0.0887437822	0.1303145896	0.1267837786	0.1107980568	0.1142607114	0.0941874408	0.1787950508
a46	0.1687306148	0.1109810232	0.1043617696	0.1286445508	0.1111110006	0.080663947	0.0961684448	0.1993386512
a31	0.1371021352	0.0825305358	0.129487403	0.1300141536	0.1114684378	0.106881085	0.087308184	0.215208117
a11	0.164177628	0.105344628	0.1236339988	0.1215258568	0.139497704	0.0894435988	0.100302345	0.1560742536
a31	0.1329474536	0.0861510988	0.1402154952	0.1198370228	0.1080630858	0.114735043	0.0931846746	0.204866143
a46	0.154015305	0.0981950438	0.1288207272	0.127293764	0.1464012168	0.0918589504	0.0997937752	0.1536212208
a20	0.157647958	0.0872046584	0.1138779976	0.1244674846	0.1081723192	0.134687683	0.0980664206	0.1758754904
</S>	0.149022689	0.0986348354	0.119903537	0.10091327	0.10996511	0.1081230492	0.091658558	0.2217789674
