 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
a48	0.074756122	0.090712546	0.0757570212	0.0716444462	0.072785582	0.0973922354	0.0802828066	0.0876767248	0.110548928	0.0863536922	0.0818483788	0.0702415022
a31	0.0740287608	0.1183680644	0.0972962202	0.0851747948	0.0688033854	0.0673706654	0.06723398	0.083796406	0.1145765448	0.0908064268	0.090321594	0.04222316338
a0	0.1067754854	0.157661094	0.1011213474	0.0956607824	0.0755060552	0.058822903	0.0730779212	0.0662155592	0.07171917496	0.11104604	0.05623163568	0.0261620067
a37	0.0641990894	0.0806818942	0.055853141	0.0513324898	0.0598509956	0.0626747076	0.0951529442	0.0765024362	0.0889700512	0.135730804	0.129637212	0.0994142046
a25	0.094076691	0.1165034068	0.0799197506	0.0643967524	0.0705022242	0.0759385886	0.090250873	0.0724564822	0.0747630204	0.1130796152	0.090795584	0.0573170122
a31	0.0718768918	0.0945170434	0.0911410358	0.076432535	0.0775867254	0.0703967178	0.0771928548	0.071418356	0.097962784	0.117335214	0.0791960374	0.0749438058
a3	0.080996062	0.102534702	0.0910643098	0.072707725	0.0748035202	0.0586326452	0.075818501	0.067056943	0.0724135942	0.159909143	0.0932199764	0.0508428592
a20	0.0701706072	0.0748935594	0.0750676848	0.044483717	0.0928015936	0.0470696502	0.067437425	0.0621022038	0.0619446234	0.147528764	0.1930787864	0.0634214034
a24	0.08040226324	0.0956274574	0.0830301844	0.0620803508	0.0951314688	0.0581334496	0.0701048836	0.057237495	0.0624026098	0.1164481012	0.1359888856	0.0834128318
a18	0.0646177976	0.078771405	0.0837444716	0.0616800214	0.0785789354	0.0698848892	0.0747734236	0.061541029	0.0695747316	0.1152683132	0.131126676	0.1104382982
a31	0.0800545066	0.0939998484	0.071364846	0.0568327512	0.0770783304	0.0807497582	0.079311717	0.0676824808	0.0748552148	0.116045764	0.108322202	0.093702603
a28	0.0774483838	0.072519317	0.0666665424	0.047524159	0.08638675	0.0618966006	0.073426928	0.059691819	0.070695844	0.112955995	0.1962766194	0.0745110602
a37	0.06659206406	0.0685042348	0.0583040844	0.0445372574	0.0650389614	0.0733580722	0.0732527466	0.0635783804	0.0733027462	0.1174694812	0.1960812118	0.0999807531
a31	0.0504332686	0.0574802564	0.0468547808	0.0456561286	0.0719709074	0.082085122	0.081796207	0.0740141176	0.078691441	0.1126045524	0.194004928	0.1044082868
a20	0.056512894	0.0670476528	0.0488924124	0.048471694	0.079831343	0.089605942	0.095521215	0.0624651912	0.0767413794	0.0938705026	0.1693489326	0.1116908432
a13	0.0529328382	0.0686883706	0.0466957728	0.0553943058	0.117194706	0.0983363852	0.086915797	0.073226102	0.0713152368	0.106962071	0.1127498062	0.109588634
a20	0.0459266724	0.065757216	0.0427206166	0.0588722632	0.0930505644	0.1174924802	0.1066968234	0.0742040972	0.075351244	0.0956623368	0.1191483274	0.1051173364
a31	0.0461701384	0.0665835368	0.0432752644	0.064194868	0.0783330926	0.129714962	0.096223118	0.0823782188	0.0883508932	0.095841052	0.1153663816	0.0935684866
a44	0.0596986387	0.0716796262	0.052849477	0.0699050832	0.070312348	0.1409677544	0.082363945	0.0633034162	0.0774061248	0.0733031248	0.1215630308	0.1166474368
a31	0.0449643354	0.0574798612	0.0506290122	0.0550976758	0.0630878938	0.1041057592	0.0913045848	0.0878366518	0.0979305062	0.0949613148	0.1271575158	0.125444884
a23	0.0615818856	0.0655007152	0.058957883	0.0564053654	0.0693797328	0.087116268	0.0790173748	0.0744832772	0.080282764	0.068698764	0.1735455292	0.12503046
</S>	0.0543068714	0.0638929954	0.0593011352	0.063913032	0.0678100584	0.1089915532	0.101267638	0.0931218986	0.0947034432	0.0872194822	0.0981121348	0.107359749
