 	ora	ho	finito	di	scrivere	</S>
a23	0.13846435	0.134186364	0.113579349	0.1579032212	0.248753886	0.207112852
a31	0.252483334	0.200213744	0.146881945	0.163614268	0.141113986	0.0956927134
a28	0.350065836	0.239085158	0.1420510342	0.1388865672	0.0870504424	0.0428609446
a31	0.379612634	0.253156608	0.1215373956	0.1132955582	0.0844796579	0.0479181638
a41	0.354382728	0.239233798	0.1485052098	0.1232501728	0.087241049	0.04738705
a21	0.281740444	0.1940386772	0.149612835	0.18148905526	0.102888442	0.0902305528
a24	0.256453994	0.1594523852	0.1431272418	0.18418502904	0.123334098	0.1334472858
a31	0.25607162	0.17395569	0.1382414936	0.15422879412	0.1264967594	0.1510056438
a39	0.332827857	0.179356833	0.1238888674	0.143410297	0.110735992	0.1097801544
a31	0.226793049	0.203510495	0.1014986482	0.1374902488	0.126889753	0.2038178248
a28	0.242307574	0.151849328	0.0982328766	0.155297691	0.177756324	0.174556186
a31	0.1977432388	0.135019046	0.112456871	0.17546015	0.20389156	0.175429138
a20	0.1603962446	0.104396984	0.0988412144	0.181618126	0.215510048	0.2392373718
a37	0.16471008	0.1272187632	0.105326717	0.179934166	0.215029864	0.207780398
</S>	0.184377178	0.1343888032	0.0919958412	0.1512410688	0.190365554	0.247631546
