 	ora	io	sto	studiando	di	diventare	medico	</S>
a31	0.107727403	0.096297296	0.099356969	0.1148562988	0.135336616	0.1340913982	0.1567061372	0.155627869
a20	0.095136804	0.101739182	0.0888880794	0.2511659908	0.129569604	0.0623257726	0.184037212	0.0871373368
a31	0.154282315	0.1483021078	0.1372677648	0.180274586	0.1117828518	0.052920697	0.143887329	0.0712823228
a8	0.142264782	0.17516934	0.127960824	0.229379186	0.1273452212	0.0402271896	0.1047859476	0.0528675008
a31	0.1317838648	0.105522804	0.1086308782	0.182913148	0.142172794	0.0579336592	0.16128938	0.1097534654
a37	0.1206638936	0.127438773	0.1043330512	0.248209098	0.1531815668	0.0468118176	0.151830806	0.047530986
a31	0.13040102	0.141635186	0.08717038	0.258484876	0.149483929	0.0376539318	0.0982734594	0.0968972022
a39	0.120246173	0.125598599	0.07845099028	0.249430666	0.1502223208	0.0397585548	0.107159296	0.1291333792
a20	0.1188639938	0.1395752854	0.0745180466	0.2422246428	0.133452866	0.03343825952	0.1287242412	0.1292026661
a31	0.1209718678	0.1434798228	0.0662484082	0.240907896	0.1653970732	0.02719269538	0.125400954	0.1104012656
a39	0.0980612764	0.124193302	0.06074039286	0.278887942	0.1459524748	0.03597257176	0.130529544	0.1256624912
a41	0.098045455	0.1247942546	0.0564076736	0.27393899	0.14813003	0.028505965	0.115425794	0.1547518586
a31	0.0966473028	0.124973023	0.0484854336	0.268204848	0.163570148	0.02939745908	0.1358626718	0.13285912832
a23	0.072330779	0.0978101148	0.04647863974	0.325969776	0.1592640418	0.030258655	0.0991090492	0.1687789371
a31	0.0773886576	0.100301571	0.0437015658	0.29878763	0.1693897612	0.039449773	0.1300197594	0.1409612854
a20	0.059849151	0.0726795848	0.04068506898	0.353632192	0.1707057266	0.0328545436	0.10551379	0.16407992886
a31	0.0784618892	0.087336167	0.0458936067	0.343401881	0.1657129036	0.03390215186	0.0902440976	0.15504730808
a28	0.0580152698	0.0627349326	0.0428704006	0.3139142196	0.1747949754	0.0623562493	0.1094666222	0.1758473275
a31	0.0698225988	0.0764082224	0.0513950426	0.320151424	0.1633004288	0.04855656	0.121001026	0.1493646738
a8	0.06219408	0.0626299288	0.0527629314	0.3026166994	0.1599595376	0.0759401642	0.1042728174	0.17962386
a24	0.0695476296	0.075720092	0.0591553118	0.272476894	0.1415152072	0.0856546784	0.1524264528	0.1435037811
a31	0.04541878	0.0507640414	0.0442966532	0.3240599912	0.1215778272	0.0857918644	0.1551414364	0.172949398
a3	0.0782528318	0.0806354398	0.0764099872	0.2369110112	0.131062804	0.0887772108	0.11894245	0.1890082462
a13	0.05874454648	0.0615596004	0.0595129416	0.2558355712	0.123561796	0.0961837232	0.171648036	0.1729537834
a35	0.0618432863	0.0663303668	0.0695603402	0.1765796522	0.134026276	0.141533282	0.1829136352	0.167213156
a31	0.0549527311	0.0576404726	0.0601385707	0.2061186472	0.1477017648	0.1465488292	0.1611347828	0.1657642152
a11	0.0937514976	0.0913862742	0.0948577584	0.151146451	0.1151316532	0.110653746	0.126360008	0.2167126132
a31	0.0678779146	0.0680678626	0.0764075346	0.1262709798	0.1165780036	0.146906871	0.1777682508	0.220122588
a46	0.10196395886	0.0974920306	0.0955967578	0.1137920044	0.1164345282	0.126766582	0.1203179248	0.227636198
a8	0.0734931082	0.0750063556	0.080506872	0.1133293966	0.1233793258	0.167015194	0.181636644	0.1856331148
a31	0.07388234	0.0760487506	0.0813462462	0.1189682328	0.1325408372	0.192145042	0.157563037	0.1675055212
a39	0.093255499	0.0919792328	0.0973830158	0.1030574668	0.1185791332	0.1227445528	0.136992304	0.236008806
a31	0.07421109122	0.0739876015	0.08082244948	0.1034122616	0.1229387748	0.168003666	0.1656885522	0.2109356012
a29	0.1000668556	0.0985084232	0.095730199	0.1028233682	0.126587778	0.1258392128	0.129553676	0.2208904568
a31	0.0768476458	0.0768962378	0.0833695898	0.10291011	0.1276111236	0.173453484	0.1651565792	0.193755196
a20	0.1009838914	0.1000606052	0.097433576	0.103692236	0.129777339	0.127351059	0.1243753368	0.216325957
a13	0.07488438372	0.0757286212	0.0867161928	0.099633416	0.1202078934	0.16807489	0.178874816	0.19587978
a31	0.07715647586	0.07676198	0.0789375714	0.142705804	0.1664182532	0.153595728	0.146487512	0.1579366392
a23	0.0989739756	0.0966717098	0.0966492394	0.1099938518	0.12377644	0.119096561	0.1379542948	0.216883917
</S>	0.07522700214	0.07443818992	0.07897505194	0.1137630766	0.1305736754	0.201569678	0.1463101972	0.179143146
