 	io	la	casa	la	posso	pulire	ogni	sabato	e	mia	mamma	la	puliva	ogni	giorno	perché	lo	poteva	aveva	la	possibilità	di	pagarlo	ogni	giorno	</S>
a20	0.028156007	0.024183465	0.019247438	0.021026446	0.02240268568	0.0280483444	0.033378173	0.0317594608	0.0318444678	0.0333240568	0.0348144598	0.0410344172	0.0458367016	0.0388113014	0.0428302014	0.0548733266	0.0560981598	0.0664189756	0.048035699	0.057744426	0.0357624186	0.0438018574	0.0355849444	0.0382779314	0.0409777586	0.0457268572
a31	0.0596841084	0.0483936152	0.0428726247	0.0501379262	0.02865688884	0.0222820974	0.0328568688	0.036878378	0.0449266614	0.039367948	0.0532058676	0.0351750242	0.0238801884	0.0370406802	0.0491358484	0.0449283684	0.0410904072	0.0255558177	0.03074985932	0.0280202422	0.03014911634	0.0277429356	0.0450458821	0.037075749	0.0536640156	0.0314828952
a1	0.0606167188	0.0407197802	0.0309886392	0.029941231	0.01754050784	0.0196533532	0.0295959966	0.0283331646	0.0342539613	0.0319776884	0.0448382164	0.03247802454	0.0309037923	0.0357171342	0.0495171306	0.057360768	0.044982168	0.0408137666	0.0421687092	0.0337461074	0.0446018408	0.0369704352	0.0734282186	0.0339848892	0.0548436808	0.0200240667
a35	0.0602311964	0.0411080866	0.0277640458	0.02631976232	0.00923970338	0.0198315856	0.0287348202	0.0360328522	0.0391324796	0.0389409828	0.0417756886	0.0344345286	0.050395463	0.0401332926	0.0500392474	0.0520298556	0.0482247214	0.0374510538	0.03627875	0.034290947	0.0302124032	0.0449802124	0.0540697934	0.036634439	0.0498263378	0.0318877772
a31	0.0618694004	0.0481479076	0.0285756264	0.0326068527	0.0145017653	0.0221284595	0.0321694762	0.0343169626	0.0381006102	0.0361793558	0.0460704022	0.036612251	0.0673706088	0.0436576372	0.0508606362	0.0478807636	0.0427577014	0.031711462	0.0312266204	0.0278285816	0.0233511616	0.0355206512	0.0336777536	0.0337683096	0.0579333322	0.0411756982
a7	0.055329878	0.0472610776	0.0247894662	0.0274856292	0.01223519434	0.0191129768	0.0275010704	0.0304468106	0.0376379582	0.0343598588	0.0472014386	0.0332702978	0.0404482002	0.0394007342	0.054211559	0.058534378	0.049800895	0.03511063	0.0286787146	0.0275809344	0.0410430098	0.040290823	0.0644922042	0.037295198	0.0542440552	0.0322370158
a31	0.0465867819	0.0375569508	0.0260077708	0.0283490172	0.01044463588	0.0192156512	0.028810612	0.0312177664	0.0368969214	0.0371445192	0.0631111588	0.0339043792	0.0355697252	0.045304282	0.059090843	0.051374189	0.0490192112	0.0332308144	0.0311680867	0.0300909722	0.0392923054	0.0379647692	0.0660489864	0.0329294906	0.0513033474	0.0383668212
a24	0.0452263498	0.0306332386	0.01795047348	0.0174403266	0.00973676322	0.01267376372	0.0228012988	0.026229642	0.03353425534	0.0295630992	0.0587340846	0.0320115016	0.0306702554	0.0426659984	0.0558533038	0.0599110986	0.0476994542	0.03012493504	0.02549093638	0.02615027814	0.0511195418	0.0391592844	0.0811890576	0.0435015876	0.0691913544	0.0607380944
a46	0.0344561032	0.0248925928	0.017376085	0.02042533014	0.01061098656	0.0193674966	0.0276326052	0.0286587966	0.0313438322	0.0281061134	0.0314019504	0.0342197904	0.0368638606	0.0397217173	0.0438275904	0.0490740438	0.0417210959	0.0329152262	0.0318626772	0.0379907348	0.0837564586	0.0458690024	0.08192718	0.0454277712	0.0630298322	0.057521134
a24	0.0277146012	0.022357373	0.01376622326	0.0166940903	0.00829125614	0.0158208214	0.0297810834	0.0304618226	0.0350121444	0.03069917	0.04039354	0.0378974155	0.0400981856	0.0429322674	0.048040623	0.0504702726	0.0429842794	0.0369842644	0.0346241568	0.0396760995	0.0728712618	0.043115984	0.0707561576	0.044237166	0.0603217902	0.0639979454
a46	0.0330809158	0.0275241863	0.018666364	0.02283127592	0.00937726434	0.01958482296	0.0300782912	0.0305814868	0.0332850756	0.0313938572	0.0355787454	0.0345442154	0.0360575584	0.0395701268	0.0442912	0.0456200678	0.0407715356	0.0358947936	0.033875613	0.0414234908	0.0669337988	0.0476460764	0.0865089756	0.04173930392	0.0478623046	0.0652786496
a31	0.0311875348	0.0239158942	0.01395760148	0.0173864015	0.00817793688	0.0162992645	0.03081304006	0.0305501953	0.034402367	0.0307157042	0.041120676	0.0363237184	0.0386674774	0.0408754148	0.047232675	0.0493234882	0.0421342864	0.0381837224	0.0343808092	0.0420636659	0.0557337024	0.0456120238	0.0868442884	0.04013419394	0.0569593046	0.067004601
a8	0.028997618	0.0193220022	0.01298184514	0.01168473934	0.0069217933	0.01089375356	0.02180063074	0.02482813932	0.0381726778	0.0327144626	0.04353189148	0.0405867274	0.034367995	0.0452669562	0.0491478416	0.0560576362	0.045353815	0.031145198	0.0233422792	0.0269756416	0.0488489836	0.0382350094	0.0963768212	0.0447962552	0.0802801996	0.0873690618
a31	0.02287859892	0.0136695713	0.00842364888	0.01004256382	0.00667932412	0.01323256506	0.02858142928	0.0296130752	0.0455917237	0.0389665602	0.0474214544	0.0460865264	0.0406200678	0.0500908608	0.0557003518	0.061269081	0.0502250672	0.0395055276	0.0305883194	0.0296745008	0.0346324998	0.0329175066	0.0694775918	0.0354351372	0.080187666	0.07848879368
a7	0.03016479976	0.01476668454	0.00996192848	0.01160181508	0.007977688728	0.010803435	0.0209197708	0.028105243	0.0453055274	0.0372935086	0.0464467892	0.0427596182	0.0431348315	0.048606715	0.0510855478	0.0551249676	0.045802914	0.0338175686	0.02466459648	0.0258042842	0.0309774959	0.0362581594	0.0771181182	0.0392596366	0.093926385	0.0883119556
a13	0.0258112198	0.0164399838	0.00975716852	0.0149497857	0.005701876206	0.0146716759	0.032264469	0.0313774314	0.0432486766	0.0387408504	0.0446032922	0.0362484076	0.0423605808	0.0414128846	0.0477689818	0.0517650874	0.046385651	0.0377038442	0.0311603744	0.0262536328	0.038779486	0.0338940996	0.0570806568	0.0390949858	0.0860942408	0.1064306642
a31	0.02816110506	0.01912630626	0.01036753174	0.01699748628	0.006670556626	0.0165200147	0.0339429606	0.0308433049	0.0433949182	0.0414047328	0.0482509888	0.0370840524	0.04243109474	0.0449909806	0.0484802298	0.0502538752	0.0459683552	0.0372851378	0.0315680447	0.027064843	0.0346093906	0.031689792	0.0500633932	0.048934828	0.091371793	0.0825242724
a38	0.03212054882	0.01441973124	0.00884936272	0.01061315996	0.007681986168	0.01182658518	0.02468967452	0.029157595	0.053049158	0.0465345696	0.0511049176	0.0458269066	0.0471921848	0.0534573534	0.054922512	0.0580650284	0.0476215684	0.0360808624	0.0263898724	0.0263288504	0.0297326718	0.0389232442	0.04806446332	0.0381530715	0.0855695456	0.0736245968
a39	0.0246915937	0.01475774636	0.00764330676	0.01222031302	0.005713158168	0.01503709236	0.0364817384	0.0328719908	0.0504603574	0.0442840348	0.0512664816	0.0416941594	0.0519161411	0.0475001074	0.0512128004	0.0520759362	0.046504242	0.0369524736	0.0331452256	0.0283903902	0.0370840566	0.0329733992	0.0407439742	0.0435898382	0.0800666328	0.08072283726
a11	0.02890686898	0.01786275366	0.008990526132	0.01524053188	0.00659461658	0.0152441211	0.0352072708	0.0321918133	0.0500716034	0.0453758674	0.0474740778	0.0387255542	0.05167794344	0.0475177995	0.04854137834	0.0476541148	0.0428663336	0.03337436954	0.0299666122	0.0260553662	0.036553766	0.0308517346	0.05286653448	0.0496994726	0.0898989192	0.0705900629
a24	0.03087422024	0.01939530684	0.01028779358	0.0163100576	0.00719776266	0.0157851983	0.0349432864	0.0315843733	0.049265782	0.044319385	0.0442952642	0.03805521534	0.05189814414	0.0472441578	0.0478066168	0.0484733012	0.043246866	0.0335865372	0.02823590096	0.0251223209	0.0327650366	0.0300165194	0.0766522108	0.06227724	0.0757441804	0.05461731772
a31	0.03187916708	0.02082680654	0.01142642681	0.01709080436	0.00757855132	0.017676139	0.0343470928	0.0307126578	0.0496153252	0.045389562	0.0513540502	0.04207706434	0.045550022	0.0515420364	0.0502848634	0.0503823044	0.0436845282	0.0366077968	0.03118587534	0.0276605596	0.0335332792	0.0307049882	0.074031993	0.0534124002	0.0669507343	0.0444949426
a37	0.02561949066	0.0161021858	0.01011935308	0.011902769	0.007960372746	0.0138812747	0.02367475706	0.0264393462	0.0454351978	0.0415960866	0.049675153	0.046549694	0.0878474868	0.0521401052	0.054226474	0.059078015	0.0479625488	0.036348121	0.0274287146	0.0266814038	0.0234803872	0.03232848466	0.0288585318	0.04255648746	0.0854885764	0.0766189626
a31	0.02301985062	0.01470132198	0.007454288432	0.01342802922	0.006671568672	0.01309219774	0.0346860844	0.03308089414	0.0546497306	0.0455578386	0.0493317294	0.0452243603	0.05812141292	0.0494845106	0.0517963536	0.0554301996	0.0452416688	0.03722164	0.03097686716	0.02680896428	0.0326612976	0.0330932846	0.0458549129	0.0549194372	0.0844239838	0.05306756536
a28	0.03110364492	0.01801532144	0.0099297338	0.0107342197	0.011526063486	0.01105818062	0.0224069888	0.02475888294	0.0492020668	0.0423085428	0.0494161646	0.0503412954	0.0836379741	0.0561687008	0.0556255028	0.0636120118	0.0455269198	0.0327810516	0.0247097456	0.022696801	0.0193424118	0.0299240566	0.0176290242	0.04364943164	0.0873252128	0.08657002328
a31	0.02230613814	0.01398042666	0.00716125296	0.01049690158	0.010170425176	0.01184564394	0.0320798368	0.0362165329	0.0586498302	0.0469699402	0.0559555622	0.0486414376	0.0624539276	0.0528616302	0.053636881	0.0574762876	0.0495454568	0.0392323534	0.0321961892	0.0288578798	0.026471257	0.0333902884	0.02998045536	0.0457225748	0.0883709818	0.04532995394
a3	0.03250913818	0.0199842015	0.01289704594	0.01305368794	0.01450435852	0.01084569722	0.0219088392	0.02575242378	0.0486076428	0.0383699948	0.049308657	0.0484219048	0.0935068668	0.0552751538	0.0544645562	0.0663851048	0.0450963554	0.0326182731	0.0248924405	0.0231289252	0.0209862826	0.02915085028	0.01488582952	0.04770079722	0.084948651	0.07079632992
a20	0.02574414232	0.01693664851	0.008277292968	0.01249278984	0.0164703569	0.01196044558	0.0316199166	0.03640922268	0.0553808572	0.0462656276	0.0546207626	0.0478369554	0.07568145656	0.0543122816	0.0518858638	0.0572288606	0.0492407658	0.0396265362	0.032482971	0.0293211148	0.02513727832	0.0325236352	0.0217515642	0.0442307014	0.0805956272	0.0419663583
a8	0.02607109368	0.016627138806	0.00894076194	0.01392641026	0.010137533492	0.01219317528	0.0301824234	0.03515990756	0.0555384334	0.047655159	0.0514883536	0.04149701	0.1095987902	0.0487351706	0.0511897456	0.0536183128	0.0481967516	0.036532171	0.03126259772	0.0254411538	0.03241735046	0.03740163984	0.02723064356	0.04380694348	0.067121324	0.03803000766
a17	0.0196044536	0.01271729826	0.00926177558	0.00979279036	0.01065034866	0.01041041328	0.0230144654	0.0278821018	0.0460479082	0.0390382974	0.0507211414	0.0476456804	0.0635597565	0.0503658416	0.0599519166	0.077904293	0.0673564196	0.0548452552	0.0372628581	0.0358173052	0.02396467926	0.0356275332	0.04629774272	0.0407754075	0.068387126	0.03109718892
a31	0.021836195728	0.01471641746	0.00847227596	0.01311833562	0.00923309074	0.0108661908	0.026013959	0.0336333213	0.051408948	0.0444068708	0.053600522	0.0437127522	0.0856151704	0.053607053	0.0600612288	0.0691734524	0.0624230722	0.0498105616	0.0401525576	0.0341171794	0.0303401156	0.03567587746	0.0358965766	0.03802643592	0.0526450284	0.0214368142
a35	0.020841283146	0.01384850612	0.00980381322	0.01092871836	0.01485143332	0.01042152298	0.01892604966	0.02601824262	0.0403735454	0.0337461974	0.0522805258	0.0466985837	0.0505905977	0.05244884672	0.0666529856	0.0845539772	0.0580304448	0.0394606308	0.0322970686	0.0271535358	0.01626447544	0.0303327536	0.01436404608	0.0567025752	0.0997295158	0.07268012354
a37	0.02061941862	0.01631639913	0.00908685484	0.01183344846	0.0160340176	0.01091241304	0.0269019784	0.03354397882	0.0502134594	0.0433617806	0.0523333574	0.0427413068	0.0981670536	0.0510167182	0.0560897988	0.0660854872	0.0579885108	0.0455243812	0.0365545595	0.0304428878	0.0248171112	0.03333433032	0.0260952432	0.0323916444	0.0587241801	0.0488696982
a31	0.02372788616	0.01680412447	0.00897682714	0.01376626084	0.01053163992	0.01032062664	0.0258322286	0.03402563292	0.050088436	0.0461992534	0.0632175358	0.0483493212	0.0701778092	0.0536232866	0.0616182172	0.0692220826	0.064529088	0.0516870472	0.0393572358	0.032478796	0.02661246906	0.03467211726	0.02443040988	0.0350969552	0.0526522881	0.03200243056
a8	0.022684181	0.01527307104	0.0107949064	0.01117699772	0.01311583066	0.01121742026	0.01784405712	0.02431840662	0.0380053138	0.0314086932	0.0527748442	0.04458441254	0.058862758	0.0521482506	0.0612590916	0.07773528012	0.0573731778	0.0415465118	0.03365428434	0.0275180908	0.0185986722	0.02900367384	0.0132369448	0.06065771052	0.1143946892	0.0608127366
a31	0.0178726227	0.0161234423	0.0102310082	0.01150551854	0.0273801293	0.0105776965	0.020581809	0.0271322839	0.0379431118	0.0329766782	0.0451042443	0.0399871737	0.0668520114	0.0462462302	0.056898497	0.088786529	0.0813192418	0.0590480658	0.04045094	0.0323759916	0.0223581024	0.0368811852	0.01964753792	0.03510534484	0.0569586806	0.05965594964
a20	0.02076540212	0.01503189944	0.01198688154	0.0138227433	0.014688751	0.0142377006	0.019420261	0.02629466148	0.0336763274	0.0290089054	0.039938402	0.0400163504	0.0511124974	0.0428506	0.0536132584	0.0830983152	0.0760704194	0.0665321802	0.0420660596	0.02591588686	0.02210300592	0.03382158214	0.01319906766	0.0495386326	0.105987366	0.05520285254
a13	0.02124572934	0.01626271596	0.01010611778	0.01432237882	0.02299459682	0.01096451766	0.02185212416	0.031313844	0.040480604	0.032312836	0.04335024608	0.0315141408	0.06236051714	0.040030895	0.061058131	0.0796718886	0.0736968452	0.05850876388	0.0467182394	0.0295321892	0.02344430828	0.031357377	0.01676469708	0.04614443494	0.0695244844	0.06446739548
