 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	0.1050786976	0.123800554	0.103714771	0.114596668	0.0748603584	0.097459208	0.1259699068	0.114816557	0.1397033178
a20	0.138345688	0.15642747	0.096606325	0.11909852	0.04496314914	0.172235046	0.1334451569	0.0658411194	0.0730375348
a28	0.144872098	0.151760388	0.1422923	0.226133471	0.059211746284	0.0939626176	0.091361763	0.05356782514	0.03683777002
a31	0.140107922	0.164188758	0.1405850752	0.186010697	0.05146142702	0.0872018072	0.1047501616	0.0561907692	0.069503395
a39	0.1396862702	0.160666748	0.157076212	0.2051015228	0.0483049569	0.0894635422	0.1200718836	0.03295213134	0.04667676222
a24	0.1152460486	0.113765377	0.136480977	0.193330279	0.04435476334	0.0887953876	0.1520862512	0.0509249013	0.1050159796
a31	0.1088141578	0.1186682204	0.128529476	0.15370637	0.0560871226	0.1049405862	0.1457026084	0.06441999594	0.11913148434
a17	0.0886498672	0.105132025	0.123330292	0.151973693	0.0349257574	0.2208517484	0.1658546694	0.03735953166	0.0719224378
a31	0.0710680236	0.0973000202	0.131525743	0.179902486	0.0503800967	0.1376498272	0.1310222572	0.06773935474	0.1334122192
a39	0.0971732794	0.109053034	0.1174333968	0.1225123524	0.0503433408	0.17093986	0.1409198868	0.04959578066	0.142029066
a41	0.0728384618	0.0904476312	0.1235965268	0.1543289694	0.0550850262	0.160824072	0.105017845	0.0736075102	0.1642539564
a31	0.078272312	0.093300913	0.1087608114	0.1081445608	0.0640261877	0.145255758	0.1021490988	0.0837692786	0.2163210794
a33	0.076749277	0.0994355188	0.088780466	0.0915417768	0.0930600538	0.122368708	0.113838247	0.103194265	0.211031701
a31	0.0702285242	0.0832961412	0.091612219	0.103010672	0.07585426974	0.152499886	0.12780267	0.099358296	0.1963373152
</S>	0.0745224052	0.0920514478	0.0845946408	0.0788187332	0.1070073616	0.1047661108	0.117535012	0.143926267	0.1967780466
