 	mio	padre	ha	lavorato	sempre	</S>
a23	0.133846346	0.155598554	0.1436687268	0.1150223846	0.265074296	0.1867896948
a31	0.188816982	0.1774590474	0.121884228	0.05143506612	0.27962202	0.1807826284
a37	0.259864618	0.1925720966	0.137368742	0.0583711846	0.228259868	0.123563506
a31	0.285961582	0.1721545958	0.199302735	0.0485279636	0.198076525	0.0959765954
a37	0.283271795	0.1824065228	0.192888249	0.0424993009	0.213551612	0.0853825038
a3	0.231675172	0.195261008	0.15203818	0.06386012002	0.200054996	0.1571105184
a31	0.1555164786	0.1542244596	0.1299857056	0.05641225976	0.232578368	0.2712827282
a3	0.220117652	0.205213498	0.1859676634	0.07102307084	0.18447675	0.1332013886
a44	0.157675927	0.183170116	0.084021614	0.0302704307	0.2214892908	0.3233726469
a31	0.120198194	0.15513445	0.07742498352	0.0459031924	0.246128964	0.3552102244
a8	0.1629001212	0.2119375894	0.0977251474	0.06728053314	0.2153798856	0.244776724
a31	0.105854244	0.173302387	0.0906627896	0.1152168068	0.233282094	0.281681693
</S>	0.128084314	0.184699824	0.0910040116	0.0914468938	0.225830358	0.2789345808
