 	l	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a8	0.0610154494	0.0665712984	0.056799623	0.0612951478	0.0686436054	0.0667965124	0.073305301	0.0777383664	0.0739851822	0.0894262424	0.1071609384	0.0921813882	0.1050809552
a31	0.0696142328	0.0672530034	0.062149628	0.0850600518	0.0700885986	0.065616467	0.069039391	0.0779138586	0.0620203818	0.066223324	0.107197805	0.1344854096	0.0633378524
a23	0.0680970834	0.089196639	0.060130662	0.0817891844	0.0725101444	0.0602913406	0.0670275824	0.069126523	0.0618457096	0.0670536706	0.1183842586	0.126811003	0.0577362112
a31	0.0635649516	0.1022373706	0.0927341474	0.080508298	0.0721233242	0.0680933074	0.0695581266	0.0594787596	0.0654654552	0.0685477134	0.1027069492	0.1114721206	0.0435094318
a39	0.0616943124	0.0909942608	0.0615327294	0.070620141	0.062761169	0.0467694686	0.0556406348	0.0625829844	0.0717683534	0.0911471854	0.1105486532	0.1426503068	0.0712897932
a8	0.0476195774	0.0602250278	0.067484309	0.0876424236	0.0895193046	0.069208338	0.06551147606	0.0570164628	0.0576716136	0.0545838958	0.102370688	0.1344803194	0.1066665824
a31	0.0370766258	0.0552955114	0.049032016	0.076604524	0.0723399137	0.055340213	0.0769677836	0.072705013	0.063489238	0.0646066876	0.107336504	0.1402574782	0.1289485008
a13	0.0490597384	0.0606119034	0.0487913096	0.0612299728	0.04588888946	0.03618268568	0.04429956054	0.0872580873	0.0638934459	0.0652107992	0.1189264408	0.1841382174	0.13450894
a31	0.0322446099	0.0472916571	0.041656612	0.0667576706	0.0624170678	0.0440844264	0.05403972974	0.0767595202	0.0615438562	0.0606451754	0.141468518	0.186444535	0.1246466104
a46	0.0447115584	0.0566312244	0.0394227392	0.0545581408	0.047747267	0.0407499618	0.0422711718	0.0846563536	0.0715684664	0.0600375374	0.151772678	0.176992732	0.128880179
a35	0.0279195405	0.0368062524	0.0288773542	0.0551652215	0.060425449	0.0518429966	0.053457839	0.0657615198	0.0729053568	0.0683494614	0.1536338852	0.2003372948	0.1245178012
a24	0.02334104794	0.03183720774	0.03253499106	0.06951997698	0.058196323	0.04554129252	0.0488794208	0.0559381788	0.0669562588	0.0664488074	0.138545588	0.270895538	0.0913653946
a18	0.02798063502	0.03459903212	0.03501104294	0.0645938612	0.05708294806	0.0495232899	0.04888553226	0.053997808	0.0646755964	0.0671233076	0.1203881534	0.217301867	0.1588369318
a17	0.0284539078	0.0387578377	0.0393841678	0.0654625753	0.062188324	0.051304639	0.04589070892	0.0511930198	0.061517282	0.0767224326	0.145801348	0.2378576826	0.0954660796
a43	0.02648747508	0.0368322166	0.03650310628	0.06723221988	0.0603812051	0.05345321888	0.04471795592	0.0420637639	0.0568202293	0.0821310074	0.163993456	0.2601118624	0.0692722736
a31	0.0319541936	0.04056361874	0.041459406	0.0737181358	0.0616255296	0.0560151662	0.0489040474	0.0521490646	0.0501682832	0.0762169802	0.1605009784	0.2208484836	0.0858761082
a20	0.046487054	0.0557777164	0.0347703926	0.0648211052	0.0442753302	0.0410906854	0.0398405132	0.0451362824	0.0615006128	0.0836322318	0.16478347	0.182442148	0.1354424872
a24	0.02574609666	0.0336897208	0.02958344914	0.06736733054	0.0479492688	0.0423205406	0.03996160572	0.0413379506	0.0632542893	0.0865812306	0.1828346826	0.2312863544	0.1080874412
a49	0.0274077625	0.03124413614	0.02865496452	0.06946762126	0.05044697314	0.04742619932	0.0438128351	0.0386669614	0.0469177288	0.0817057392	0.196073423	0.257424766	0.0807509136
a39	0.02896851454	0.03592398324	0.03708400572	0.06499622266	0.048256720766	0.0494855839	0.04375668484	0.03773122334	0.0454292356	0.0741167314	0.1830986956	0.259452515	0.0916998952
a19	0.03737666392	0.03682552242	0.03479039174	0.0557907747	0.04797396764	0.05656463168	0.0481499774	0.036602108	0.0428522266	0.0912942278	0.1965918782	0.2321977096	0.0829899408
a18	0.037304454268	0.04020296418	0.034832114752	0.070919497166	0.06198167032	0.05870910366	0.05607471	0.04888023728	0.0509112848	0.0755328698	0.1616953626	0.2032374848	0.0997182614
a31	0.04158667206	0.04066210896	0.040048038212	0.06078433307	0.05445199976	0.0666309295	0.0585076439	0.051436522	0.054447572	0.077273017	0.1874949976	0.2052987532	0.061377421
a17	0.03804573184	0.0394122638	0.03560196898	0.05277649374	0.0498167282	0.0459638368	0.0389968684	0.0449530444	0.0541292952	0.0646576078	0.1914487696	0.239766886	0.104430485
a20	0.0347274555	0.0316152955	0.02857763522	0.06908350972	0.0529998574	0.0402532397	0.0413480528	0.043453402	0.0622574794	0.087979429	0.1858366954	0.2112027714	0.110665183
a31	0.02683936536	0.03744131946	0.043593598056	0.072118173488	0.05662700572	0.04967072948	0.0458006828	0.0461462912	0.0659011232	0.0731593354	0.171386357	0.209358492	0.101957513
a37	0.03379447228	0.0362563046	0.03801884488	0.05878414874	0.05070787648	0.043625936	0.0380286814	0.0480207921	0.0582890012	0.0605767968	0.176306567	0.258019299	0.0995712674
a31	0.0327117359	0.03506427632	0.03495853282	0.07741562102	0.0571714152	0.04149978386	0.0425733586	0.0412651978	0.0560034072	0.0690235836	0.1787832508	0.2165374512	0.1169923768
a20	0.03769628968	0.034143016	0.040594622	0.0642067274	0.05117418	0.0460379128	0.036483093	0.0463097944	0.0569039218	0.059431362	0.1674729868	0.268836536	0.0907095458
a31	0.03627280516	0.0367510413	0.03367152504	0.07960634752	0.0498531776	0.04100937494	0.0425281988	0.0421425854	0.056145302	0.0686965686	0.1791911752	0.211396331	0.1227355502
a24	0.0492845142	0.0410437934	0.044802162	0.0749152398	0.0558351866	0.0538754126	0.0438239234	0.0435618154	0.057793267	0.0627728736	0.146397451	0.2216528752	0.1042414804
a20	0.03849613712	0.0384443128	0.0334962364	0.05636614152	0.0395847368	0.0417090158	0.0468347574	0.0522152802	0.0627939344	0.0932487844	0.199258942	0.219765966	0.077785772
