 	qui	dentro	deve	mettere	un	tappeto	</S>
a20	0.0938780462	0.132587552	0.107956182	0.17975321	0.130988975	0.188191612	0.166644394
a31	0.0662777796	0.1584317772	0.0804150722	0.161160223	0.159376485	0.233206458	0.1411322056
a4	0.0956256752	0.313828559	0.0842780344	0.1922604798	0.0892615438	0.183239148	0.041506603
a46	0.0810796212	0.240067043	0.0747352162	0.1525919454	0.128100625	0.2245416054	0.0988839372
a31	0.0583730206	0.216999186	0.0612792494	0.2067470394	0.1302372284	0.229891034	0.0964732382
a28	0.0705439154	0.1643341356	0.070524262	0.1798376642	0.1009868072	0.2852902168	0.1284830332
a27	0.0376831696	0.1252729462	0.047958092	0.212640726	0.1176713852	0.303886742	0.154886935
a31	0.0319524478	0.110988424	0.0435050628	0.20311818	0.118574018	0.314676918	0.177184939
a49	0.0361156624	0.0968207126	0.05941815064	0.2058239212	0.06718801	0.3727455516	0.1618879686
a23	0.03326364528	0.0839202558	0.05207497894	0.1938848766	0.086027618	0.383173292	0.1676553436
a31	0.02765720492	0.06966877354	0.04578047418	0.1748696934	0.094803964	0.429761042	0.1574588642
a29	0.04326762	0.074406445	0.0692329124	0.178283683	0.0964505942	0.376487096	0.161871664
a17	0.0418662572	0.0798197046	0.0514388062	0.170747758	0.0767921642	0.412173056	0.1671622332
a20	0.03753751216	0.0680929666	0.0475670147	0.1865988188	0.085977373	0.412544694	0.1616816178
a17	0.03638971186	0.0653564756	0.05540873216	0.1818744752	0.119790324	0.375653752	0.1655265232
a31	0.03757431	0.0679764492	0.04570017956	0.180469544	0.1175187848	0.34395745	0.20680328
a20	0.072351939	0.110200678	0.0745746238	0.1698465628	0.0933265448	0.2941951432	0.1855045148
a31	0.0633149008	0.089606507	0.0805878876	0.134041396	0.114205758	0.2733385468	0.244904985
a3	0.1076109728	0.1331995456	0.112872847	0.12693526	0.1007069802	0.210702392	0.207972034
a31	0.100367213	0.108771322	0.10746880526	0.136147656	0.162777168	0.164644612	0.219823187
a8	0.1238662388	0.132378361	0.123158094	0.1230632864	0.123646336	0.153312714	0.220574936
</S>	0.1070366804	0.1097740038	0.113101059	0.1341070984	0.167862326	0.17308804	0.195030806
