 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
a8	0.0875904468	0.108961942	0.111866884	0.1222927648	0.1155625236	0.110081602	0.117806176	0.1114966008	0.114341056
a31	0.0996559702	0.115763633	0.0951501724	0.0916239178	0.1071938568	0.087908717	0.1720378064	0.164434542	0.066231392
a46	0.088452478	0.134346012	0.0841752769	0.0778391778	0.0908939052	0.0851654306	0.1712671756	0.1845313772	0.0833291964
a8	0.1014717696	0.135215602	0.10755427	0.0923937384	0.0937726104	0.1000589124	0.124570884	0.1651204852	0.0798417382
a20	0.0768354526	0.1286334042	0.0918566208	0.0878145318	0.11453552	0.09245551128	0.1521686224	0.1776303174	0.0780700076
a31	0.099905077	0.1440584708	0.1127347662	0.117084996	0.0918917466	0.0887813552	0.113063026	0.1430793262	0.0894012208
a20	0.1033214408	0.116030593	0.080722264	0.101713733	0.0987681848	0.068914733	0.1328803994	0.170449505	0.1271991696
a13	0.0671975586	0.0982049792	0.082424638	0.0967225914	0.0961871016	0.0835031246	0.13826884	0.191569735	0.145921421
a14	0.0713001532	0.094964335	0.0795205178	0.0878611158	0.094364152	0.0822455978	0.1301943798	0.2023496726	0.1572000956
a0	0.0936783618	0.101948608	0.083146936	0.0885826108	0.0975045296	0.081491386	0.1263514192	0.1756404404	0.1516556932
a31	0.0739134868	0.0933742774	0.0819178474	0.0830806878	0.0877034412	0.0906771068	0.133708834	0.1919635882	0.1636607042
a37	0.0785078246	0.106018153	0.0700544754	0.0671008768	0.083720997	0.083492507	0.1201093326	0.2152828378	0.1757129818
a35	0.070855335	0.0875005172	0.0646768678	0.0700230254	0.0975916756	0.082488109	0.133523221	0.220986594	0.1723546606
a17	0.0551304964	0.0734795922	0.053851133	0.0836915267	0.0901800644	0.0742005391	0.147231606	0.2261612854	0.1960737604
a31	0.05283043648	0.07877367528	0.0508755169	0.0842253766	0.0847187348	0.0749545964	0.168742697	0.269332826	0.135546158
a15	0.0552104185	0.0858202268	0.0511444068	0.0775507814	0.0733579546	0.0808313318	0.1456726056	0.2726735626	0.1577387232
a31	0.04916608352	0.0637293613	0.04531381488	0.0700312491	0.0875622358	0.076276617	0.1855425252	0.2554827616	0.166895343
a46	0.0572356792	0.059201342	0.0547994852	0.1088105378	0.087778693	0.0672662528	0.1503121718	0.3016867658	0.1129090928
a35	0.04086488626	0.0429214013	0.03467355214	0.0597656264	0.0906394994	0.0685007934	0.1954173316	0.3040741196	0.163142782
a20	0.04334970754	0.0484437046	0.0346958786	0.0704629716	0.067425222	0.0802829382	0.19209892	0.362456488	0.100784175
a31	0.04244015552	0.0449127657	0.0348469134	0.080758504	0.0884113656	0.0644526418	0.221813704	0.3299485476	0.092415393
a17	0.050643646	0.058431528	0.052976032	0.079596702	0.099857173	0.0809464804	0.1721912008	0.312466523	0.0928906942
a20	0.0379262932	0.04182772744	0.0357377702	0.0776247624	0.07633031	0.0791535939	0.169075908	0.347654976	0.134668691
a8	0.03840696146	0.0419133638	0.0357763054	0.0826169234	0.0825087648	0.0683503019	0.192770206	0.3446162836	0.113040871
a23	0.02812320462	0.0334357578	0.02999700032	0.07389200272	0.0654728056	0.0738531252	0.188889832	0.3753678374	0.130968416
