 	tutto	il	cibo	vuole	girato	</S>
a31	0.174140858	0.16018793	0.158081618	0.15203608	0.17825284	0.177300686
a8	0.10248975694	0.1164172272	0.215670408	0.1652582768	0.270674842	0.1294894848
a31	0.127403215	0.141626688	0.191582802	0.1399530308	0.24548526	0.1539490128
a29	0.1327175466	0.1326508542	0.245877372	0.154009161	0.245978186	0.0887668684
a20	0.1014656253	0.1177793056	0.262513738	0.21953396	0.241804124	0.0569032828
a39	0.089097395	0.1057557478	0.27056646	0.209077986	0.246554546	0.0789478738
a31	0.086716477	0.1010808568	0.277774656	0.2084075892	0.243710506	0.0823099224
a0	0.0745197366	0.0735724556	0.275856104	0.201143024	0.255392849	0.119515818
a31	0.05834806448	0.0632753518	0.239316618	0.1336675248	0.369569372	0.135823068
a24	0.0784458456	0.0663911173	0.209679876	0.1036901158	0.376139766	0.1656532632
a36	0.05706211244	0.04800820634	0.224551144	0.0924174654	0.457402696	0.1205584124
a11	0.0640861524	0.05327959752	0.250782641	0.0774768126	0.4126676032	0.141707229
a17	0.08161007366	0.0665801207	0.2205794934	0.068659651	0.391643796	0.1709269184
a31	0.0635232118	0.07097717412	0.2089558818	0.0771269696	0.43726399	0.1421527458
a6	0.08783153192	0.0517176074	0.255644498	0.0759542852	0.36197299	0.1668790744
a31	0.0748310626	0.066458103	0.1937083496	0.0746753812	0.322510163	0.2678169428
a24	0.1242073164	0.0682820416	0.210745357	0.0932863	0.310472852	0.1930061556
a6	0.0909476672	0.078546262	0.1557606578	0.0565041492	0.321381892	0.2968593516
a31	0.10154213908	0.09147769412	0.1655572386	0.099424192	0.275104252	0.2668945108
a46	0.153430804	0.0975039288	0.165497294	0.1308982624	0.228812179	0.223857538
a39	0.1252080168	0.1202137138	0.1369097168	0.118849626	0.226972468	0.271846464
a31	0.13781002256	0.1173793876	0.1461072468	0.151533414	0.251956188	0.195213736
a41	0.176374211	0.130742138	0.136965325	0.1403283894	0.153624528	0.26196542
a8	0.12523153632	0.127096739	0.141643772	0.134701214	0.227990188	0.24333657
</S>	0.13467121182	0.1348399749	0.146487292	0.16528685	0.248497508	0.170217153
