 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.1574828872	0.118004586	0.167861248	0.198481632	0.21511772	0.1430519228
a31	0.1772192432	0.07914430546	0.18336477	0.223405699	0.247711614	0.0891543686
a8	0.191992554	0.09907637216	0.1955549312	0.23022136	0.2307822676	0.0523725548
a31	0.223930078	0.10327176552	0.125985093	0.196254732	0.2821056	0.0684527248
a15	0.330614308	0.1235577848	0.0885142048	0.163762362	0.256424202	0.0371270622
a13	0.251463089	0.09330778844	0.1510317432	0.182912524	0.247184352	0.0741004956
a24	0.23786626	0.08173243068	0.1224574552	0.141929446	0.311775174	0.1042391826
a31	0.24351096	0.0829316172	0.0868857574	0.174986878	0.285192956	0.1264918056
a18	0.315565718	0.078714946	0.0703478232	0.1418035926	0.282160334	0.111407594
a31	0.228639688	0.0818420207	0.0669760564	0.1876621572	0.310568384	0.124311696
a20	0.276179348	0.0911885002	0.079624449	0.113752704	0.249715614	0.189539376
a11	0.195725896	0.1167355586	0.080261194	0.212548148	0.242610536	0.152118644
a8	0.161355345	0.1351049996	0.099544319	0.16574975	0.238995202	0.19925038
a31	0.159084082	0.1543616208	0.129539388	0.1629848428	0.212415902	0.181614154
a8	0.1674758054	0.145677763	0.1170615086	0.14312231	0.200796018	0.225866594
a31	0.1276158784	0.140334976	0.133094105	0.161283236	0.231567462	0.2061043568
</S>	0.1576867378	0.158100743	0.1104905528	0.1273719576	0.196624245	0.249725734
