 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a20	0.0895039684	0.0790975616	0.0723784208	0.0874029106	0.0786478038	0.0871499154	0.1167681552	0.0786432708	0.0894152256	0.114317746	0.1066750218
a31	0.0954804784	0.0779847234	0.08710704424	0.0890582472	0.0442661766	0.0728220536	0.1481620268	0.0883563672	0.0601151528	0.174901604	0.0617461164
a46	0.1042646308	0.084593333	0.1271941508	0.0903971328	0.0507016227	0.066707481	0.1486852366	0.0624190566	0.0412792818	0.184890828	0.038867268
a20	0.0708196212	0.0670923666	0.1128439352	0.125456306	0.0699204332	0.0818568984	0.182261273	0.09160597334	0.0532651904	0.085532084	0.0593459096
a31	0.0949244332	0.0807609798	0.163780404	0.1089132332	0.0471003434	0.0774975956	0.1262553584	0.081430285	0.050235701	0.104513309	0.064588365
a29	0.093979882	0.0655309454	0.132992588	0.120658711	0.0746138518	0.071200639	0.1219729666	0.1114105134	0.03979652	0.1192541926	0.048589204
a31	0.0884102116	0.07304681152	0.1005216542	0.1034838496	0.0444403607	0.086784707	0.151300204	0.10256734248	0.0397130106	0.151863108	0.0578687402
a37	0.099765556	0.0646292784	0.0963070488	0.1220775334	0.0386808246	0.077042316	0.1385718416	0.093227148	0.0293947038	0.169708053	0.0705956752
a31	0.0692471476	0.04817096148	0.0900679228	0.0747912578	0.033140928	0.0780163068	0.154795718	0.1001119134	0.0309524842	0.211061232	0.1096441442
a41	0.0825016756	0.0528773638	0.10165098854	0.087478738	0.03703782232	0.0770989608	0.157357102	0.0843113019	0.0287538346	0.1878794746	0.1030527561
a8	0.0517330866	0.0360528878	0.07599684752	0.0605334596	0.03184231374	0.0670760378	0.153993326	0.09599456972	0.0308609442	0.260986894	0.1349296282
a31	0.0389196989	0.0304298111	0.055742285	0.0629691724	0.0326703062	0.0908028316	0.177680284	0.1188391697	0.0342699692	0.209043727	0.1486327556
a20	0.0578661718	0.0411694056	0.0723372606	0.0595927504	0.0523306453	0.0854906188	0.2446471274	0.08696711548	0.0352151922	0.173670541	0.0907131584
a0	0.04947567732	0.0390785429	0.0687022878	0.0730706304	0.0325836188	0.0643957504	0.1535963974	0.0785926334	0.0394649624	0.239710867	0.1613286136
a29	0.0400162878	0.0327521184	0.0630582499	0.0796133752	0.0307277734	0.0686076822	0.1801926808	0.1098919649	0.0396323276	0.2121916624	0.1433158962
a31	0.03825743274	0.0295323643	0.07492270192	0.0632783632	0.030928188	0.0600311552	0.24989951	0.1103238964	0.0531863242	0.1717224204	0.1179176534
a24	0.0570682524	0.0461428826	0.08061316172	0.075506837	0.0427881093	0.0616409588	0.1911352434	0.0636041252	0.0504351298	0.181712767	0.1493525278
a17	0.04670310068	0.0396317065	0.06162690826	0.11485216314	0.03710009488	0.0663353074	0.1870114496	0.0782710036	0.049793283	0.1675084594	0.1511665092
a8	0.0415168627	0.04000902982	0.06451925692	0.0829773612	0.035652043	0.0574826496	0.2673840772	0.0819212024	0.0621160828	0.1492205842	0.1172008876
a31	0.04719376016	0.04510428492	0.0633381242	0.10082349786	0.0444625544	0.0640479376	0.232048008	0.1350991092	0.0641178242	0.118150492	0.0856143788
a18	0.0583861964	0.0586325989	0.06716748374	0.1165433201	0.06602644248	0.061668041	0.1485990174	0.0647285356	0.0702311908	0.1345944566	0.1534227316
a38	0.05637139032	0.05417922136	0.06152194252	0.12588552196	0.06701458836	0.0538196898	0.1130520426	0.0790857714	0.09859902	0.1675164854	0.1229543244
a31	0.0613069853	0.05699433548	0.05978220858	0.12060971944	0.06144459174	0.0569764778	0.118261972	0.0898137734	0.0960564884	0.1629727108	0.115780742
a8	0.0685416826	0.0711296416	0.0689717782	0.09178243246	0.083196832	0.0662298136	0.104491156	0.0708763042	0.0841776068	0.1289537994	0.161648977
</S>	0.064652557	0.06898668486	0.0672312384	0.0859006938	0.08038691688	0.05854727314	0.0762899696	0.0998746908	0.117350169	0.1456107614	0.13516905
