 	tu	quante	bottiglie	hai	rotto	dieci	</S>
a21	0.116328414	0.1816174212	0.15514319	0.1619678368	0.1167272144	0.1455840348	0.1226318654
a20	0.1481049786	0.1893396212	0.24543825	0.0970455852	0.1073284331	0.1070618034	0.1056813545
a35	0.20111333172	0.22995462	0.255394902	0.0960060194	0.0796590852	0.0828548518	0.0550171936
a20	0.13508156506	0.2193283988	0.190513844	0.12215212	0.141475185	0.1271651292	0.0642837236
a38	0.1943649326	0.170422404	0.176303546	0.12328505	0.1307539382	0.1509272812	0.0539428568
a31	0.16403483384	0.1808317538	0.192544622	0.166527756	0.09016747	0.1517992744	0.0540943044
a18	0.1182280332	0.1777827956	0.232540982	0.1736042792	0.1022039922	0.146422616	0.0492172772
a23	0.07561236574	0.1706891488	0.2212460448	0.0992076588	0.139707946	0.202676663	0.090860177
a24	0.05595190534	0.172282759	0.2784636198	0.0708028144	0.1038973672	0.1470158988	0.1715856252
a37	0.0766210004	0.17820977392	0.3073078402	0.0775289466	0.0773752008	0.1931391326	0.0898181268
a20	0.08904886586	0.1673577508	0.2389158948	0.0879314366	0.0966478978	0.1935381224	0.1265600138
a31	0.0909551014	0.1592393604	0.226149304	0.1068087044	0.1132196114	0.1836709584	0.119957001
a20	0.0738373384	0.1567862222	0.283386134	0.1349013418	0.0925650776	0.155330538	0.1031933674
a33	0.087322669	0.1284809986	0.258456636	0.1009730048	0.0745416656	0.1486014072	0.2016236112
a31	0.0952898926	0.1070542938	0.159395068	0.123888018	0.148670234	0.1814198348	0.1842826744
a20	0.109467068	0.1128812	0.165068462	0.1566002412	0.128567854	0.1635793046	0.1638358536
a31	0.1127698606	0.0968299416	0.1678430972	0.122693672	0.108125972	0.1586404208	0.2330970112
a20	0.1234147236	0.1109537072	0.1269387052	0.1262474902	0.136535002	0.14811177	0.227798618
a31	0.1193810548	0.099577156	0.122505834	0.134800568	0.151649896	0.162720377	0.2093651112
</S>	0.1277409434	0.1051399572	0.1167488034	0.1189705226	0.1169669206	0.1389576708	0.275475207
