 	è	che	stanno	ancora	alzati	</S>
a20	0.176515398	0.1797053948	0.157514998	0.17367945	0.1596801284	0.152904634
a31	0.24847089	0.175421454	0.1387285184	0.1829155536	0.076685152	0.1777784294
a20	0.2117237904	0.217944636	0.2023998332	0.1980583946	0.0880004846	0.0818728576
a31	0.213338928	0.239939416	0.19078064	0.1733777866	0.09156217286	0.091001082
a20	0.2221838696	0.238029772	0.1597306832	0.1860808772	0.1127103744	0.0812643898
a28	0.131510926	0.1524329892	0.17158946	0.1990523926	0.1171315932	0.2282826614
a31	0.1123942674	0.145325314	0.1639579588	0.19471518	0.1093032178	0.2743040592
a29	0.1302134596	0.172922406	0.1668645908	0.233502558	0.130379031	0.1661179452
a46	0.1178079456	0.132301348	0.1399161633	0.2054026552	0.169594526	0.2349773648
a31	0.156738191	0.139341046	0.1231747112	0.1940220954	0.18260663	0.204117298
a20	0.1338160712	0.137349772	0.15957474	0.208558778	0.167483453	0.1932172088
a31	0.147702997	0.137018167	0.1325394826	0.156386512	0.215871988	0.2104808408
a39	0.1210736488	0.1267358654	0.141411892	0.200815548	0.1571234168	0.252839665
a20	0.1508969784	0.1394732174	0.139799128	0.169844802	0.181867322	0.2181185536
a8	0.1180106688	0.1239485344	0.12077749	0.18989945	0.275333544	0.172030318
a20	0.1083948296	0.12017324488	0.1345800698	0.230737926	0.240509896	0.1656040448
a24	0.11436999048	0.11993685992	0.10651427776	0.242295504	0.230875287	0.186008076
a46	0.1256779722	0.12449491412	0.1067423976	0.205000952	0.2246938228	0.213389942
a8	0.12264204914	0.1226876178	0.1115096992	0.171729216	0.2663625228	0.205068922
a23	0.1211790715	0.12376354264	0.1202266832	0.146298686	0.292415515	0.196116521
a8	0.11787964394	0.11790389752	0.123424653	0.15298647	0.2450845528	0.242720785
</S>	0.13334550088	0.1319199686	0.1329021596	0.134619212	0.19492503	0.27228814
