 	il	morto	si	piange	</S>
a20	0.219971096	0.221830551	0.2073219932	0.168515728	0.182360618
a31	0.215784172	0.307644702	0.232540774	0.1110775814	0.1329527496
a18	0.275105428	0.336352918	0.220281484	0.1089483664	0.0593118282
a15	0.260328358	0.349962594	0.195999166	0.1354457798	0.058264151
a31	0.278638318	0.332940402	0.1746632748	0.1360659244	0.0776920142
a15	0.25352999	0.404802406	0.174825404	0.1173052887	0.0495369334
a31	0.176197228	0.439063206	0.168775378	0.13792687366	0.0780373265
a29	0.167797864	0.451311186	0.18706586	0.115210517232	0.078614563
a31	0.13176653	0.401514674	0.194080846	0.131236797	0.1414011426
a0	0.13233912	0.46910638	0.1519304088	0.1232063222	0.1234177664
a31	0.1047156406	0.432197646	0.18454687	0.1015150238	0.17702481372
a13	0.1272174928	0.432144722	0.154005956	0.11557989296	0.1710519012
a18	0.1184346528	0.464245028	0.1359063382	0.0921711138	0.1892428744
a41	0.1246449474	0.458218492	0.1265294666	0.0933044362	0.1973026886
a31	0.137301564	0.421511352	0.1466945022	0.1073420426	0.1871505454
a18	0.1389681972	0.425615162	0.1177895406	0.0989947318	0.2186323434
a31	0.144317613	0.359446322	0.13309768	0.1207997328	0.242338679
a46	0.1506351508	0.329036112	0.135177503	0.1231894986	0.2619617482
a31	0.182140925	0.234538684	0.141163618	0.16927712	0.2728796568
a0	0.1544245184	0.198269378	0.194058376	0.180825236	0.272422498
a31	0.1914881994	0.22252905	0.1386345974	0.195875344	0.251472788
</S>	0.154259015	0.165250106	0.197020608	0.223223554	0.260246718
