 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
a31	0.0339798806	0.0362010544	0.0404319316	0.0391114354	0.0391306996	0.03749047	0.0397669646	0.0400945722	0.0467822212	0.0500803058	0.0499965878	0.0470150444	0.0456904834	0.0495058378	0.0481235	0.045256189	0.0419090752	0.0434252084	0.0497899916	0.0584306752	0.0629115512	0.054876329
a8	0.0192975843	0.0349799396	0.0402777028	0.0324689016	0.0281785706	0.0295026323	0.0325494726	0.0405911405	0.0373771837	0.0483205708	0.050586739	0.0479886606	0.0600108528	0.050364711	0.042606657	0.0422967838	0.0424881996	0.0400900318	0.0672332528	0.0788808664	0.0751659486	0.058743595
a31	0.0334480849	0.0262401109	0.051667518	0.0242010786	0.027526364	0.03031716	0.035081192	0.0362457112	0.0424820126	0.0501942544	0.0470074354	0.0410597796	0.0502105224	0.0497555786	0.0520676936	0.053421405	0.0559091204	0.0639028356	0.0845309816	0.0487996828	0.0535336222	0.0423978578
a18	0.0270110094	0.0224618597	0.0552680372	0.0264040894	0.0300853662	0.0284487854	0.0331284606	0.0407933676	0.0407833188	0.0565797774	0.0560492252	0.0568353184	0.0518132766	0.0534784428	0.062412159	0.051248156	0.0507510184	0.0501251378	0.0661234384	0.0464397686	0.0618341446	0.0319258628
a31	0.0259065626	0.0441677332	0.0358899602	0.0369152206	0.03174598806	0.02924132574	0.03411697466	0.0582838974	0.0384239176	0.0538950384	0.0420818576	0.0448289622	0.0451431306	0.0556064222	0.0769776806	0.0503903944	0.0474295476	0.0499218108	0.0588069046	0.0429088468	0.0640214561	0.0332963458
a28	0.0280258618	0.0465354281	0.0218884934	0.0228368264	0.0242050974	0.027433977	0.0342674214	0.0544602838	0.0448063256	0.0652378674	0.0483830244	0.0462735966	0.046589715	0.0532364678	0.073944257	0.0517916922	0.0646653666	0.046340627	0.0586619052	0.0448515588	0.05932618548	0.0362379912
a31	0.0281793625	0.0291817992	0.0258420489	0.0371399422	0.034605866	0.03205288674	0.0330316274	0.0402260298	0.0323069442	0.0483489912	0.0399530308	0.0439549636	0.0524077756	0.0603295992	0.0792325134	0.0611450128	0.0512040368	0.0523355224	0.0638213766	0.0457891742	0.064303127	0.0446083588
a46	0.02683363708	0.02291083228	0.01763789714	0.0209987882	0.02899609306	0.0287243136	0.03362788038	0.0431606074	0.033601064	0.051717344	0.0510503022	0.0489922518	0.061272477	0.0679941802	0.0628418402	0.052970639	0.0471763662	0.0584599774	0.0691077066	0.047771714	0.0659388104	0.05821528
a31	0.0193991742	0.01816805866	0.01929841568	0.02954003446	0.0352169199	0.03140161312	0.03175550554	0.036901895	0.0321475741	0.0416429862	0.0444740792	0.0533579166	0.0621204794	0.0669277144	0.0658567852	0.058189058	0.057609052	0.0459641762	0.0536360356	0.05133833272	0.0669670944	0.0780871124
a18	0.02323318794	0.02064647938	0.01774440282	0.0206963182	0.0267526798	0.02557646	0.0295309767	0.0403470664	0.0289133176	0.0473541998	0.0508243509	0.0489056334	0.061316995	0.06702742	0.065461729	0.0557436652	0.0459715034	0.061521557	0.0680888102	0.0496333634	0.0683734406	0.0763364198
a31	0.0197570452	0.02178226554	0.02194107034	0.02972228754	0.0367237154	0.02961034452	0.0306472494	0.037357504	0.032108322	0.0408681706	0.0439323632	0.0516853878	0.0588038402	0.0667516502	0.06942251	0.0650169764	0.0573243756	0.0498829262	0.0592877806	0.0521612972	0.0618443402	0.0633685744
a37	0.01793866032	0.0206880385	0.01850653418	0.02342283948	0.0301131566	0.02482305854	0.02761419148	0.0393520448	0.0301383914	0.0464858928	0.0497311696	0.0491187104	0.0586463772	0.0638722228	0.0694632888	0.057166663	0.0478430176	0.0550187274	0.0658018885	0.054230036	0.0711369112	0.078888171
a31	0.0187956351	0.0195968231	0.0217793792	0.03091640718	0.0404874952	0.0319197172	0.0325987728	0.0369223638	0.0321227166	0.0436831488	0.0448977154	0.0505982026	0.0543716164	0.0606370296	0.0651719914	0.0613760434	0.0594457018	0.0513901038	0.0595847624	0.0532987202	0.0655340523	0.0648716634
a20	0.016313377	0.0193120524	0.01779185528	0.02298675046	0.0308112006	0.02402838896	0.02759722526	0.0377134276	0.030870933	0.0470121094	0.049076424	0.0502138066	0.0557390586	0.0605727548	0.0681977048	0.0572738772	0.0515896736	0.0541443553	0.066129768	0.0570835606	0.0697716894	0.0857700102
a21	0.01828860888	0.01598254316	0.02273242866	0.03170913608	0.0416063226	0.0331206562	0.0340799662	0.034736323	0.0326658198	0.0448835246	0.0444655296	0.048215717	0.050399794	0.0559680482	0.0628059842	0.0589987268	0.0626365932	0.0590728932	0.0584621477	0.0501319434	0.0722701397	0.0667671284
a20	0.01884351468	0.01676737044	0.0231078637	0.03622990348	0.03988538094	0.0319381022	0.03176130474	0.0339568682	0.0318450014	0.0461437564	0.0421625358	0.04639277	0.0481341326	0.0546543958	0.0615844054	0.0577997312	0.0568925722	0.051092814	0.0529645604	0.04442455924	0.0791639704	0.094254488
a3	0.01993741308	0.01588990372	0.024148658	0.0423674648	0.0412336508	0.03453277614	0.03747989306	0.0406447222	0.0379073902	0.0551783518	0.0485323648	0.0487467682	0.0496640768	0.0591268528	0.0802204128	0.0589335634	0.057856534	0.051850595	0.0555840746	0.0420720862	0.0519016058	0.046190847
a31	0.01716878784	0.01656056014	0.0213358474	0.03285005428	0.0399743669	0.0343848075	0.03518259792	0.0407838642	0.0329810976	0.0508446954	0.046239971	0.0472618668	0.0518166554	0.0623571616	0.0803681428	0.0562881738	0.0649849464	0.0555429602	0.0630180782	0.0478799376	0.056302744	0.0458726846
a24	0.01488229104	0.01326186062	0.0136098856	0.0187724416	0.03690562354	0.0349776366	0.0450491196	0.048595681	0.04024891	0.0659741134	0.0569571778	0.0515883082	0.0587249004	0.065114552	0.0676669596	0.0516445056	0.0469078134	0.0437913753	0.0557465482	0.0415584677	0.0715863834	0.0564354648
a31	0.01872666642	0.01631629264	0.01911789496	0.0299415436	0.0410328452	0.03172848148	0.0344102988	0.0433213198	0.0392777492	0.0475076802	0.0499748178	0.0502387916	0.0490463276	0.0524440236	0.0549692238	0.0491305876	0.0469483492	0.0403641432	0.0472858426	0.0441878012	0.0670650462	0.1269642682
a20	0.01633605182	0.0170868679	0.01503080528	0.01570887704	0.02919121988	0.0262518239	0.03401950434	0.0371203914	0.0337764124	0.0515560932	0.0501344596	0.0509753534	0.0520558482	0.06375989	0.0849812034	0.06225827	0.0543349592	0.0525665468	0.057495993	0.0524919304	0.07389036	0.0689771084
a31	0.01889020058	0.01480108316	0.01599624132	0.02457803632	0.04094516534	0.03402232392	0.04179071906	0.038811248	0.040906711	0.0526449724	0.0491753508	0.046199398	0.045145778	0.0491236772	0.0527562168	0.0459121276	0.045798197	0.0649428152	0.0517487862	0.0439852812	0.075564255	0.1062613964
a17	0.01598970206	0.01600768034	0.01335859902	0.01673755474	0.034229568	0.0301661298	0.04092999414	0.0354997986	0.0384381614	0.0615144434	0.052711241	0.05344262	0.0516866466	0.0595347764	0.0673969876	0.0494695436	0.0511365312	0.0466721082	0.0555279978	0.0543107904	0.0868967774	0.0683423658
a31	0.01731226922	0.01505906356	0.01503159362	0.0190832453	0.03326619314	0.0325001774	0.03899857	0.0399749334	0.0407816838	0.0540683246	0.0517907254	0.0535276336	0.051732826	0.0580722466	0.0657992222	0.0472268208	0.0470762602	0.0460176186	0.04691143346	0.046810824	0.071146443	0.107811894
