 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
a33	0.068514506	0.0569754496	0.050790881	0.0800262654	0.0779542564	0.066640676	0.10075492	0.0826949134	0.141927828	0.1246617392	0.149058577
a31	0.0785607852	0.1141686656	0.0619460928	0.1087288548	0.06560767	0.0696592884	0.118469229	0.1169607824	0.0620994388	0.115994575	0.0878046262
a7	0.091154901	0.0854192248	0.0721901088	0.1693413868	0.064396578	0.071559439	0.1516969912	0.0913638996	0.0432232182	0.0970460334	0.062608235
a0	0.0914171508	0.1435884454	0.0633337192	0.1369986856	0.0925393516	0.07573847446	0.128417006	0.0933679874	0.040668417	0.0738510158	0.060079759
a31	0.1125204256	0.1460014874	0.0597571818	0.115361605	0.091842	0.080173865	0.1202438732	0.0838877292	0.0420816492	0.0681929908	0.079937213
a37	0.1045824994	0.152058876	0.054587975	0.121973458	0.0797852594	0.0921290472	0.138119085	0.0922483282	0.034383274	0.079297362	0.0508348642
a8	0.0712045834	0.078715618	0.0567073556	0.142841918	0.0929262066	0.09521797	0.1405120014	0.104854677	0.0389336474	0.0865501866	0.0915358282
a37	0.0512654306	0.065705741	0.036274845	0.134035779	0.0914878608	0.0909533894	0.1489990488	0.09245367732	0.051677952	0.1058891448	0.1312571318
a31	0.064677969	0.071176708	0.058874875	0.1959077208	0.0821334146	0.0801828472	0.1549736748	0.0838087144	0.042049943	0.0837498448	0.0824642674
a17	0.057909182	0.0675704264	0.046299573	0.17272178	0.0834875836	0.09951193	0.1447324234	0.119721567	0.048360502	0.0853318518	0.0743531826
a37	0.0468259322	0.05237979	0.02851063914	0.14561766	0.0842628668	0.095372403	0.161525418	0.1062733434	0.0527437674	0.1102126048	0.11627557
a31	0.0620058354	0.0735122052	0.03726515046	0.142147719	0.079061791	0.0892729712	0.1619523964	0.0983785906	0.0470757864	0.0987352356	0.1105923126
a14	0.0477996524	0.0546578488	0.03145777524	0.2047669588	0.0811221294	0.0969468484	0.168393402	0.113613568	0.0473996998	0.0811751326	0.0726670046
a3	0.0564988568	0.0583272246	0.03404573784	0.178577898	0.076479664	0.0842777322	0.17275811	0.0939086276	0.0473338068	0.1079133724	0.089878994
a11	0.0399047758	0.0439130888	0.02308700126	0.1509184168	0.0730536408	0.0889612198	0.179074972	0.1046315896	0.0554073358	0.1277502748	0.1132976852
a35	0.0437243026	0.0437927862	0.0248542559	0.158663992	0.0797707138	0.102311198	0.1811541296	0.1014879068	0.0432278584	0.1051246296	0.1158882088
a8	0.037579312	0.0379901406	0.0285091306	0.15353845	0.0749920392	0.0851470086	0.1683312439	0.0968056068	0.0496162638	0.146308646	0.1211821794
a23	0.0355327884	0.0323767066	0.02361376174	0.149091948	0.071837624	0.0825717612	0.1471018648	0.093020936	0.0551574626	0.1257990322	0.1838960872
a31	0.0400087726	0.0375420054	0.02530118684	0.1607557908	0.083507888	0.0907168336	0.1754404322	0.10757407	0.0548631212	0.0998492186	0.1244406974
a11	0.0358871236	0.0399061704	0.032867665	0.1880039308	0.069071613	0.0865480328	0.1770134908	0.122439116	0.0671329142	0.090468582	0.0906613518
a10	0.0222443654	0.0223789627	0.01686313266	0.160697538	0.0654497816	0.0818453544	0.204905071	0.1193068032	0.0863500667	0.1096667798	0.1102921528
a31	0.02405859754	0.0317279232	0.019838965	0.158145378	0.0749464335	0.1002064606	0.1774097368	0.1369757428	0.07351607	0.1086886082	0.0944860518
a10	0.0313345866	0.0334240198	0.02658708302	0.1873153552	0.074209893	0.0922404924	0.1849543506	0.1356833142	0.06703342586	0.0976644916	0.0695529934
a35	0.0202801032	0.027530932	0.01720317066	0.159148812	0.0755905462	0.0916612754	0.1628447072	0.169977928	0.081859233	0.1176018436	0.07630147986
a20	0.01523737326	0.01482630424	0.01246519594	0.1516054336	0.0723399744	0.0992135688	0.192619482	0.144299994	0.1150496048	0.1226160422	0.059727058
a31	0.01577728258	0.0197554534	0.0161721625	0.162974499	0.0973670348	0.1184223814	0.147257962	0.17568747	0.0799168862	0.108010118	0.0586587437
a20	0.0272760709	0.02542517428	0.02365002734	0.1009787096	0.0840771672	0.103575026	0.1534600084	0.198136332	0.0649338109	0.115436121	0.1030515496
a31	0.01269863732	0.01773442394	0.01291459308	0.09560609	0.0757551082	0.107301185	0.165557549	0.224951242	0.09217755954	0.1107206128	0.0845830044
a35	0.03076028272	0.0302441178	0.02395835048	0.0912478442	0.0733224916	0.086042882	0.198629862	0.211250483	0.0538457996	0.1097097472	0.090988149
a14	0.01813359364	0.02132139676	0.0158908538	0.0905002717	0.056180836	0.083580925	0.2555518872	0.1752292008	0.0916174798	0.0973877948	0.0946057174
a37	0.01168091298	0.01387710202	0.01148515206	0.0893097838	0.0605701848	0.088147447	0.251348848	0.2094782308	0.0966301868	0.0950765346	0.0723955892
a19	0.012448046352	0.0151980228	0.01413459712	0.125309766	0.0634099168	0.0895770864	0.2391831116	0.207294132	0.0867323726	0.0929108492	0.0538021116
a28	0.01152982958	0.0126246426	0.01488841868	0.1965627206	0.0506454722	0.066875155	0.289293205	0.1396182436	0.0568619172	0.102510016	0.0585903782
a21	0.01273982702	0.0143270566	0.016197415448	0.156962408	0.0481051764	0.0653524434	0.3223289834	0.138704072	0.0521668199	0.0941388014	0.078976973
a11	0.014206194772	0.01572798924	0.017318033068	0.152857622	0.0425492722	0.0686067058	0.324487474	0.1347234816	0.06493104816	0.0921696944	0.0724224912
a37	0.01681929988	0.01827265646	0.019962858446	0.1593707	0.0427907858	0.06208032372	0.32451241	0.125160031	0.0648746758	0.0849591558	0.0811971274
a29	0.02272220261	0.02390446944	0.02458978534	0.1560431168	0.046390505	0.0627253946	0.3133111176	0.121027056	0.060597922	0.0802884844	0.088399964
a18	0.02157803656	0.02263587252	0.02376147006	0.154437398	0.046418771	0.0596341942	0.3090730074	0.1166204734	0.0713348024	0.0876642198	0.086841755
a31	0.02265235364	0.0227098665	0.02470381346	0.1354489926	0.0493530754	0.0638671572	0.293312148	0.121134027	0.08364513	0.0952994852	0.08787395
a20	0.04205447916	0.03764123036	0.0337467019	0.131412073	0.0529127632	0.0600859434	0.2663203086	0.1190369766	0.0737851716	0.080180216	0.1028241552
