 	che	consuma	poco	benzina	</S>
a31	0.300451878	0.151894018	0.213856598	0.176142966	0.1576545408
a41	0.49366034	0.1091571896	0.2285740722	0.0921197072	0.0764887174
a31	0.490707752	0.1051655374	0.2213593824	0.11701979501	0.0657475221
a28	0.51461894	0.0995783664	0.2126362074	0.11179427659	0.061372217
a24	0.546934856	0.0849316026	0.1749275188	0.131027465	0.0621784978
a31	0.52721324	0.1067085276	0.1643542392	0.1216710458	0.0800529218
a11	0.489589352	0.102089547	0.1396977556	0.1013997464	0.1672236064
a31	0.32709428	0.1443590602	0.225023224	0.1438161876	0.1597072508
a46	0.228630846	0.184601242	0.1443222154	0.15957558	0.282870114
a31	0.2016233748	0.1830302432	0.178117284	0.200939646	0.236289428
</S>	0.1600234632	0.2201329952	0.1366040712	0.1761245148	0.307114973
