 	il	morto	vuole	pianto	</S>
a31	0.257545144	0.191065086	0.1693331836	0.207208573	0.1748480072
a28	0.153748118	0.352241863	0.186355662	0.1948803768	0.1127739978
a17	0.1822319648	0.302458032	0.192532864	0.1930880312	0.1296891248
a31	0.176368446	0.311131578	0.17094391	0.239929098	0.1016269642
a20	0.133241408	0.389937122	0.15272777	0.238260124	0.0858335698
a0	0.140563146	0.36605855	0.152977406	0.1904423968	0.1499585292
a31	0.151216274	0.322324156	0.139224589	0.22624974	0.1609852406
a13	0.114138003	0.413225766	0.1004798972	0.254630127	0.117526201
a6	0.0894179806	0.408193528	0.125318524	0.223217418	0.1538525326
a31	0.0972195138	0.380096908	0.1148071506	0.23937533	0.1685011438
a46	0.1010435972	0.45684945	0.0785455134	0.215279588	0.1482818728
a37	0.0917774302	0.326027052	0.1044025314	0.269477398	0.2083155616
a31	0.1181670896	0.329834162	0.098248678	0.28451953	0.1692305566
a46	0.11588543754	0.304286132	0.1099484766	0.268068298	0.201811624
a31	0.13408281304	0.21196303	0.1068055166	0.275379254	0.2717693888
a46	0.1347229666	0.193179301	0.14218719	0.257305498	0.272605041
a8	0.15761507356	0.1774035716	0.1216764308	0.229870688	0.313434226
a31	0.13194497264	0.1802186224	0.17992996	0.266048688	0.241857748
a8	0.1610783066	0.163939914	0.1533708836	0.217595914	0.304014966
</S>	0.13857056988	0.1614327392	0.167660924	0.259518492	0.272817278
