 	non	so	cosa	stai	scrivendo	</S>
a31	0.1903909708	0.1121448026	0.125758152	0.14751602	0.189149212	0.235040826
a21	0.1158826552	0.1141968881	0.1421132496	0.192184188	0.264155548	0.1714674884
a31	0.218625974	0.1265218802	0.0885988652	0.1539897834	0.27082498	0.1414385432
a10	0.158836272	0.1546317994	0.1010148384	0.177225591	0.277566952	0.1307245798
a7	0.1325345146	0.1061187728	0.151335283	0.22638415	0.258630954	0.1249963188
a41	0.117652903	0.0871422589	0.1320637588	0.234052608	0.294911702	0.134176784
a31	0.1357789102	0.1208933367	0.1088262418	0.234431856	0.27422934	0.1258403042
a8	0.0734568528	0.07897102912	0.0686670068	0.2482678732	0.306504902	0.224132305
a31	0.07800166362	0.07365515688	0.0556564924	0.1754694298	0.385542899	0.231674365
a8	0.06693040874	0.0696005003	0.06707860364	0.1891770584	0.3207386308	0.2864748042
a23	0.0675704327	0.06575976592	0.0685424778	0.2034608872	0.4078515252	0.1868148956
a8	0.06216939844	0.057942681628	0.0557180257	0.1639004084	0.3972108216	0.2630586448
a31	0.0480408194	0.0444363413	0.0436286534	0.2054978408	0.410552654	0.2478436994
a21	0.057785543	0.07133611	0.0651874276	0.1676212152	0.363962424	0.2741072854
a31	0.0567455264	0.05341195756	0.0558711548	0.180635959	0.32077112	0.3325642736
a24	0.0925918162	0.0777095194	0.0818701634	0.1632337072	0.313864931	0.2707298872
a21	0.064439073	0.060983816	0.05940165108	0.1559557488	0.318185615	0.3410341174
a31	0.0571236454	0.0609896562	0.0587340734	0.1429305286	0.35996056	0.3202615146
a17	0.1162868212	0.0938762156	0.0989764866	0.14673039	0.339397301	0.2047327588
a20	0.0777995612	0.0766542424	0.0819418332	0.13622897	0.317164384	0.310211024
a0	0.0927131012	0.0918913974	0.0954577728	0.148038226	0.318065442	0.253834028
a31	0.0875766988	0.0906973496	0.0930855294	0.1672439748	0.2870159	0.274380536
a8	0.136226592	0.116955313	0.144097522	0.153228056	0.249759448	0.1997330608
a37	0.1087944946	0.1079734235	0.125774328	0.18120386	0.2801706	0.196083272
</S>	0.1056604988	0.105422623	0.1163711694	0.17733478	0.256500358	0.238710604
