 	le	buone	canzoni	si	scrivono	alla	notte	</S>
a46	0.1170288402	0.1211097908	0.12582631	0.1036856408	0.10507513	0.1299060172	0.15040038	0.146967897
a8	0.0995723374	0.07454993186	0.0745551752	0.0804169986	0.0901785424	0.206570242	0.2236099632	0.150546812
a31	0.154657519	0.0897648326	0.082130611	0.1066061688	0.11026933	0.19882094	0.158965428	0.0987851392
a41	0.188489616	0.1215548586	0.129600984	0.113065678	0.0880161196	0.126819484	0.1531894976	0.0792637534
a31	0.1575512228	0.0968390822	0.1944756896	0.1079779156	0.0947651674	0.12318137052	0.129416452	0.0957931138
a0	0.185686376	0.0913201364	0.1377749804	0.1177866252	0.0824813658	0.1334864862	0.165440894	0.086023122
a31	0.12361306	0.0660967082	0.0762189242	0.089431889	0.0901482792	0.169450888	0.2264299272	0.1586103248
a39	0.1306908428	0.1166884382	0.0654120028	0.0830282434	0.0756987512	0.161786262	0.200206767	0.1664886706
a31	0.0762852594	0.0712147338	0.0436594416	0.0718392522	0.090273039	0.198135219	0.284098214	0.164494814
a10	0.1074823756	0.1074641488	0.0650555018	0.051436316	0.0559051994	0.182005116	0.255632976	0.1750183444
a20	0.1154140942	0.0859027754	0.0457027516	0.0877058988	0.0944581524	0.1972205872	0.256209848	0.1173858858
a31	0.0860428566	0.0791859256	0.050026583	0.0875514226	0.069755772	0.1973008264	0.2928331806	0.1373034568
a10	0.110079395	0.092574198	0.0541192766	0.0520304262	0.054721265	0.1826283854	0.301591324	0.1522557302
a20	0.1621378674	0.0966246667	0.0522333892	0.075455688	0.0770811906	0.185435646	0.2562591946	0.0947723648
a31	0.119603481	0.0987685322	0.048752534	0.0752980032	0.0698305486	0.200885481	0.262265462	0.124595923
a13	0.1499788226	0.0824938158	0.0544972924	0.05983551	0.070814728	0.163311184	0.26617503	0.152893639
a20	0.1160262018	0.1265734608	0.0641991498	0.0536936664	0.0662841198	0.160427387	0.274512228	0.13828378
a31	0.150450323	0.1258317492	0.0646016696	0.069162176	0.0784768642	0.1689115952	0.20096932	0.1415962812
a28	0.1825056036	0.087707878	0.0731473954	0.071124351	0.0843657208	0.132310774	0.197503776	0.171334546
a24	0.14776034154	0.121305048	0.0880400674	0.0661703076	0.073733904	0.117929325	0.207504948	0.177556047
a46	0.1302388571	0.128305183	0.0944159902	0.0750204036	0.0792395314	0.139204588	0.191636548	0.1619388992
a39	0.12160333852	0.1227063872	0.103531878	0.0837055888	0.0851363258	0.161580041	0.152459508	0.169276933
a46	0.11228015356	0.122828667	0.117986114	0.0855646326	0.0844374682	0.125005979	0.1648625438	0.1870344384
a8	0.11597026	0.1199536138	0.116546543	0.0905771662	0.0854363612	0.1104724792	0.187531243	0.17351234
</S>	0.1160576434	0.1159430366	0.1112768906	0.0921288552	0.084608923	0.1141467588	0.156645952	0.209191912
