 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
a46	0.081515872	0.088352704	0.0877281894	0.086698369	0.0873643418	0.084658011	0.0765948695	0.06644093	0.0937138054	0.1225605336	0.1243723772
a31	0.0752496934	0.0718968616	0.0971382306	0.0688934834	0.0976270572	0.070502322	0.153587496	0.07620309	0.084744031	0.1153214228	0.088836335
a17	0.1022416224	0.1107133708	0.1101716814	0.1028657802	0.1001524792	0.0680517136	0.1377592292	0.0441580174	0.077851085	0.0899923694	0.0560426269
a41	0.09330663	0.0970029672	0.1455999432	0.086340133	0.0893174802	0.0683799678	0.121625719	0.053188634	0.0561598196	0.102222111	0.0868566131
a31	0.1092817634	0.1323221714	0.14268147	0.099879548	0.0825738314	0.0644565812	0.1184595394	0.055522023	0.0512151354	0.077805461	0.06580247828
a38	0.1137592006	0.1333839798	0.126210476	0.0979207624	0.099468966	0.06052038	0.16747347	0.0454185486	0.039657419	0.0743258006	0.0418610021
a31	0.0941858176	0.113267325	0.104956368	0.097914299	0.0765409846	0.067112093	0.1143736106	0.0618636422	0.0671650966	0.1093811248	0.0932396375
a17	0.0751114866	0.100802322	0.1276427474	0.125900291	0.0956038566	0.0752820732	0.12168804	0.0559815094	0.0458726704	0.0848774094	0.09123764968
a31	0.0515284631	0.0770729292	0.0869081646	0.0969076092	0.0950074244	0.0818048826	0.138532562	0.046141057	0.0622065718	0.1168016692	0.14708866096
a39	0.0547571831	0.0808828508	0.1106063008	0.122837913	0.0978913076	0.086728105	0.12058215	0.0520019014	0.048182631	0.1009308284	0.12459885392
a35	0.0391448292	0.06806954746	0.0919680364	0.108384942	0.103123861	0.087607825	0.157408324	0.0682072464	0.048106452	0.10726344	0.12071550408
a31	0.02837816036	0.05419895854	0.0744232846	0.0925303734	0.0993258452	0.0769526742	0.139184082	0.0364266032	0.0596058052	0.1247696898	0.21420450068
a46	0.0429608583	0.06486135572	0.095300512	0.114714534	0.1023232064	0.08945138	0.1246736204	0.0370427018	0.0523833326	0.1425139586	0.13377457284
a38	0.02749964508	0.04589094864	0.07295918268	0.091237409	0.1072973631	0.083334896	0.16436465	0.041758392	0.0548588484	0.1454087062	0.16538991926
a13	0.02268807842	0.0368667368	0.0592532748	0.085593778	0.1125526498	0.0893507472	0.211773654	0.0517296149	0.0589092374	0.1179867572	0.15329547534
a11	0.02534510126	0.0396930238	0.0628315598	0.0832122462	0.107290488	0.0842178672	0.210710392	0.04658796094	0.0551530438	0.130265573	0.15469277748
a13	0.02860352502	0.04461148314	0.06974993544	0.0860353506	0.0996460132	0.0854301344	0.2030605792	0.0484168134	0.0594938312	0.1285586332	0.14639368114
a31	0.02888658964	0.0459491942	0.06855121564	0.0854874702	0.0973545992	0.0815198484	0.172348784	0.0464493498	0.0735062578	0.1408670518	0.1590796393
a49	0.043474319	0.05792005994	0.0628410032	0.09324824652	0.13737791852	0.1110914724	0.1284840588	0.02530827346	0.0644816608	0.121495274	0.15427770946
a13	0.0244647749	0.03031887156	0.04543606576	0.06547936448	0.12065781952	0.1027779208	0.169053844	0.0582094022	0.0840168094	0.1437608688	0.1558242822
a20	0.0290561708	0.03713781972	0.04970829608	0.0756164186	0.1376974738	0.1114454024	0.161648875	0.0637790052	0.0923906092	0.0984285196	0.1430913971
a31	0.0316675416	0.0393743627	0.0513929618	0.0882335616	0.1444814158	0.131787801	0.154187232	0.06616751152	0.0797346472	0.0877404272	0.1252325274
a8	0.060051705	0.06825695346	0.0663604588	0.0817230524	0.12830955894	0.1199164066	0.086271943	0.0412917998	0.1044977378	0.1103657588	0.1329546152
a31	0.05239777744	0.05622340854	0.05990382776	0.073717426	0.0971214724	0.1251041836	0.118904714	0.096525687	0.0816010328	0.1014825288	0.1370179448
a45	0.0717623584	0.0760271402	0.0822921854	0.0878910678	0.08569199208	0.0798590778	0.0788392678	0.0684475366	0.0896062972	0.105642183	0.173940911
a31	0.0488277264	0.0555063696	0.0672507178	0.0789266278	0.0923291294	0.108367277	0.105882898	0.0824788352	0.0923835814	0.1069510666	0.1610957592
</S>	0.071598115	0.0747150092	0.0789257036	0.0875455518	0.08551606434	0.07908533232	0.0869201016	0.070488449	0.0963011494	0.101994154	0.166910377
