 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.1541323692	0.1452489416	0.08244926	0.092892325	0.143939214	0.192971488	0.1883664146
a31	0.318832908	0.168846214	0.0448821141	0.0794645854	0.108349702	0.1716886686	0.1079358682
a21	0.361643784	0.233146608	0.0694307572	0.0697321948	0.0927738508	0.0972335776	0.0760392312
a37	0.239000718	0.254470934	0.0723813826	0.0738864398	0.1088744236	0.1139789668	0.1374071082
a8	0.2134050976	0.205252737	0.1025948572	0.090619834	0.1078402112	0.1209695736	0.15931769108
a31	0.261111184	0.25223889	0.0487542088	0.0553492838	0.0767838584	0.1444623278	0.16130025
a13	0.328305636	0.238604804	0.0498998398	0.0579382894	0.1016875546	0.0992105516	0.1243533442
a20	0.2743999228	0.1972520558	0.0420184846	0.0481334108	0.093322585	0.1966403508	0.1482331644
a3	0.2947916576	0.1922159746	0.04160547972	0.03993363924	0.0890247132	0.1677700716	0.17465845826
a31	0.303898154	0.184512664	0.03467645268	0.0339021907	0.071001038	0.1636561126	0.2083533726
a29	0.3893170672	0.177431569	0.03235230494	0.0347480164	0.0635041964	0.1762665234	0.126380334
a31	0.38316811468	0.15618997016	0.03291008972	0.02386831916	0.0497272368	0.2238308254	0.130305476
a3	0.44498397	0.1392057986	0.03210971444	0.0325524454	0.0502403904	0.1600667634	0.1408409166
a31	0.4199689334	0.13193710274	0.03901767062	0.0284000689	0.048406879	0.245154387	0.0871149198
a24	0.3825334658	0.1198253606	0.0447631936	0.0442924092	0.076916772	0.1902195956	0.1414492128
a31	0.33487365792	0.105587583	0.0548965071	0.0494635634	0.0715128788	0.262214468	0.121451322
a39	0.2727020278	0.107878211	0.069457687	0.06628897	0.0938325694	0.214079578	0.1757609766
a31	0.20843027774	0.0998988758	0.0802003452	0.0752477722	0.100770362	0.235950408	0.1995019392
a33	0.1872510786	0.1157908916	0.0913700672	0.100329443	0.1033903528	0.22517832	0.176689846
a31	0.127401683	0.1100534158	0.1157142614	0.116204028	0.154531518	0.202038696	0.174056426
a23	0.13495238186	0.116516813	0.1061835292	0.11768221	0.1183546348	0.22580096	0.180509474
</S>	0.10978624888	0.103413118	0.1198625622	0.138273686	0.161810298	0.189509598	0.1773445212
