 	la	pasta	vuole	sale	</S>
a8	0.200406434	0.227059736	0.176376154	0.20780228	0.1883553728
a31	0.2731869548	0.227093058	0.125965042	0.257895078	0.1158598196
a28	0.300050208	0.224353214	0.150551824	0.255069638	0.0699751216
a20	0.2549701148	0.263143366	0.152604786	0.2378275048	0.0914542144
a31	0.242109178	0.226247802	0.1677471772	0.2466698466	0.1172260166
a11	0.277292728	0.252942336	0.1480092512	0.23285173	0.088903964
a18	0.197921296	0.232469496	0.1279547476	0.2942795072	0.1473749966
a15	0.1655085504	0.239631802	0.138286748	0.290156154	0.166416751
a31	0.15834313	0.220558422	0.13212371	0.272415376	0.2165593594
a20	0.132516419	0.152966544	0.1387381328	0.258682094	0.31709679
a6	0.1255491916	0.1571789008	0.1257699644	0.34311945	0.248382516
a20	0.1202688398	0.137174945	0.1296650928	0.356091834	0.256799296
a21	0.1314776214	0.11484874	0.127516356	0.4144925	0.211664738
a20	0.154300479	0.1421897348	0.1280182066	0.327641924	0.247849684
a0	0.1577743666	0.1394855422	0.133368048	0.30244779	0.26692428
a31	0.1590638536	0.1397331512	0.1402434352	0.258659484	0.302300054
a39	0.16712913452	0.159691006	0.156659384	0.218242458	0.298278028
a31	0.16671470144	0.14895532816	0.153768336	0.258404704	0.27215694
a35	0.18222582712	0.1672402364	0.151982428	0.21022454	0.288326972
</S>	0.17140112188	0.1686937888	0.172912842	0.238046492	0.248945752
