 	mia	sorella	ancora	non	è	venuta	qui	</S>
a8	0.138323754	0.1116423404	0.110064906	0.107022605	0.0939880876	0.1431704492	0.163990642	0.131797182
a23	0.107837839	0.0869737154	0.14051863	0.122515546	0.0712809452	0.233352126	0.1212513836	0.1162698232
a31	0.0917768072	0.0878359352	0.129268636	0.129331278	0.1253842638	0.1991646732	0.1170280094	0.120210386
a8	0.1740323372	0.10789077	0.1441600908	0.125212269	0.058036686	0.223080598	0.0962139554	0.0713732874
a20	0.1105268862	0.0916204252	0.152053127	0.13476269	0.0973701608	0.206861014	0.107767276	0.099038443
a24	0.122438446	0.1048893302	0.146647634	0.169673106	0.085509233	0.1915183338	0.098223476	0.0811004692
a31	0.1550251724	0.0945724854	0.123891296	0.1764093438	0.1105577816	0.2065372134	0.069173394	0.0638333052
a20	0.110116248	0.1047369166	0.1310288058	0.1587924008	0.0844285984	0.2738668152	0.0532981508	0.083732071
a31	0.0807325246	0.0816110502	0.113421369	0.1430814698	0.0750604637	0.3085427886	0.0812931582	0.116257179
a37	0.1405720522	0.0890460332	0.132974724	0.120696876	0.0722277026	0.3122990144	0.05082668722	0.081356892
a41	0.0692374466	0.0596594386	0.0712770778	0.0746943754	0.053433066	0.3938306652	0.0826802279	0.1951877142
a37	0.0493802692	0.0393488076	0.0605986752	0.0773996424	0.0688140712	0.3701288136	0.1364472159	0.197882497
a13	0.0624531388	0.0447444867	0.0666838722	0.0902425024	0.0683557476	0.316126058	0.1074989678	0.24389524
a38	0.0498517743	0.0398960808	0.0589865258	0.08771066	0.0653333318	0.293180984	0.110220609	0.2948200344
a35	0.0483318558	0.0393343004	0.052968283	0.0840623732	0.0639250208	0.3047569388	0.1104962988	0.2961249222
a39	0.0481265261	0.0379628144	0.0503003932	0.0823357804	0.06276029548	0.2958262896	0.103334843	0.3193530868
a35	0.0533847374	0.0432144782	0.0506107794	0.0871591376	0.0532937592	0.3096481058	0.08567164988	0.3170173618
a20	0.0498307842	0.039214305	0.0492229933	0.0817491878	0.0543865454	0.2928851864	0.11257062	0.3201403428
a31	0.0603033132	0.046692975	0.047267502	0.087085557	0.0619112928	0.328738505	0.0925586574	0.2754421724
a46	0.0998261816	0.051511968	0.0393310884	0.0602701169	0.0495065208	0.335921102	0.0755894994	0.2880435216
a37	0.076702438	0.0564283922	0.0472343678	0.0650017152	0.0739150106	0.2603738954	0.1296489448	0.290695233
a17	0.0862826194	0.0577724244	0.05187201846	0.0610567248	0.0663379216	0.2335506492	0.1613781984	0.281749441
a31	0.090456773	0.0645234118	0.057002519	0.0686320691	0.0706799018	0.22374387	0.1599185748	0.265042834
a20	0.1052941156	0.08413884286	0.06608222084	0.07257787442	0.0765247168	0.190404853	0.182234466	0.2227429008
a39	0.07261722674	0.06704433634	0.05878527312	0.0772578338	0.0842285399	0.1847486678	0.217666588	0.237651555
a31	0.0788884144	0.07415348666	0.06387124104	0.07424039746	0.082619375	0.177141863	0.233234396	0.2158508288
a33	0.11322009968	0.09303436684	0.0737201773	0.0767551751	0.0820800138	0.1583463104	0.192294816	0.2105490292
a21	0.0838926286	0.08690920384	0.07650931492	0.079964449	0.094579066	0.1396067696	0.239427802	0.199110756
a31	0.07498071814	0.07855458824	0.073909349	0.0750797532	0.086511552	0.1493400046	0.237073374	0.224550645
a29	0.11705783814	0.099391642	0.079291793	0.07897260028	0.0872410268	0.140841064	0.2056723836	0.1915316492
a31	0.08809967552	0.0905546753	0.0794152249	0.0810391728	0.0956149144	0.1261478354	0.23553717	0.203591316
a8	0.122533285	0.1032412536	0.082603801	0.0832524546	0.0954885	0.1297268868	0.2100579652	0.17309585
a31	0.09056436114	0.0928306338	0.0824958406	0.0843824484	0.1060364728	0.134386812	0.2234654672	0.185837983
a17	0.11293381004	0.1012156786	0.0845318358	0.0845207267	0.0987244092	0.127476114	0.20783214	0.18276528
</S>	0.08943606056	0.0926557856	0.08277548174	0.086927298	0.107171142	0.118682418	0.227255987	0.1950958152
