 	il	vestito	della	sposa	deve	essere	bianco	</S>
a20	0.10984477	0.1140589056	0.111275354	0.107140624	0.0941330082	0.097235016	0.209956332	0.156355964
a31	0.1587548066	0.1314478879	0.1728419112	0.12507235	0.02602593388	0.0706890608	0.182082108	0.1330859288
a7	0.279293652	0.1573137214	0.154705752	0.1052539048	0.02783292132	0.0353617548	0.147480461	0.0927578372
a31	0.218135082	0.1483853074	0.171672636	0.144534276	0.0337113446	0.0599944591	0.1486969974	0.0748699068
a21	0.25310774	0.1545164284	0.1793210672	0.1392388928	0.03599705132	0.0672300091	0.1166431184	0.0539457069
a31	0.246468568	0.118388256	0.180222668	0.124993252	0.030880187	0.05375562306	0.1202062372	0.1250851928
a11	0.33694197	0.129124753	0.1502247676	0.0856417224	0.0308875388	0.04751309574	0.136537968	0.0831282306
a31	0.204299766	0.08568606274	0.182940069	0.1814536816	0.03154915954	0.0544534852	0.1294323258	0.1301854486
a46	0.195048258	0.06888545474	0.185159345	0.1269992761	0.0435957953	0.05649031574	0.1767708948	0.1470506478
a31	0.139203424	0.0672221422	0.209406436	0.0885736118	0.0566069988	0.0912987672	0.196517007	0.1511716232
a17	0.14481076	0.0684724014	0.11978992356	0.10647179606	0.0624547488	0.0709394042	0.207715598	0.2193453488
a20	0.139192492	0.0787010758	0.1204852464	0.080892109	0.0940646252	0.1230691818	0.19314956	0.17044573
a31	0.1230788512	0.0833898388	0.0797628812	0.0854644698	0.12494397	0.15310879	0.1887099304	0.161541316
a20	0.1317687304	0.0840797368	0.0747749461	0.08741237222	0.1243732716	0.1105215302	0.1742744486	0.212794986
</S>	0.108987104	0.0868367996	0.0749218604	0.078115978	0.1618329512	0.12790398	0.1649369508	0.1964643892
