 	Anna	ora	sta	vicino	a	me	dormendo	</S>
a8	0.1518639078	0.1194773684	0.1029883458	0.1029416928	0.126471994	0.159045699	0.0830527058	0.154158274
a31	0.163652764	0.180847596	0.138937254	0.0888633846	0.1061878732	0.129222108	0.1121231202	0.0801658892
a8	0.1607697466	0.184968342	0.1290383298	0.1191593294	0.1218343864	0.1322428712	0.086892484	0.0650945087
a31	0.1440276638	0.183480482	0.1241890052	0.1287226348	0.137103758	0.141296288	0.0607500198	0.0804301384
a17	0.1398025752	0.193210374	0.161661389	0.127993198	0.1327678004	0.130350165	0.0678896548	0.04632482106
a18	0.1173630956	0.177522881	0.130880436	0.1274938628	0.122475629	0.1611571414	0.0831531923	0.0799537696
a31	0.1297651352	0.195373264	0.1256838786	0.0994820552	0.131082364	0.180240613	0.066372925	0.0719997448
a17	0.1124744568	0.168436524	0.0842321012	0.1420437076	0.1342190096	0.2208416848	0.0680528148	0.0696997122
a30	0.0903643945	0.140646541	0.0771477906	0.1462142744	0.1164901268	0.2199942086	0.113697016	0.09544565706
a17	0.0923890932	0.1330702812	0.0791193404	0.1140769864	0.129713737	0.23517846	0.112881417	0.1035706586
a39	0.0927580062	0.1307776612	0.070959025	0.131075421	0.1189780072	0.2375059756	0.087774279	0.1301716128
a17	0.0990903996	0.138022001	0.0933680836	0.1257375672	0.1216098512	0.2443668604	0.096680151	0.081125064
a31	0.0964081116	0.1415678412	0.0920396944	0.1400109856	0.1252506998	0.2310334724	0.0932845324	0.0804046942
a17	0.0878418352	0.122842869	0.071743308	0.1559154524	0.123581724	0.2286136482	0.0692155852	0.140245558
a20	0.0944868882	0.1079508894	0.0673393736	0.1730300852	0.121387289	0.2179780114	0.096307211	0.1215202526
a27	0.103751925	0.125785588	0.0922028392	0.18375065	0.113448924	0.184391166	0.102186386	0.094482502
a20	0.1015656332	0.12283012	0.0743159514	0.163374596	0.1193387406	0.177863906	0.1369420096	0.103769039
a31	0.1044109458	0.126346998	0.1018064972	0.1709067948	0.119015963	0.1819000928	0.0899835954	0.1056291134
a18	0.1036305936	0.1021993292	0.0763367074	0.219643333	0.1110530974	0.167764897	0.0672286418	0.1521433802
a31	0.1050220686	0.1034345852	0.0757277868	0.1923006958	0.1076706584	0.1457366334	0.0820328494	0.1880747286
a13	0.121439659	0.1088407808	0.0907394888	0.195082908	0.0971718904	0.1314854184	0.0939843272	0.161255536
a20	0.1497989508	0.1055118664	0.0900889456	0.1431919868	0.11234570836	0.1188485844	0.0958770484	0.184336904
a31	0.13790466852	0.1085169032	0.096923221	0.1562268194	0.1116040192	0.11863819	0.1164731652	0.153713005
a28	0.1107385822	0.1117330924	0.090916185	0.1691526016	0.0941360222	0.118706453	0.132675721	0.171941316
a31	0.1582677864	0.1019046104	0.0985584184	0.150026832	0.1033559178	0.119462019	0.1073673474	0.161057058
a8	0.111106068	0.118004566	0.0962145386	0.1433023076	0.086357752	0.11104645	0.137835254	0.1961330752
a17	0.1230365986	0.1112540514	0.1067593292	0.152023881	0.107989259	0.1143002322	0.128563048	0.1560736172
a8	0.0957197766	0.108725102	0.10522779	0.159481235	0.1036774296	0.120496988	0.161668342	0.1450033372
a23	0.104252864	0.1141246266	0.1039975608	0.1530769204	0.109929136	0.123729954	0.1615806228	0.1293082948
a8	0.09654323414	0.1061268824	0.0988716576	0.144679949	0.1098220178	0.1036742976	0.1638045324	0.1764774356
a20	0.1073769132	0.117793499	0.1041268278	0.1448847616	0.1093549404	0.096859766	0.1607994472	0.1588038268
a31	0.095232973	0.1125659284	0.0991279884	0.1490327448	0.1048139906	0.1054870612	0.1660238824	0.1677154434
a39	0.125941589	0.1128512044	0.0971169054	0.157714336	0.0929118052	0.0915304274	0.1177550996	0.204178612
a18	0.11109782726	0.1141880115	0.1033376473	0.1584783294	0.0877383272	0.1071866276	0.1472453788	0.1707279
a37	0.10501836522	0.11724333554	0.1044127435	0.1554690028	0.0879802547	0.1110097218	0.1583502048	0.160516394
a31	0.09957195146	0.1151127817	0.10241113626	0.1473503894	0.0901804382	0.117987274	0.1683374812	0.159048542
a8	0.1107320145	0.10947393372	0.096228468	0.139848773	0.08656648094	0.098079871	0.1669612688	0.192109189
a23	0.1070899314	0.1126585532	0.107398639	0.145049663	0.096840793	0.1365319102	0.1466285902	0.147801918
a37	0.0979032126	0.1094127854	0.1059600698	0.1508343916	0.0879311478	0.1336545684	0.1630876154	0.1512162178
a8	0.098732482	0.11423054092	0.10438007808	0.1378099658	0.0848240372	0.1061088368	0.1842056968	0.169708313
</S>	0.11065438	0.1135411428	0.1083297426	0.1511794146	0.0926142854	0.0860906372	0.1175019832	0.220088391
