 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
a31	0.108674953	0.0833499728	0.0790874734	0.069946254	0.105689417	0.092366727	0.0870790374	0.0765446174	0.1652749378	0.131986605
a24	0.094716801	0.0780885804	0.0934527276	0.0895574032	0.2090221692	0.0455892206	0.0429977828	0.0960381808	0.1450533948	0.105483732
a31	0.1490888112	0.0947681674	0.0905250776	0.1090320588	0.1947546874	0.0385485086	0.04541636842	0.062666790934	0.1378533484	0.0773461784
a13	0.14373864	0.1041032642	0.1050077486	0.149611328	0.1607786292	0.0366796098	0.0469674536	0.05754405574	0.1228216926	0.0727475934
a18	0.114339903	0.1122266444	0.0838057866	0.1059808532	0.289220748	0.0353356476	0.03909099168	0.058987699412	0.09690843046	0.0641033136
a20	0.1041842042	0.0923715734	0.1012186568	0.1308755053	0.283404374	0.0346660278	0.04206230268	0.058668187044	0.094169965	0.0583792008
a31	0.12639647	0.1078131912	0.1016560238	0.0871534896	0.2911319152	0.0598327498	0.0480921703	0.04526025152	0.0853144037	0.047349312
a37	0.114408398	0.123768564	0.0814010312	0.069533685	0.2872415738	0.0727071956	0.04948410088	0.04755034336	0.0940899748	0.0598151094
a31	0.0896156708	0.0922585626	0.0853313076	0.0820837466	0.344291299	0.048901108	0.03368290514	0.070294736188	0.0756806922	0.0778599612
a11	0.0974557742	0.1042253984	0.0758920424	0.068638751	0.353430408	0.0672201014	0.04352569704	0.045214422006	0.0837058618	0.0606915229
a31	0.0810047322	0.0652178766	0.0652844408	0.073610089	0.3971121108	0.0477886448	0.03176866884	0.07401476794	0.0751982478	0.0890004254
a11	0.0843141996	0.0716894498	0.057885349	0.0587620962	0.421482819	0.0556298303	0.04903931546	0.039219985632	0.0780233404	0.08395363374
a31	0.0717623231	0.0535005596	0.0571202372	0.0649445142	0.4186000232	0.0531952018	0.0336614324	0.07471731776	0.07699975	0.0954986512
a11	0.074114774	0.0515093646	0.0420527102	0.0510046998	0.438679488	0.0494737302	0.05367899306	0.03639365962	0.0789915318	0.124101087
a31	0.062471884	0.0490986208	0.0526058774	0.0601724574	0.4273723108	0.0509521276	0.0373695702	0.06811299742	0.0799009677	0.1119431926
a13	0.0686884852	0.0454284036	0.0378234568	0.0482580214	0.4138941473	0.0508398892	0.0693208147	0.03639151572	0.0846700966	0.1446851684
a31	0.0665334836	0.0474160182	0.0460453174	0.0651733186	0.3900684104	0.0499169358	0.0466446312	0.06771141636	0.1052521452	0.1152383588
a18	0.0831748396	0.0618742464	0.0466075272	0.0592879108	0.31274378696	0.0642048484	0.08044288	0.04165028372	0.0998916372	0.1501220044
a31	0.0828752016	0.0536187776	0.0502894365	0.08209045554	0.27687130828	0.058579203	0.0588437672	0.0658465742	0.168641394	0.1023439122
a10	0.0947300414	0.078727036	0.0644197968	0.0828030458	0.1840624983	0.0719337238	0.073066395	0.0525668876	0.134009586	0.163680992
a7	0.0892350784	0.0638584252	0.0546654572	0.06574944324	0.24813889616	0.0548785552	0.0683211976	0.06861789454	0.16825841846	0.1182766304
a31	0.09511717506	0.0769189294	0.0712789021	0.0953658042	0.1728652834	0.0597664788	0.0720794306	0.1220984724	0.1196868836	0.1148226348
a20	0.0937832522	0.084820672	0.0791727698	0.1026464344	0.10741213144	0.0734150412	0.075793454	0.0669866308	0.1692021894	0.1467674454
a31	0.0923102334	0.0910920636	0.0830064794	0.10473714874	0.09567646226	0.0626891466	0.112863496	0.0755716954	0.159639788	0.1224134724
</S>	0.0972140002	0.0909995168	0.08578098	0.0908798388	0.07479183762	0.0761327478	0.08356209	0.0748392044	0.1847351532	0.1410646184
