 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a31	0.0942371032	0.0736998662	0.0914385768	0.0812207864	0.0890102242	0.1230246186	0.1255721426	0.102925737	0.096954456	0.1219164916
a41	0.0728431432	0.0658091138	0.2059638222	0.1436163468	0.099376947	0.106271051	0.0990073154	0.053967914	0.0731649424	0.079979419
a31	0.1168111574	0.078490345	0.1437725706	0.1579381794	0.111056958	0.08568844892	0.0789540484	0.04582233842	0.084402898	0.0970630683
a20	0.110193986	0.0817734068	0.130446915	0.147432768	0.1412393972	0.0909860916	0.1129794158	0.04283168188	0.09127977286	0.050836558
a31	0.090213809	0.0894915328	0.1874622162	0.1513605842	0.1071408842	0.1009519728	0.0904522134	0.04285952453	0.05013436814	0.089932891
a37	0.0879671276	0.0920741176	0.1492716468	0.1805433728	0.1380398512	0.1001838284	0.116015823	0.04164823186	0.04091566628	0.0533403633
a16	0.0799296338	0.0801730622	0.1562395498	0.186225724	0.1112632272	0.1044213396	0.0953332036	0.040406321012	0.06419498198	0.0818129908
a35	0.0733499594	0.069526244	0.182201233	0.1653813744	0.1109728948	0.098494678	0.0893109574	0.04396902632	0.077592511	0.0892011596
a24	0.0770234662	0.057884552	0.1635930636	0.1642112908	0.1199602406	0.0984590871	0.098928802	0.0404076232	0.08672869444	0.0928031236
a31	0.0901104706	0.06490533326	0.1087245014	0.154798315	0.141176472	0.1101445728	0.0954409777	0.0467014488	0.0619317932	0.1260660916
a39	0.0947559922	0.0660913408	0.143928351	0.1587988452	0.145567508	0.14474036	0.115755733	0.0396262374	0.03628491404	0.05445072712
a31	0.0549703432	0.0455281784	0.0856330058	0.1457852942	0.171194242	0.1530229744	0.1258681066	0.0418905807	0.05916952644	0.1169377672
a20	0.0592491818	0.0497849722	0.107489973	0.1539594382	0.1741954652	0.1657361572	0.1376892778	0.04538986	0.04292927128	0.06357638028
a31	0.048877401	0.037850239	0.0841643174	0.1396476712	0.182457037	0.158650723	0.1376971134	0.05691850456	0.08708793358	0.06664905132
a3	0.0571637062	0.0435079086	0.083783922	0.1242454152	0.151668482	0.190122541	0.147764658	0.0558796364	0.0593387977	0.0865249252
a20	0.0438303594	0.037356481	0.0783121126	0.1171271536	0.152352428	0.1779232714	0.1441651448	0.05970135726	0.11493349184	0.0742982006
a31	0.0402311222	0.03636411348	0.0736470444	0.1119741112	0.165467496	0.160125613	0.156721848	0.0572177794	0.09328043106	0.1049704394
a37	0.0568940328	0.03710345436	0.0792149702	0.1069052812	0.1399531534	0.175522674	0.149925405	0.0648376352	0.0880934222	0.1015499742
a31	0.0469847812	0.0402452092	0.0715877654	0.0994732928	0.1484086766	0.15764541	0.137318742	0.0672447084	0.1305721181	0.10051931056
a20	0.0639005722	0.0443795312	0.0775848088	0.0975021334	0.1251346138	0.151375298	0.1297576884	0.0688392968	0.12520290254	0.11632316
a28	0.0519715694	0.0469242492	0.0768668961	0.0956762746	0.142843317	0.1286244226	0.110656751	0.0619025454	0.1528949033	0.1316390988
a31	0.047581949	0.0438795102	0.0666902656	0.092353147	0.1318205286	0.1253111888	0.141767536	0.0999082128	0.1135734416	0.137114224
a20	0.0735098024	0.0575565188	0.0643432404	0.0853078602	0.09636609166	0.1287893562	0.119318322	0.0836366788	0.1701591898	0.121012946
a31	0.0492736038	0.04801421468	0.06953933126	0.08175223148	0.1199356938	0.1105768138	0.1095512424	0.0906264054	0.1680450458	0.1526854116
a33	0.0864482604	0.0682146466	0.0639598098	0.0680469682	0.0859691416	0.0973094238	0.12380481	0.102746514	0.159113334	0.1443870684
</S>	0.0614818182	0.0607361678	0.0595304194	0.0629614334	0.0897197776	0.0898249468	0.100604274	0.141860472	0.160542954	0.1727377322
