 	un	forno	che	fa	buon	pane	</S>
a31	0.182240234	0.119789342	0.1099610288	0.1222881956	0.159740336	0.1634694868	0.14251137
a20	0.1141193027	0.1076390908	0.113484782	0.148377102	0.20676984	0.200197506	0.1094123596
a28	0.123772866	0.1136049712	0.122369761	0.219790536	0.1980654572	0.144461032	0.0779353772
a31	0.141094315	0.1070839848	0.1077529888	0.176213106	0.190838698	0.186543984	0.0904729258
a18	0.1226870956	0.1005093346	0.0907954798	0.1815006032	0.243973442	0.1943585316	0.0661755018
a13	0.1038228772	0.0811461284	0.1003216822	0.1298806292	0.249670967	0.24747146	0.087686264
a39	0.109123387	0.0724727488	0.0998225648	0.1171647098	0.252183866	0.254371762	0.0948609732
a20	0.1039185902	0.08032172	0.0949699976	0.115415066	0.259381431	0.245248902	0.1007442422
a31	0.0983159968	0.0946092386	0.0883869618	0.1039641906	0.260307838	0.2398439332	0.11457185
a20	0.0857712444	0.0742434722	0.0749569524	0.0829062712	0.2633702912	0.304287574	0.1144642088
a39	0.0725211714	0.0800449052	0.0722337502	0.0793572366	0.269362538	0.267409934	0.159070472
a18	0.0732479402	0.0658639922	0.0713526808	0.1003857594	0.248004892	0.259007162	0.1821375706
a39	0.0957210626	0.0716164964	0.0694409776	0.0962579796	0.2228543928	0.258116962	0.1859921376
a46	0.0889233068	0.070497306	0.0714106892	0.0887606564	0.21513304	0.253216716	0.2120582724
a38	0.0824378586	0.07975412	0.072066369	0.0746311494	0.214648768	0.273149156	0.2033125752
a39	0.0737343132	0.076944621	0.0800584142	0.0908541746	0.183667388	0.252802744	0.2419383688
a31	0.0790735756	0.0918360544	0.0849417192	0.104705799	0.172693262	0.228447372	0.2383021948
a18	0.0935068522	0.107222932	0.091434392	0.12542469	0.1598383326	0.18360812	0.23896465
a31	0.0928058299	0.09691071926	0.08935171006	0.1002125214	0.1577172008	0.2274143508	0.235587688
a41	0.097195028	0.0943132736	0.0981058736	0.1166734052	0.1467382668	0.167571394	0.279402756
a35	0.0943945807	0.10688389628	0.0923095964	0.104355158	0.1633762458	0.212612468	0.226068042
a31	0.08530942476	0.1055424193	0.0872385312	0.109959806	0.180453461	0.1925444188	0.238951952
a28	0.1090619254	0.1004497208	0.105704435	0.113926512	0.157207324	0.207504984	0.206145108
a27	0.08775812224	0.1026550166	0.0916868108	0.1045910578	0.207966944	0.200580441	0.204761594
a13	0.08666477852	0.0980756975	0.0921562298	0.125009662	0.187532764	0.200596356	0.209964492
a46	0.08252342052	0.0957869748	0.0908666452	0.131469949	0.187076168	0.190533522	0.221743344
a24	0.0994080123	0.10729833694	0.0990792408	0.112588247	0.1699993764	0.187773597	0.2238531748
a39	0.09824182052	0.10530407926	0.1067141722	0.1134240972	0.1520237484	0.1938710712	0.230421002
a31	0.09807716584	0.09888464876	0.098826194	0.1188562768	0.149968628	0.2208577488	0.214529326
a11	0.1079071468	0.09819748692	0.099302547	0.1119139348	0.182574717	0.20734969	0.19275446
a31	0.0953595564	0.10228103466	0.096060457	0.126380327	0.19174527	0.2026903	0.185483082
a21	0.11727976868	0.0991941778	0.102897505	0.111705812	0.166715907	0.21348404	0.18872281
</S>	0.10220623608	0.0974510736	0.1132647678	0.13342476	0.175518464	0.19517702	0.182957656
