 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
a8	0.1096360398	0.0901159854	0.0861983078	0.0915203148	0.0917557354	0.1174399578	0.123054172	0.153226093	0.137053399
a13	0.1070256394	0.0710932615	0.089794298	0.0939802642	0.0802526424	0.1194189668	0.098920868	0.211475561	0.12803847
a0	0.1101779144	0.0725412216	0.0895937134	0.0921367416	0.0931412942	0.1075160414	0.086996619	0.247818604	0.1000778772
a31	0.161880912	0.14288307772	0.1065408606	0.1047418564	0.085683466	0.1030916784	0.0855983708	0.1234175108	0.0861622858
a18	0.152472856	0.13640242652	0.0954431946	0.0951532636	0.0614900956	0.13637777	0.0663640854	0.164091708	0.0922046272
a31	0.140520088	0.08703986286	0.1177381836	0.083942566	0.0759581356	0.1232562732	0.0649076776	0.2001190326	0.1065181638
a28	0.139506798	0.0905567676	0.12441552188	0.0747872884	0.0474849283	0.139340252	0.0553252026	0.2332407556	0.0953424718
a20	0.0914768072	0.0596797076	0.0842454184	0.057712426	0.0504341922	0.196126442	0.058416526	0.2287524894	0.1731559478
a31	0.0855743632	0.0497538702	0.0836636844	0.05651736468	0.04529772014	0.1821706572	0.054268937	0.240164088	0.2025893228
a7	0.1084146884	0.0832563316	0.1143539913	0.0708922564	0.0440721844	0.185636692	0.082284002	0.2089836348	0.1021062384
a38	0.0579643158	0.0433499498	0.0826983212	0.05702937548	0.0444555484	0.185461574	0.0571101958	0.2844849312	0.1874458338
a24	0.0547042868	0.0378612896	0.07955776312	0.0573821662	0.04224298572	0.1641545302	0.0510476544	0.278174806	0.2348745584
a46	0.0624031768	0.0463736304	0.0832313598	0.0604005134	0.04756630466	0.1524006184	0.0516589606	0.268068574	0.2278968948
a31	0.062419745	0.051374634	0.0919507133	0.0832384246	0.05066133834	0.151822198	0.0630448472	0.225372094	0.2201160004
a38	0.0985111476	0.0767026936	0.1065756862	0.0818749799	0.047770114	0.143973416	0.057891324	0.2348668234	0.1518338144
a31	0.0700785408	0.0547409542	0.1010207566	0.0837786562	0.049051396	0.139313365	0.071959191	0.2369172252	0.1931398928
a13	0.0866017488	0.069228768	0.107598879	0.0768036496	0.0520099868	0.136931321	0.0621317162	0.2163134912	0.192380445
a31	0.0700389188	0.055352725	0.1072779506	0.0831911618	0.0516843598	0.1450238506	0.0739254928	0.253553857	0.1599516768
a8	0.0864105594	0.082577691	0.1115872648	0.076289573	0.0601150104	0.143254044	0.0632741956	0.208769352	0.1677223306
a20	0.0729793512	0.0734376842	0.100732167	0.0787946414	0.0562158542	0.1477095676	0.10940443	0.26335273	0.0973735596
a31	0.075263713	0.0793612004	0.1063270678	0.0974319866	0.0713892326	0.145785106	0.0964378648	0.2255395172	0.1024643298
a15	0.0891046438	0.076458611	0.1019083064	0.0980017076	0.0761644518	0.113751056	0.0707088218	0.211367124	0.1625352934
a31	0.0934638794	0.0853277222	0.09704713354	0.09359184764	0.0645050488	0.1196635316	0.087346724	0.205390413	0.1536636498
a20	0.0806072766	0.0800416338	0.112565864	0.1155773582	0.0914976488	0.0900869438	0.0859606482	0.1848850676	0.158777527
a39	0.1310426976	0.088518099	0.07652484212	0.08605165608	0.0763106588	0.0937064156	0.104278358	0.1945471362	0.1490201468
a31	0.1083455036	0.0906729308	0.0858060177	0.09978939374	0.0709736722	0.123858447	0.0978658456	0.200742656	0.1219455508
a8	0.0863964898	0.090132164	0.1192426648	0.1245419726	0.0907369518	0.0820269188	0.092652726	0.171732534	0.142537553
a31	0.1096919772	0.0955957384	0.096956985	0.1101257406	0.0793295316	0.0849413612	0.13216697	0.150412996	0.1407787012
a37	0.0827516434	0.0926958036	0.119602949	0.1287182604	0.0931034974	0.0772222862	0.0993681236	0.1567424374	0.1497950018
a20	0.0924093294	0.083051407	0.093611964	0.1153593622	0.085106297	0.0913466828	0.1133316986	0.153954697	0.171828554
a8	0.0833898432	0.085203066	0.0902181075	0.116443287	0.089110539	0.114400278	0.111508466	0.186119098	0.1236073068
a20	0.0871936874	0.0915255528	0.102062272	0.1197513496	0.0914310808	0.1120040412	0.114111747	0.17405233	0.107867935
a31	0.06808923648	0.0805834142	0.0991563656	0.1176133372	0.092407824	0.12682711	0.1055951824	0.1772621504	0.132465394
</S>	0.0959958708	0.0931674484	0.1057639104	0.1225184734	0.0817868854	0.0879446968	0.088539951	0.1325475674	0.191735176
