 	dovevo	comprare	il	pane	ogni	giorno	</S>
a31	0.1489441246	0.1047206206	0.131101039	0.136126556	0.139044444	0.168260812	0.171802422
a28	0.159645674	0.0885849794	0.147343303	0.109238938	0.162914194	0.2349582972	0.0973146048
a11	0.1598011876	0.1170297462	0.139682328	0.1031242568	0.154724306	0.2151159526	0.1105222136
a31	0.141680758	0.101940269	0.1369188412	0.0976123254	0.1479662128	0.2680192404	0.1058623572
a37	0.1345696638	0.09467327932	0.1609013406	0.0965049144	0.1707753668	0.2638103492	0.078765098
a31	0.1124010322	0.0680168469	0.0937626186	0.0891057238	0.195629554	0.317750432	0.1233338002
a20	0.1541851484	0.1066040816	0.1161361386	0.0805111042	0.152420306	0.2668515128	0.1232917012
a46	0.0983485624	0.0621155166	0.0936070746	0.1103135604	0.1766834708	0.313899108	0.1450326726
a31	0.1104864406	0.0835503176	0.1009944678	0.0978480644	0.1619703094	0.2960300308	0.1491203426
a20	0.1661363332	0.1067823056	0.1168939844	0.0716897518	0.1169794803	0.265907979	0.1556101774
a0	0.1017857036	0.0686242224	0.0885473822	0.0956711864	0.131179858	0.319056417	0.195135228
a31	0.117945403	0.0859090494	0.1094447492	0.1113337444	0.139912961	0.310573822	0.1248803068
a20	0.145918905	0.0938813336	0.1182745962	0.0791247946	0.1077896351	0.2615821756	0.1934285608
a15	0.1215789936	0.0843797636	0.1007912518	0.104334199	0.0926081252	0.290402136	0.205905508
a31	0.1850089204	0.1185693186	0.1274756684	0.1060885928	0.1114171008	0.2290970124	0.122343363
a18	0.139448308	0.1034940274	0.0938747072	0.0791088898	0.0961100804	0.272079408	0.2158845626
a31	0.1645820708	0.132882357	0.1245231332	0.091571404	0.0839114148	0.2096290824	0.19290054
a20	0.1524169791	0.11867330648	0.09674046656	0.0833354436	0.0944757014	0.240507192	0.2138509212
a18	0.180940148	0.138301734	0.122015104	0.0880538788	0.0870643282	0.2041457632	0.1794790448
a46	0.166691766	0.1387334368	0.136411278	0.1154055952	0.0999962748	0.173491758	0.169269898
a8	0.133787468	0.1223513626	0.1237504944	0.1134545964	0.13015669	0.20053002	0.175969366
a20	0.159810808	0.1301801376	0.12458771	0.126168542	0.138221286	0.149701627	0.171329891
a31	0.15493937	0.1206834666	0.1210420208	0.115673154	0.175183814	0.150372814	0.162105382
a46	0.181245589	0.13317097198	0.11564125106	0.0975662236	0.0963799354	0.1466028918	0.229393147
a31	0.1555429644	0.12097249648	0.1212915668	0.1041212852	0.1028782944	0.177960304	0.217233078
a24	0.1570958006	0.13671949588	0.11289500574	0.09887493988	0.1096633906	0.162609142	0.222142226
a31	0.143480634	0.12055337928	0.11752740678	0.1062529867	0.101573159	0.1958796812	0.21473277
</S>	0.1602264608	0.1409266956	0.1163077592	0.1021831336	0.109556855	0.17085038	0.199948696
