 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
a31	0.093397403	0.093283602	0.0885059796	0.097896877	0.097536248	0.113412116	0.118946072	0.1494686112	0.147553103
a16	0.0565883666	0.0607274956	0.0785998022	0.1350674962	0.149054546	0.229265738	0.1224445972	0.110406144	0.0578458186
a31	0.0592555508	0.0878025074	0.09221828	0.1369712812	0.141786144	0.179581199	0.1070649716	0.1092140152	0.0861060528
a24	0.0503773308	0.0757368548	0.0693550896	0.1095046358	0.163645362	0.173370783	0.126793258	0.128735747	0.1024809244
a28	0.0576535644	0.0726988918	0.0636425686	0.1132047334	0.138331535	0.158762783	0.1291596842	0.144339554	0.1222066986
a31	0.0659440246	0.075799887	0.0805826442	0.112530492	0.17161742	0.1574581274	0.1189339646	0.1465575752	0.0705758892
a41	0.044002423	0.0645441982	0.0554496494	0.085060464	0.1469394076	0.1787087878	0.148904226	0.1560636128	0.1203272196
a31	0.0424573377	0.06263189166	0.0588025262	0.0796602946	0.15755866	0.1415380754	0.147614452	0.173188868	0.1365479076
a28	0.0437126854	0.0412016196	0.0472315466	0.0739667014	0.1702043472	0.178823888	0.1676149028	0.156107087	0.1211372012
a20	0.0402008346	0.0505382626	0.0575609574	0.0748856608	0.159778004	0.164058752	0.17181034	0.165597806	0.1155694004
a46	0.0388135768	0.0473770914	0.0545151458	0.0666382734	0.19062794	0.18648624	0.1367897204	0.1400654072	0.138686605
a11	0.0469379756	0.05760611074	0.04970476992	0.0697492228	0.1509544048	0.15503961	0.16537279	0.1444927042	0.1601424024
a46	0.0441165684	0.06392218572	0.052324714	0.0667861452	0.1568031854	0.1978568158	0.146416274	0.138097077	0.1336770702
a31	0.0346831708	0.0687053949	0.051292693	0.07545787	0.140429294	0.177014174	0.162448328	0.155555678	0.1344134426
a17	0.0928979951	0.05474878154	0.0467550228	0.0479961628	0.1230190884	0.16616636	0.145153956	0.167583708	0.1556789455
a31	0.0289352794	0.0358015214	0.0474862784	0.0632765737	0.1489098354	0.2129115048	0.1482775716	0.17281631	0.1415851036
a20	0.0747601066	0.06366982986	0.0659489978	0.0676317264	0.115077647	0.153613262	0.1323734254	0.175960464	0.1509645392
a31	0.06944795396	0.0530385528	0.0552234838	0.0622502738	0.12302924	0.1979853996	0.1320130792	0.1655872646	0.141424751
a13	0.071156667	0.06169643088	0.0706645198	0.076123626	0.10836927	0.169870331	0.1163707106	0.175665264	0.1500831866
a18	0.0574875556	0.0558050659	0.0677723166	0.0721571816	0.101979918	0.1949019586	0.119946018	0.161023856	0.1689261244
a13	0.0465782174	0.0549787776	0.064565045	0.0725500008	0.0950440878	0.1997181528	0.148736576	0.172891498	0.1449376322
a31	0.03726578906	0.04579972794	0.0656137916	0.0715690274	0.101521063	0.1859376424	0.1530026002	0.1918866052	0.1474037606
a18	0.0696474568	0.0718712194	0.072017049	0.0676720066	0.0908732086	0.173830533	0.125159914	0.20195611	0.126972505
a3	0.04971929414	0.0584373208	0.0744529712	0.0814447054	0.0847969888	0.1890436628	0.139302836	0.1865013486	0.136300833
a0	0.0468418788	0.048673278	0.0668499222	0.0727132104	0.0892562964	0.2002030196	0.1669084692	0.181262086	0.1272918292
a20	0.044256401468	0.0430056214	0.05865269584	0.0699152756	0.0974795278	0.205311308	0.1656823488	0.193063484	0.122633345
a31	0.04260807873	0.05451722428	0.07806682494	0.083692574	0.1021676288	0.193950148	0.1486849222	0.18902347	0.1072891376
a13	0.0714364352	0.0765885392	0.086133806	0.0809743682	0.091427135	0.1610808666	0.1277925994	0.1894576132	0.1151086738
a31	0.05972653736	0.0660410764	0.0840361686	0.0875596512	0.0828984336	0.142974622	0.1405125882	0.179651555	0.1565993942
a20	0.0886658772	0.0875128238	0.1017920318	0.0991658206	0.091828293	0.107063819	0.1075823148	0.174125706	0.1422632928
a13	0.070495503	0.082341417	0.0941624358	0.0985039162	0.0883832196	0.122762105	0.136707638	0.159637531	0.1470062448
a20	0.07022529	0.0714349722	0.0842169296	0.0846919554	0.084799822	0.145954724	0.1487353654	0.166789446	0.143151496
a31	0.063770350446	0.0725489386	0.087452227	0.0910139396	0.083220444	0.146631512	0.149602268	0.16610406	0.139656252
a17	0.09235015864	0.0880607246	0.1055173678	0.1045642794	0.0883903698	0.0957147126	0.121409665	0.175328478	0.1286642434
a20	0.07691173652	0.0755764622	0.0873482336	0.0849044828	0.086981626	0.12252934	0.14206407	0.168166924	0.155517112
</S>	0.06891806948	0.0733002844	0.08338478166	0.0822721726	0.0805528172	0.1400788648	0.1511124408	0.1716202868	0.1487602708
