 	avete	cucinato	le	verdure	</S>
a29	0.268640092	0.167403378	0.253835844	0.137739407	0.172381296
a38	0.293237486	0.152299751	0.224498784	0.18413079	0.1458332084
a31	0.413573674	0.1200927622	0.224764931	0.138603604	0.1029650366
a11	0.401928546	0.1232728975	0.248458206	0.1318436442	0.094496704
a37	0.287099245	0.1072841582	0.241737826	0.2293772778	0.1345014912
a11	0.273966838	0.0924180205	0.253807655	0.2060039168	0.1738035992
a31	0.266801266	0.0894990072	0.245299084	0.1964408496	0.201959802
a20	0.229972938	0.131650895	0.201512286	0.241913343	0.194950544
a31	0.1886185586	0.144168539	0.20104387	0.234406482	0.231762554
a39	0.1765637468	0.18218719	0.147190208	0.211937876	0.282120978
a13	0.2004257574	0.1520077246	0.168631852	0.22782709	0.251107562
a18	0.1829495686	0.149944844	0.197662115	0.290971161	0.178472304
a39	0.2021984282	0.1364241952	0.2120208022	0.280408448	0.16894813
a31	0.2301074722	0.1353834268	0.2127482268	0.227805242	0.193955662
a46	0.22208593864	0.13923795992	0.1662182466	0.14752563	0.32493223
</S>	0.182205267	0.1501656038	0.184876745	0.201299512	0.281452884
