 	sembra	che	il	ladro	è	entrato	da	qui	</S>
a31	0.138063483	0.0889496158	0.1168166148	0.104100542	0.0994144342	0.0859872052	0.121808906	0.141133166	0.1037260392
a28	0.05199378696	0.0722300324	0.0981967896	0.2074350278	0.131914084	0.06822713494	0.137561136	0.12845376042	0.103988273
a37	0.05649449732	0.1059291204	0.114569112	0.2089665474	0.2057706864	0.04987950286	0.083499421	0.106018852	0.0688722064
a31	0.07366186862	0.1190150356	0.1171164036	0.207003952	0.1859772252	0.0280539246	0.0993381146	0.10055597376	0.069277454
a11	0.07255397908	0.1537334114	0.127906157	0.2212625248	0.1906568628	0.0265427248	0.0994968912	0.05561989938	0.05222753106
a31	0.05630394514	0.1036157158	0.1215135404	0.220616482	0.1078765582	0.03360688	0.1582176752	0.09798370188	0.10026547896
a20	0.06621043888	0.116516136	0.1319893474	0.235034622	0.124653372	0.03220970786	0.1406822686	0.04841582146	0.10428826106
a31	0.06251941068	0.1118782912	0.1011595322	0.265428107	0.1246062588	0.03741710852	0.1315646714	0.06460795444	0.10081865012
a39	0.07780290892	0.0887770474	0.1127834738	0.278433274	0.125925746	0.037643001	0.1232666938	0.05066368342	0.10470419064
a31	0.06176190276	0.0903132968	0.10852788	0.285573411	0.1286440686	0.052100281	0.1088536104	0.05528790944	0.10893763368
a13	0.0885648776	0.071811825	0.0923364204	0.313035096	0.1140000504	0.047538614	0.1075417144	0.05204791686	0.1131234536
a31	0.0694339854	0.0776252072	0.1037784852	0.287501902	0.1163791168	0.0521953444	0.0930284882	0.0601521461	0.13990532412
a13	0.0995437662	0.0748430734	0.087576613	0.3186450744	0.0924464606	0.05873406292	0.0811941224	0.0659524861	0.12106434808
a31	0.07301809772	0.0677062112	0.100679442	0.2903641338	0.1065159112	0.0550669478	0.0832299534	0.09657331774	0.1268460016
a39	0.1006352732	0.0827873834	0.087405916	0.280092861	0.0815484052	0.0695937574	0.0809200662	0.095217391	0.1217989504
a11	0.06791758946	0.0690086606	0.0921922032	0.2892691018	0.097089005	0.0742550322	0.0848622914	0.110119247	0.1152868904
a46	0.0863432572	0.0688020945	0.085080115	0.23675211	0.0795898088	0.082590064	0.088542184	0.1536364856	0.1186638654
a18	0.09188543788	0.0603749615	0.0632859568	0.21096043366	0.0865849914	0.1047142806	0.1363308178	0.114338132	0.131524958
a31	0.1039414396	0.07976730048	0.0772792224	0.1538443724	0.0838358472	0.1199992414	0.121455057	0.1211691166	0.1387083952
a39	0.113107912	0.10771663566	0.0932706382	0.12130126026	0.0665594566	0.103219049	0.081589404	0.1371862008	0.176049455
a18	0.1264396236	0.08371122596	0.087671003	0.0990972321	0.07612829	0.1120288452	0.1146569608	0.156455546	0.143811271
a46	0.116003609	0.08835207708	0.08193922284	0.0968313628	0.084144867	0.120978018	0.1129387168	0.16641212	0.1324000292
a31	0.0976748482	0.07913965854	0.0792455254	0.1020844356	0.1128899296	0.1291303482	0.121508312	0.138117225	0.140209707
</S>	0.09696325206	0.1085766658	0.0912650834	0.07114923416	0.07221607	0.1153445924	0.09815559	0.14998442	0.196345109
