 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a31	0.0498427064	0.043433073	0.064034729	0.0528696408	0.055978683	0.0564784998	0.071844982	0.0604074034	0.0741521246	0.0990735972	0.0830397434	0.092601252	0.106466358	0.0897771584
a27	0.037678889	0.02681914176	0.049895422	0.0548051661	0.0546311946	0.0625525048	0.0958698386	0.081445895	0.058014079	0.096411372	0.069488528	0.1062318526	0.1163154792	0.0898406248
a20	0.0583509332	0.05702495832	0.1191942902	0.057222333	0.0568079174	0.0686637688	0.08134145	0.076336975	0.0618135119	0.103327975	0.0403238232	0.0704490252	0.0890282258	0.06011482
a31	0.0687174444	0.0673477985	0.1317453246	0.0576496458	0.0658341608	0.0629033586	0.0711849494	0.0673079046	0.0578144574	0.1184150414	0.0346604674	0.0624445246	0.073799212	0.0601757198
a37	0.0569464242	0.0471055121	0.0721388554	0.0552810962	0.0642316544	0.0735032922	0.0843277296	0.078159836	0.0847553878	0.137317866	0.034772535	0.07407490894	0.0873060696	0.0500788472
a31	0.0692723408	0.05617249734	0.0667841576	0.0682690932	0.0698529686	0.0570768576	0.0754583562	0.062345967	0.0590856662	0.134646189	0.040416052	0.0727050398	0.0970982088	0.0708166052
a27	0.0623057304	0.03106972512	0.0309570578	0.0652507828	0.063625199	0.0699264154	0.086207564	0.0711596126	0.0754930634	0.1353876024	0.0409780566	0.0826768852	0.0949256718	0.0900366186
a37	0.0414394444	0.03687345158	0.06336727728	0.0571379406	0.0805889354	0.057189023	0.0818882612	0.0573979376	0.0659884306	0.1493806672	0.0433685136	0.0733478386	0.1223101056	0.069722136
a31	0.04756811	0.04104959642	0.06151065794	0.052409267	0.0716866004	0.0620991186	0.079727617	0.0629731286	0.078772636	0.168174673	0.0416649296	0.0766969972	0.1046308362	0.051035865
a22	0.038228684	0.0345892142	0.0473776131	0.0527246936	0.0683207896	0.0682693286	0.0786271058	0.072265198	0.0811079502	0.140764046	0.053257541	0.0911934894	0.099934466	0.0733398592
a31	0.0338694228	0.02299330504	0.0262676469	0.050026158	0.0553108764	0.0685130872	0.0826251742	0.067928363	0.08776599	0.1568124672	0.0441545812	0.0844348998	0.121354018	0.0979439808
a20	0.026216704	0.01800455446	0.0210419802	0.0453047714	0.0643052184	0.0746125164	0.0893964954	0.0803781704	0.089298162	0.1483234152	0.0506303766	0.1029468324	0.1162772456	0.0732635842
a31	0.0344099914	0.02130697952	0.0268243414	0.0534706534	0.0661333096	0.0704834778	0.0975812502	0.0757134172	0.0914463932	0.1299341392	0.0399045072	0.0822002424	0.10610603	0.1044852394
a37	0.0263651128	0.01863108056	0.01733756628	0.0395181602	0.055299447	0.0686270678	0.0896278918	0.0755433334	0.089517526	0.132877441	0.0465271406	0.113201012	0.131434396	0.0954928132
a31	0.0339424894	0.0218692598	0.0283468336	0.0513639692	0.0586682658	0.0668802856	0.0975543208	0.0791781146	0.088194388	0.1266026078	0.0405659072	0.0885771158	0.109323805	0.1089326468
a3	0.027151125	0.01995855006	0.01732492	0.0355893464	0.0481031916	0.0621991906	0.0903467866	0.0698520328	0.085235771	0.1295196308	0.043746323	0.1229160196	0.1463043072	0.1017527814
a31	0.02953504354	0.02126949278	0.0251959392	0.0403228368	0.0482214658	0.069515336	0.0861879446	0.0783371708	0.082001937	0.1131026398	0.0502993036	0.10958074	0.133560168	0.1128699918
a18	0.0276518665	0.02156739374	0.0187697446	0.0307214484	0.0401325674	0.0556876632	0.0931947058	0.064841782	0.0815069598	0.1310491694	0.036443964	0.1321708258	0.1597322648	0.1065296381
a31	0.03333425432	0.02676734254	0.02871006754	0.0364621338	0.0462817042	0.0697076308	0.0929952078	0.077921427	0.082614207	0.1109268188	0.0532915154	0.1183786456	0.1430644946	0.079544516
a39	0.0287798572	0.02306624082	0.0214420422	0.0280508055	0.0363294254	0.0531674294	0.0908936884	0.0633016144	0.0757684222	0.1229757166	0.0391077498	0.1406590768	0.1779437544	0.0985141858
a8	0.033469733	0.02612579842	0.02678177088	0.03151491068	0.0413345312	0.0668532254	0.0800565826	0.0712909122	0.0748228056	0.104573828	0.0608437792	0.1369920324	0.155430988	0.0899090952
a21	0.01500910186	0.01220139926	0.01188651628	0.0203117931	0.0287267719	0.0509309678	0.0840071438	0.075900499	0.0807811346	0.106505244	0.061824234	0.1578550468	0.190147618	0.1039125234
a31	0.01463282636	0.00836618988	0.01215141554	0.02927180316	0.0369132306	0.0561726376	0.0991191972	0.0914947674	0.0929726724	0.137215085	0.0604883284	0.1170217358	0.139558968	0.1046211252
a28	0.03491418886	0.02353045664	0.02677730612	0.0310998306	0.0287745016	0.0468466938	0.0818543144	0.0651707422	0.069721146	0.1149129372	0.054571773	0.13633784	0.196924311	0.0885639562
a37	0.01667561504	0.01200415414	0.01383149978	0.02174372426	0.030180361	0.0451310868	0.0756440412	0.0618683224	0.0620717072	0.0993858834	0.0719577746	0.194353676	0.2122473	0.0829048632
a20	0.01887224732	0.01127103342	0.0152772487	0.02889936346	0.039423222	0.0551130454	0.0864153564	0.0699813392	0.0714562278	0.122835526	0.08156968	0.152405696	0.150950522	0.0955294889
a31	0.02396114432	0.01202745	0.02009024166	0.03317542886	0.0448671246	0.062216797	0.0926096046	0.0782724576	0.078333672	0.149047774	0.0754763	0.1218939898	0.129253944	0.0787740652
a28	0.03326915092	0.0252708539	0.02912428432	0.0280191902	0.0260016414	0.0480460604	0.0821012444	0.070998241	0.0761250434	0.1121671256	0.0586921632	0.126259162	0.2016301652	0.0822956908
a20	0.01695917888	0.01199660764	0.01451401228	0.01929911192	0.02784242874	0.0448380028	0.080413792	0.0633798804	0.061385884	0.1138212066	0.0925802176	0.1771770532	0.181690564	0.0941020784
a31	0.01865215976	0.01445956598	0.0226350342	0.024719936	0.0359377128	0.0611579654	0.1016510568	0.0852625092	0.0796384722	0.139645262	0.077509097	0.125123741	0.13643532	0.077172176
a20	0.03799310352	0.0338573	0.0363637962	0.0282614612	0.0264591142	0.0458528904	0.0865362244	0.07186964	0.07768169	0.1187222068	0.0552258094	0.1197509224	0.1820097514	0.079416079
a17	0.01966699372	0.01736581636	0.0258584426	0.01948784712	0.024243008	0.0460226748	0.0873827066	0.0714019538	0.0697114806	0.1316416116	0.0943368218	0.1366237548	0.161506519	0.0947503704
a13	0.01870184824	0.01631967594	0.0171816628	0.02206414728	0.0307835978	0.0526672806	0.1081930534	0.0916367304	0.0796451134	0.1337207172	0.0760781488	0.131379816	0.1407601632	0.0808680126
a31	0.01833753686	0.0164991643	0.0205707228	0.02655550604	0.0361427156	0.0484788104	0.107549709	0.1088682672	0.0936390382	0.140533363	0.0759941794	0.106620252	0.1267313726	0.0734793574
a13	0.0400574556	0.03629137096	0.0349760978	0.0311524319	0.0317274702	0.036092996	0.0746361058	0.0809404658	0.0941016412	0.1229226796	0.0464477358	0.1273620916	0.1638705076	0.0794209504
