 	vado	cercando	un	forno	che	fa	rustici	</S>
a29	0.082925401	0.108334642	0.104636614	0.1113712104	0.1008270708	0.116802147	0.175441696	0.199661198
a31	0.06612259172	0.144706514	0.080354272	0.0809596664	0.093852266	0.1520725332	0.213524116	0.1684080378
a8	0.0733765192	0.164388045	0.073599471	0.060250064	0.0822475202	0.147183498	0.248225652	0.1507292294
a31	0.0810080703	0.1038399768	0.09253735	0.1194759404	0.1249533048	0.144545526	0.2059073528	0.1277324628
a23	0.085005934	0.161417722	0.0742148776	0.085238237	0.0723512666	0.1453944966	0.251177834	0.1251996066
a31	0.0656325526	0.173529866	0.116076994	0.1061208584	0.0860775915	0.1013552668	0.165737138	0.1854697418
a10	0.1060548908	0.186460299	0.079406551	0.082034254	0.0791200488	0.1213903886	0.192436498	0.1530970858
a31	0.08490490692	0.171304678	0.1148790326	0.108705632	0.0803762952	0.1091976132	0.1613851734	0.16924666
a24	0.0733345232	0.180405734	0.1067543838	0.0860822578	0.0941759798	0.134411064	0.1654182102	0.1594178484
a31	0.0664111796	0.1771103934	0.0738242924	0.0886008638	0.0937145976	0.1432796868	0.1733701326	0.1836888452
a18	0.0632371742	0.1753173858	0.0721443166	0.076809827	0.0970075952	0.150966018	0.1875126614	0.1770050254
a31	0.06274721336	0.1547103508	0.0642117714	0.078874034	0.1021214772	0.1599664	0.2060692048	0.1712995344
a8	0.056182153	0.1498342826	0.0550372214	0.0675618926	0.1004598936	0.172680052	0.248895103	0.1493493882
a31	0.0608152093	0.0874454626	0.0512760826	0.0661014804	0.094985866	0.1629245698	0.266296046	0.2101552646
a29	0.04709190796	0.093894599	0.0595554752	0.068882735	0.110575753	0.184026343	0.2730798926	0.1628933206
a31	0.05555508346	0.1108355626	0.0484222036	0.0560313602	0.0918346016	0.163737152	0.261602726	0.2119813306
a21	0.05416918674	0.099684396	0.0510978702	0.0569834336	0.1149196074	0.179638162	0.294539729	0.1489676058
a31	0.0595282722	0.1033127196	0.047406671	0.055711399	0.093267299	0.1646994	0.288775556	0.1872987082
a38	0.0496506108	0.1009953546	0.0569977116	0.057370775	0.116570778	0.156344423	0.3287050788	0.1333652512
a10	0.05847845126	0.0919067998	0.0457020514	0.0520517414	0.092779993	0.1592053082	0.34163202	0.1582436412
a39	0.05147868852	0.14796064	0.0793573036	0.059878828	0.1069925294	0.163915356	0.28781723	0.102599416
a8	0.03755611932	0.09963592906	0.05026692876	0.0563967088	0.1048193932	0.193712716	0.339131716	0.1184805226
a31	0.0233111401	0.07045071192	0.03590951954	0.0888564206	0.1433017348	0.188249638	0.328675136	0.1212457032
a20	0.0498146143	0.1224063079	0.0654099826	0.0862172438	0.0762717492	0.1101816872	0.395009305	0.094689102
a31	0.0505839751	0.0827304105	0.0560322511	0.0529055976	0.090521952	0.1406949836	0.389100782	0.1374300466
a20	0.0721516636	0.117236797	0.0494522646	0.0720464802	0.0767098338	0.090955689	0.4156597146	0.1057875426
a3	0.05731836044	0.0746383562	0.0531727202	0.086842009	0.0736588428	0.127340485	0.390437464	0.1365917864
a41	0.03779293422	0.06661826828	0.04164137016	0.1217159872	0.0904299306	0.1230568612	0.36603917	0.152705465
a37	0.0388884676	0.0749713099	0.0507075924	0.1272464988	0.0881973334	0.1299818608	0.347669842	0.1423370944
a31	0.04512925412	0.087683773	0.0580188636	0.13677996	0.0945513488	0.1294561568	0.313927766	0.1344528596
a8	0.0840462199	0.1090209418	0.0530083724	0.0630752426	0.0672519892	0.122341989	0.393566816	0.1076884168
a31	0.05098311698	0.0698372624	0.0589790178	0.1057323746	0.095310943	0.133473956	0.327269668	0.1584136512
a23	0.0756039404	0.1057831312	0.0927931734	0.0709428594	0.0768792308	0.1102452968	0.339350784	0.1284015688
a31	0.06409508528	0.0758000348	0.0653902554	0.1099038762	0.0985786394	0.120331146	0.287897192	0.1780037868
a8	0.086197944	0.107428672	0.0975606526	0.0731670364	0.084124589	0.115922955	0.295782861	0.1398152934
a31	0.0720202362	0.0865844176	0.0714213812	0.095242211	0.1058156328	0.127851818	0.258147082	0.182917157
a24	0.0896848052	0.108438273	0.1050628414	0.0853954568	0.0939700456	0.123116481	0.24602914	0.148302948
a31	0.07288738692	0.0827470426	0.0722611188	0.0872025246	0.103166718	0.138772502	0.279266648	0.1636960588
a24	0.1055684766	0.1101783904	0.105523764	0.0867399488	0.0995556534	0.12357266	0.2245249488	0.144336198
a46	0.0845955502	0.087126288	0.0800380878	0.0902441482	0.107592418	0.14834497	0.228873588	0.173184938
a24	0.07862335776	0.0849837504	0.0842043354	0.103936156	0.1247027892	0.1355478348	0.200268784	0.187733006
a18	0.07447554562	0.07349007992	0.0804072478	0.1040825548	0.1108190132	0.142943428	0.225685654	0.188096462
a21	0.0701976562	0.08131626974	0.0847219484	0.090344697	0.1117425402	0.1452268652	0.219560304	0.19688972
a28	0.0731161974	0.0728638512	0.0765578246	0.088132209	0.107058455	0.153227094	0.240337996	0.188706338
a20	0.06586273502	0.07996646152	0.0841848504	0.0885389152	0.1170413212	0.1537133408	0.22022951	0.190462878
a31	0.0655105336	0.08168285132	0.0846222126	0.089355028	0.117909921	0.160321332	0.218589264	0.182008852
a46	0.1079182102	0.1051462726	0.1003317812	0.0812587942	0.1123885388	0.122504148	0.196582488	0.1738697732
</S>	0.08709344832	0.0865702681	0.0826885744	0.09185771	0.103726178	0.14572745	0.206015792	0.1963205732
