 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.1153787932	0.092972514	0.098764485	0.124008304	0.137753515	0.124531486	0.172758217	0.13383271
a0	0.0792924167	0.0471784928	0.0733040356	0.0672584872	0.1473881368	0.140549584	0.34293257	0.1020963074
a31	0.132626208	0.10456246332	0.0855546998	0.0751907062	0.1299949112	0.085659279	0.266798837	0.11961289
a17	0.1463194212	0.10178577546	0.078507841	0.0558363962	0.145417416	0.0696514094	0.3161404906	0.0863412488
a20	0.09375543132	0.07423700794	0.0719685402	0.0583018326	0.152869478	0.067683657	0.3157096	0.1654744748
a31	0.0933304824	0.08333535134	0.08033161	0.0539795086	0.15192863	0.0726898688	0.2887099992	0.1756945596
a37	0.1099483426	0.0976714432	0.071496593	0.050347927	0.1842555852	0.087556642	0.289516154	0.109207297
a15	0.0771475886	0.0607102422	0.0690147003	0.0510002106	0.183343508	0.0526542056	0.3408772	0.1652523538
a46	0.0743924074	0.0578882072	0.0562027808	0.0462175028	0.159143695	0.0472537834	0.366239264	0.1926623456
a24	0.0789725946	0.0635988334	0.0646280786	0.0472255774	0.14884189	0.0568498564	0.3257408332	0.2141423324
a31	0.087598304	0.0681242326	0.0647584374	0.0509998192	0.1648606566	0.0617468656	0.3027729648	0.199138746
a18	0.1478196066	0.1246821972	0.0930150788	0.0674658366	0.1209494616	0.05526578	0.2658849532	0.1249170908
a11	0.079823596	0.0747710428	0.06799222	0.05621198	0.1358330444	0.0664170596	0.300072418	0.218878654
a35	0.0831140104	0.0809453496	0.072993354	0.0523910516	0.118375841	0.068940953	0.267989378	0.2552500644
a31	0.0882021934	0.0901641776	0.079306061	0.049195114	0.165493148	0.0750064658	0.2432790172	0.209353824
a13	0.1517340954	0.1125731204	0.0898288336	0.0737720134	0.1020494248	0.082978211	0.2752160868	0.1118482112
a11	0.098761236	0.102267646	0.0787837458	0.0653526448	0.1058391524	0.093775176	0.225308061	0.229912334
a31	0.116887092	0.117660814	0.1011049096	0.0708487938	0.1072777472	0.1110172208	0.1800309392	0.1951724602
a46	0.133911469	0.10733452	0.096901711	0.088878259	0.0961540356	0.0803877308	0.178800736	0.217631538
a31	0.1180791136	0.1191033738	0.0984257002	0.0785260547	0.0947727978	0.101398808	0.1559102708	0.23378386
a24	0.130518686	0.136323876	0.1311813472	0.0903884262	0.0871911694	0.0943879368	0.124993866	0.205014713
a35	0.1306068994	0.1159988214	0.1101413211	0.0842983468	0.0950029954	0.0914272204	0.1639199952	0.208604409
a31	0.1272055652	0.1184266674	0.12889531586	0.085821116	0.0901995656	0.1373223752	0.179668241	0.132461121
a46	0.1097113504	0.1333163504	0.1455965058	0.0876514142	0.0841355498	0.0991861926	0.1284958648	0.211906752
a31	0.1442976042	0.11232506388	0.11635451974	0.0919671028	0.0857540629	0.1004771048	0.164949468	0.183875054
</S>	0.1107629043	0.1339900976	0.152097078	0.087959473	0.0823391676	0.1033332632	0.1422345838	0.187283452
