 	possono	essere	ancora	svegli	</S>
a31	0.217677312	0.1445425402	0.1947641806	0.258515286	0.184500702
a20	0.2362961608	0.08226336872	0.2097123872	0.288140378	0.1835876814
a23	0.1989146788	0.09207883334	0.186429826	0.27600617	0.246570504
a31	0.2192037052	0.09347588988	0.1640422902	0.279135358	0.2441427388
a20	0.3085673752	0.1673540696	0.171230296	0.193155284	0.1596929658
a11	0.322308076	0.1098545284	0.1712442603	0.18948717	0.207105974
a20	0.3151389756	0.0892732132	0.180059269	0.16724244	0.2482860798
a31	0.315540104	0.0796955326	0.2069100674	0.152647498	0.2452067834
a37	0.39869987	0.0935837684	0.180765414	0.1050214086	0.221929525
a31	0.294832381	0.0904080122	0.21922529096	0.1432970068	0.252237342
a11	0.379634324	0.147000188	0.168592285	0.1148995804	0.1898736374
a46	0.321026948	0.1064224966	0.1572062094	0.1486890166	0.266655336
a31	0.230290732	0.1281888528	0.19293348646	0.166206848	0.282380078
a46	0.221892148	0.183353772	0.216688164	0.1668774608	0.211188482
a31	0.1953119464	0.132570266	0.1912799632	0.173117687	0.307720148
a20	0.1845813082	0.1615209926	0.202082414	0.18831813	0.263497172
a28	0.2000508842	0.1486316744	0.174548585	0.198105636	0.278663204
</S>	0.1923813452	0.145943847	0.1770315172	0.196991698	0.28765158
