 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.135455636	0.122540244	0.1265014002	0.0898248418	0.133338163	0.222579386	0.169760314
a24	0.143733602	0.1420544082	0.115703763	0.07744600836	0.1167270086	0.257002416	0.1473327934
a31	0.273026082	0.227967316	0.158724576	0.0680425362	0.0744634034	0.121398176	0.0763778742
a0	0.233146922	0.255200842	0.2230121934	0.0480271151	0.0485698302	0.1428339156	0.0492091736
a31	0.191305075	0.154904762	0.2442345738	0.0663103276	0.0663745944	0.1703211948	0.1065494912
a17	0.209551172	0.2191293746	0.2400694032	0.06615092744	0.0518234566	0.1568770554	0.0563986256
a13	0.1616395486	0.138096095	0.2353817644	0.0524910096	0.061212899	0.2248962074	0.1262824798
a31	0.1534140508	0.1324578176	0.2439008032	0.0602177748	0.0555520074	0.2395888024	0.1148687234
a20	0.130362251	0.144898322	0.1218452936	0.0622238604	0.0738358048	0.308549182	0.1582853006
a31	0.112769742	0.1009567304	0.1764696184	0.0598650743	0.0754434498	0.283221312	0.1912740566
a23	0.096731718	0.0981130364	0.0914209888	0.1010683118	0.0812433462	0.317115482	0.214307112
a8	0.091006122	0.0880591344	0.0844332056	0.0705321602	0.1065689796	0.319268088	0.2401322952
a20	0.099412318	0.0977142076	0.0856480128	0.0934901416	0.1101394812	0.2747232108	0.238872643
a31	0.1001032156	0.107143143	0.0905515456	0.123540827	0.1601452098	0.2067274348	0.211788596
</S>	0.1122103534	0.1107073872	0.0948438429	0.124498374	0.1245263134	0.170721817	0.262491883
