 	forse	non	li	ha	a	casa	</S>
a28	0.1217175992	0.1144117262	0.154097884	0.120623978	0.1539307806	0.1598558448	0.1753622166
a10	0.156457337	0.1263982916	0.18276962814	0.179313476	0.142477705	0.1272741732	0.0853093816
a31	0.193575452	0.1927852608	0.1857253988	0.116495132	0.1226287054	0.109979988	0.0788100666
a21	0.249283648	0.265905075	0.1563452865	0.1020137296	0.0880290168	0.0772943956	0.0611288583
a37	0.168754926	0.216771696	0.1250592822	0.166029608	0.109009881	0.1162065612	0.098168019
a31	0.192708694	0.199257156	0.1187916974	0.122995612	0.1293508096	0.135098504	0.1017975064
a37	0.2020500492	0.25019078	0.12512916746	0.090664594	0.11042797	0.1067022614	0.114835194
a31	0.221283034	0.1706645338	0.1099100505	0.089219727	0.108182012	0.129448355	0.1712922798
a37	0.295367738	0.2441824668	0.12702517236	0.0790437606	0.0870318862	0.0711415036	0.0962074952
a31	0.2693425362	0.151438622	0.10002347912	0.0829614724	0.0980937948	0.109282702	0.1888574072
a21	0.345501853	0.174368616	0.1180244612	0.08420916646	0.0817440894	0.0820826094	0.114069239
a31	0.243671073	0.19857852	0.088356872	0.0898936958	0.1133363526	0.122285526	0.143877937
a20	0.225743128	0.1769534798	0.130358672	0.087635189	0.10309144	0.1171810968	0.159036983
a31	0.1997717726	0.2081522	0.092334595	0.1030196052	0.1156439028	0.1208571628	0.1602207374
a37	0.158743824	0.155379714	0.134353284	0.0989791466	0.1262385206	0.150387926	0.175917595
a33	0.158318925	0.161542638	0.120588779	0.1105059348	0.124833084	0.149409666	0.174800996
</S>	0.102481046	0.113784087	0.1376396	0.1194204274	0.154647328	0.194335036	0.177692464
