 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.1035978496	0.1069911554	0.104080494	0.0918842208	0.0740379148	0.0856088118	0.25203698	0.181762608
a31	0.249828355	0.256263568	0.1240530222	0.133017432	0.0684538858	0.0456992606	0.0721386998	0.050545783
a14	0.328940066	0.1804629522	0.1336888628	0.1103302306	0.0437357658	0.055207476	0.0742648968	0.07336971434
a37	0.224666252	0.181177952	0.1344828166	0.15317593	0.1126062286	0.0532470933	0.06270299384	0.0779407189
a10	0.226265174	0.157703958	0.1198747904	0.141533178	0.1102113082	0.0759874138	0.08137279872	0.087051368
a31	0.257552457	0.140122229	0.1110165312	0.14890308	0.0648011418	0.053174	0.1061106616	0.1183199262
a28	0.227856452	0.23558977	0.137378537	0.122070148	0.0919551866	0.0599409638	0.05905841274	0.0661504871
a31	0.2157282768	0.169544496	0.113127439	0.158893276	0.069723199	0.0587948672	0.07746565852	0.1367227666
a42	0.2288789852	0.196992886	0.1219991512	0.129114073	0.067795028	0.067092473	0.10026290006	0.0878644912
a23	0.1233811844	0.0816185418	0.088041933	0.0711543388	0.0614750496	0.07331563446	0.1600248108	0.340988512
a8	0.1070118772	0.0794715412	0.0843796764	0.0734463188	0.0658191872	0.0652980198	0.176188468	0.348384902
</S>	0.082159302	0.0819992674	0.086099765	0.0854429214	0.0812684434	0.095437049	0.172849258	0.314743974
