 	la	casa	la	costruirono	i	muratori	</S>
a31	0.137920354	0.110837314	0.1117498948	0.1264157222	0.133853658	0.184871584	0.194351454
a17	0.085384657	0.0589435684	0.0879115414	0.139432592	0.1120671826	0.377340774	0.138919668
a39	0.1341366938	0.0822745284	0.0879613034	0.1482119398	0.1002426072	0.281142856	0.1660300588
a3	0.1691140114	0.094132457	0.0949919286	0.1403293282	0.1023784328	0.228761638	0.1702921942
a35	0.153867591	0.0909339908	0.0974119394	0.13323818018	0.1099392476	0.209518687	0.205090344
a31	0.1876506736	0.0999173632	0.0895188102	0.1403536968	0.1239133166	0.175952999	0.1826931504
a24	0.1866668588	0.0864140056	0.0663134464	0.165653977	0.1316000642	0.2123357972	0.1510158352
a31	0.1218170574	0.05185836128	0.0636317307	0.160467297	0.097927752	0.236524616	0.2677732006
a39	0.127645524	0.0668122955	0.05861282474	0.20364146796	0.0928599732	0.2235755972	0.226852326
a31	0.0815288968	0.0434234379	0.054847353	0.17494412352	0.0867080592	0.34003895	0.2185091546
a24	0.124203456	0.0811824478	0.0590571614	0.1902355916	0.0903572014	0.241621064	0.213343062
a31	0.0860519607	0.056659275	0.05680302828	0.1831547222	0.086728056	0.3024863496	0.2281166018
a28	0.1253821784	0.0772005894	0.06178732208	0.1825545174	0.0816190456	0.2636338928	0.2078224438
a45	0.0772990668	0.0548792786	0.0552382076	0.1734097166	0.0861898794	0.2857725698	0.2672112786
a31	0.098897246	0.0740428274	0.0680173862	0.1131067528	0.0933390168	0.2823640168	0.2702327472
a20	0.144287833	0.0914129334	0.0868779898	0.1623874156	0.0711638822	0.299982062	0.1438878868
a31	0.0965171442	0.0575008026	0.0589770868	0.1636948876	0.0783302056	0.2899002448	0.2550796312
a8	0.144957343	0.0919682076	0.0910568452	0.148299882	0.101250492	0.2427093924	0.1797578374
a31	0.1216022436	0.0851205044	0.0730417658	0.1254151176	0.113606149	0.263077167	0.218137082
a20	0.1328301898	0.1182655314	0.1260659192	0.1389813496	0.114980436	0.207333852	0.161542704
a18	0.1283704634	0.0750475776	0.0804191304	0.152860654	0.1139252662	0.22767965	0.221697264
a31	0.1440550163	0.090265163	0.085209629	0.1455829672	0.11485892	0.211678123	0.208350152
a11	0.138593348	0.1293325614	0.132255628	0.1253594952	0.153618208	0.15444844	0.1663922992
a27	0.1324598284	0.1047545694	0.10397243	0.131353593	0.1295472326	0.193186656	0.204725692
a31	0.1365990165	0.12628055388	0.1070818624	0.137417788	0.1290869264	0.2069984014	0.156535452
a0	0.1406958684	0.1312845234	0.1367531968	0.1137521906	0.138665254	0.136615688	0.20223326
a31	0.1337532618	0.14142470406	0.1253880244	0.112354178	0.1578125246	0.166984882	0.162282432
a18	0.1403316872	0.1436417434	0.136115744	0.10751366	0.1521826512	0.115484358	0.204730186
a31	0.1388330772	0.1409225373	0.1281611426	0.1117840752	0.1669574928	0.137625836	0.1757158406
a46	0.1414891368	0.1444833676	0.136909921	0.117309016	0.146840134	0.119346163	0.1936222532
a14	0.1300788458	0.141317756	0.1317194214	0.10504617	0.179780402	0.1299500232	0.182107417
a8	0.1194169274	0.1405099906	0.145402663	0.1177681534	0.164181762	0.160934396	0.1517861
a31	0.116797231	0.1329686	0.153060378	0.140775384	0.151140546	0.177492568	0.1277652994
</S>	0.1273949092	0.1453170076	0.1398074526	0.1029908758	0.1462129052	0.1115111108	0.226765702
